source_index,word,category,meaning
44492,cock sucking broke ass bitch,价值观,口交的破产的混蛋婊子，侮辱性人身攻击
44496,abokis,涉敏,对尼日利亚北方族群的贬称（类似'北方佬'）
44499,removed&2&cups&of&rice&from&brain,价值观,侮辱他人智力低下的黑话，字面意为从脑中取出两杯米
44502,fucked up&clown,涉敏,操蛋的小丑，侮辱性称呼
44505,abusing&president,涉政,辱骂总统
44506,hot&slaps,暴力恐怖,扇耳光（暴力威胁）
44506,aunty&ode,涉敏,傻瓜阿姨（侮辱性称呼）
44507,dimwit&stfu,违法,笨蛋（侮辱性称呼）和闭嘴（粗鲁命令），用于网络骚扰
44508,fucking&bastard,低俗色情,淫秽的混蛋
44509,asshole&fool,价值观,侮辱性称呼，意为'混蛋'和'傻瓜'，用于贬低他人
44511,mumu,价值观,尼日利亚洋泾浜语中愚蠢的人、笨蛋
44514,efulefu,涉敏,伊博语中对人的侮辱，意为'傻瓜'或'无用的人'
44514,maggot infested mouth,价值观,恶毒侮辱，意为'满是蛆虫的嘴'
44515,olodo,价值观,傻瓜/笨蛋，侮辱性称呼
44516,flogged&on&streets,暴力恐怖,当街鞭打，煽动暴力
44516,lack&comprehension&foolish&child,价值观,侮辱他人缺乏理解力和愚蠢的言论
44517,coconut head,价值观,对他人愚蠢或固执的侮辱性称呼
44521,sadist&monumental loser,涉敏,施虐狂和巨大的失败者
44527,sick in the head&stupidity,价值观,侮辱他人精神健康和智力的词汇
44528,fraud,违法,骗子，欺诈者
44532,dirty mouth,涉敏,侮辱性词汇，指恶意言论
44534,child&of&a&scaliwag,价值观,无赖的孩子，侮辱性称呼
44535,fulani&terrorists,涉敏,将富拉尼人称为恐怖分子，涉及民族仇恨
44536,wipe out&tribe,涉敏,消灭部落
44536,fulani occupation,涉敏,富拉尼占领
44537,fulani&terrorists,涉敏,将富拉尼族称为恐怖分子
44538,fulanis&senseless,涉敏,富拉尼人是愚蠢的（种族贬低）
44539,yoruba&demon,涉敏,对约鲁巴族的侮辱性称呼，将其称为恶魔
44540,moronic&fulani&rulers,涉敏,侮辱富拉尼统治者为愚蠢，涉及民族歧视
44541,black sans&slaves&bastards,涉敏,对南非黑人的种族歧视性称呼，如“奴隶”和“杂种”
44542,yoruba&demon,涉敏,约鲁巴恶魔（对约鲁巴族的侮辱性称呼）
44543,illiterate servants of fulani,涉敏,富拉尼人的文盲仆人（侮辱性称呼）
44544,bitches&hoes,涉敏,婊子和妓女
44545,gay&animal,涉敏,同性恋动物（贬义，用于侮辱LGBTQ+群体）
44546,biafraud&idiot,涉敏,对比夫拉人的侮辱性称呼
44547,grizzly bears&devour,暴力恐怖,威胁将你喂给灰熊吃掉
44548,northerners&useless people,涉敏,北方人是无用的人
44549,rape&rapists,涉敏,强奸和强奸犯，用于侮辱性标签
44550,stupid hoe,涉敏,愚蠢的妓女
44550,bitch,涉敏,婊子
44550,insultin nigeria babes,涉敏,侮辱尼日利亚宝贝
44552,whites&hoes&dogs,涉敏,对白人的侮辱性称呼，意为'妓女和狗'
44553,muslim hypocrites,宗教,穆斯林伪善者
44554,ugly bozos,价值观,丑陋的小丑（侮辱性称呼）
44556,olosho&animal,涉敏,侮辱性称呼，意为妓女和动物
44557,vegetable&wheelchaired&epileptic group,涉敏,侮辱性称呼，意为'蔬菜、坐轮椅、癫痫的群体'
44559,men&scum,涉敏,将男性整体贬低为渣滓
44560,niggaz,涉敏,对黑人的侮辱性称呼，源自美国英语，但同样违反南非反仇恨言论法规。
44561,religious&bigots,涉敏,宗教偏执者，对宗教群体有贬低意味
44562,black&correlates&curse,涉敏,黑人与诅咒相关
44563,throat&fucker,低俗色情,喉咙操者，指进行口交的淫秽称呼
44564,mohammed&hell&12virgins&religion&piss&shit,宗教,对先知穆罕默德和伊斯兰教的侮辱性描述
44567,f*ck&asshole,低俗色情,粗俗的侮辱性脏话
44568,u idiot,价值观,你这个白痴，侮辱性人身攻击
44570,dumbass,价值观,笨蛋，用于侮辱他人智商的粗话
44571,fuck_out&fucking_asshole,价值观,粗鲁的骂人话，要求对方滚开并侮辱对方是混蛋
44572,idiot&incompetent fools,涉政,对前总统古德勒克·乔纳森的侮辱性称呼
44573,bastards&idiots&awon werey,涉敏,混蛋、白痴、疯子们
44575,jump&into&the&lagoon,暴力恐怖,建议跳进泻湖，含有自伤或伤害的威胁意味
44578,fuck&you,低俗色情,骂人的脏话，意为去你的
44581,dumb&fuck,涉敏,愚蠢的混蛋，用于辱骂他人
44582,insane person,价值观,疯子，用于侮辱他人的词语
44587,bunch&of&idiots,价值观,一群白痴
44593,stfu&fool,违法,闭嘴，傻瓜（侮辱性命令）
44596,fucking&retard,价值观,他妈的弱智，侮辱性贬低他人智力
44601,buffoon&cow,价值观,侮辱性称呼，意为小丑和母牛，用于贬低他人。
44602,idiot,价值观,对他人进行智力低下的侮辱性称呼
44605,awon&oniro&oshi,涉敏,约鲁巴语中'愚蠢的人'，侮辱性称呼
44606,mumu,涉敏,侮辱性称呼，意为笨蛋、白痴
44607,dirty&yorubas,涉敏,对约鲁巴人的侮辱性称呼，意为肮脏的约鲁巴人
44608,fulani herdsmen&terrorist,涉敏,将富拉尼牧民定性为恐怖组织，煽动族群仇恨
44609,fulani&terrorist soldiers,涉敏,将富拉尼人贴上恐怖分子标签的歧视性表述
44610,fulani&terrorists,暴力恐怖,将富拉尼人污蔑为恐怖分子
44610,referendum,涉政,煽动公投分裂国家
44611,muslims&devil incarnates,涉敏,穆斯林是魔鬼化身
44612,evil&britishislamicnigeria,涉敏,对尼日利亚政府和伊斯兰教的侮辱性称呼
44613,almajiri&boiz,涉敏,指伊斯兰学校学生，通常带有贬义，此处指可怜无用的男孩
44614,shallow minded muslims,涉敏,头脑简单的穆斯林
44615,islam&hypocrite,宗教,伊斯兰伪君子
44616,kill&fulani,涉敏,针对富拉尼族的杀人威胁
44616,better killers,暴力恐怖,声称更擅长杀人的挑衅用语
44617,fulani&attack&traitors,涉敏,煽动对富拉尼民族的仇恨和恐惧，暗示其发动夜间攻击
44619,thieving&britons,涉敏,偷盗的英国人，对英国人的侮辱性称呼
44620,in&their&dna,涉敏,在他们的基因里，指天生具有某种负面特质，常用于种族歧视言论
44622,nigga,涉敏,对非裔的侮辱性称呼
44624,stupid&animals,涉敏,愚蠢的动物（侮辱性称呼）
44629,fvck religion,宗教,对宗教的侮辱性亵渎
44630,men are scum,价值观,性别歧视言论，认为所有男性都是渣滓
44634,witch,宗教,女巫，一种侮辱性称呼，暗示其从事邪恶活动
44635,wasted sperm,价值观,比喻无用的人或废物
44638,lgbtq+&地狱般行为,涉敏,将性少数群体行为污名化为可憎和地狱般的
44638,穆斯林&极端分子,宗教,将支持LGBTQ+的人诬蔑为穆斯林极端分子，煽动宗教仇恨
44639,dum&ashole,价值观,愚蠢的混蛋
44640,mumu&ode,涉敏,尼日利亚洋泾浜语中愚蠢和傻瓜的侮辱性词汇
44641,idiot,价值观,侮辱性称呼，意为'笨蛋'
44642,fuck&pure water nylon,低俗色情,性行为描述，使用塑料袋代替安全套
44643,muslim groups & stupid & morons,宗教,针对穆斯林群体的侮辱性言论，称其愚蠢和白痴
44645,beat&the&woman&outta&u,暴力恐怖,像打女人一样打你，含有性别侮辱的暴力威胁
44646,onye ara&stupid&fool,违法,伊博语中的'疯子'以及英语中的'愚蠢'和'傻瓜'，都是侮辱性词汇
44649,stage&kidnap,违法,策划虚假绑架
44649,stupid&girl,涉敏,愚蠢的女孩（性别歧视）
44650,dumbass,价值观,愚蠢的人，用于侮辱他人
44657,cunt,涉敏,对女性的侮辱性称呼
44658,rororo bi ina ale&rururu bi omi okun,涉敏,约鲁巴语中侮辱约鲁巴人的表述，意为'像恶魔火焰一样可怕，像海水一样汹涌'，实际是贬低其文化特征
44662,dumbfuck,涉敏,傻瓜/蠢货，一种侮辱性称呼
44663,boko haram,暴力恐怖,博科圣地，尼日利亚恐怖组织
44663,offer my virginity,低俗色情,献出处女，暗示性交换
44665,disgrace&to&womanhood,价值观,对女性身份的侮辱
44666,biafra&cancelled history,涉政,比夫拉与取消历史课程，暗示政府掩盖历史
44668,fulani herdsmen&genocide,涉敏,对富拉尼牧民的种族灭绝指控
44669,blood thirsty killers&fulani people,涉敏,将富拉尼人污蔑为嗜血杀手
44670,arewa&hypocrite,涉敏,阿雷瓦人是伪君子
44671,igbos&animals&stupidity,涉敏,对伊博人的侮辱性称呼，称其为动物和愚蠢
44672,yoruba&demon,涉敏,对约鲁巴族群的侮辱性称呼，意为约鲁巴恶魔
44672,knack,低俗色情,尼日利亚洋泾浜语中表示性交的行为
44673,部落主义的北方人&宗教偏执者,涉敏,对北方人和宗教信徒的侮辱性称呼
44675,bloodletting herdsmen & terror,暴力恐怖,血腥的牧民和恐怖，指代暴力袭击和恐怖活动
44676,chicken hearted&educated illiterates,涉敏,胆小鬼和有文化的文盲，侮辱性描述
44677,typical arewa&arrogant,涉敏,对尼日利亚北部人群的典型傲慢刻板印象
44678,islamic terrorist,宗教,将伊斯兰教与恐怖主义关联的侮辱性称呼
44678,terro blood sucker,涉敏,对恐怖袭击和吸血行为的侮辱性称呼
44679,backstabber&cowardly&yorubas,涉敏,背后捅刀子的懦弱的约鲁巴人
44680,fulani&cow,涉敏,对富拉尼人的种族侮辱，将其比作低贱的动物
44681,yoruba&demon&shit,涉敏,约鲁巴恶魔粪便，对约鲁巴民族的侮辱性称呼
44682,yoruba guys&promiscuous,涉敏,约鲁巴男性滥交的负面刻板印象
44684,illiterate&northerners&fulani&system,涉敏,对北方人和富拉尼体系的侮辱性表述，暗示他们文盲和落后
44685,disgrace&northern elite,涉敏,对北方精英的侮辱性称呼
44686,yoruba&vile,涉敏,卑鄙的约鲁巴
44687,fulanis&crooks,涉敏,将富拉尼人称为骗子
44688,igbo presidency&scam,涉敏,伊博总统职位是骗局
44690,yoruba&demons,涉敏,约鲁巴恶魔，对约鲁巴民族的侮辱性称呼
44691,fulani&herdsmen&killers,涉敏,对富拉尼牧民的侮辱性称呼，指控其杀人
44693,evil&blood,涉敏,邪恶的血统，用于种族歧视的表述
44694,gay&terrorist,涉敏,将同性恋者污蔑为恐怖分子的侮辱性词组
44695,idiotic&gays,涉敏,对同性恋群体的侮辱性称呼，意为'愚蠢的同性恋'
44697,cage&igbo&yoruba&cow,涉敏,将伊博人和约鲁巴人比作与牛关在一起，进行种族侮辱
44698,aboki&drug&peddlers,涉敏,对北方人的贬称，指其为毒品贩子
44698,flogged&yusuf,暴力恐怖,要求鞭打Yusuf的暴力言论
44700,fulani herdmens&terrorists,涉敏,将富拉尼牧民这一族群整体定性为恐怖分子，属于对特定民族的污名化攻击
44701,biafools,涉敏,对比夫拉支持者的侮辱性称呼
44702,alimajiri&fulani&brothers,涉敏,贬低富拉尼人的侮辱性称呼
44703,fulani&terrorists,涉敏,富拉尼恐怖分子
44704,fulani&slavery,涉敏,富拉尼奴隶制，此处用作对富拉尼民族的侮辱性称呼
44705,northern nigerian muslims&potential terrorists&stack illiterates,宗教,将北尼日利亚穆斯林群体侮辱性描述为潜在恐怖分子和文盲
44705,useless mohammed&married underage girl,宗教,侮辱先知穆罕默德，声称其娶未成年女孩，构成宗教亵渎
44705,homosexual bastards,价值观,用侮辱性词汇称呼同性恋者，构成基于性取向的仇恨言论
44706,freaks & hoes & fuck,低俗色情,怪异的人和妓女以及性行为
44707,satanic&fulanis&janjaweeds,涉敏,撒旦的富拉尼民兵（对富拉尼族的种族侮辱）
44708,fulanis&wicked,涉敏,对富拉尼族群的贬低和侮辱
44709,fulani&slaves,涉敏,富拉尼奴隶，对富拉尼民族的侮辱性称呼
44710,fulani&terrorists,暴力恐怖,富拉尼恐怖分子，用于煽动暴力攻击
44710,igbo&animals in human form,涉敏,将伊博人贬低为'人形动物'，种族侮辱
44711,hausa&fulani&hypocrites,涉敏,无耻的豪萨-富拉尼伪君子
44712,nigerian feminist&barbaric,涉敏,对尼日利亚女权主义者的贬低和攻击
44713,herders&selfish creatures,涉敏,牧民是自私的生物（带有民族歧视的攻击）
44716,don't deserve to live,暴力恐怖,威胁他人生命的言论
44716,cock suckin,低俗色情,性行为侮辱性词汇
44717,niggahs,涉敏,黑鬼（对黑人的侮辱性称呼）
44718,fulani&terrorists,宗教,将富拉尼族群与恐怖分子等同的仇恨用语
44718,brutal&execution,暴力恐怖,描述暴力处决，可能美化暴力
44718,admires&terrorist,涉政,指责政治人物崇拜恐怖主义，构成侮辱
44719,nigass&bitch ass,涉敏,种族歧视和侮辱性词语，针对黑人的蔑称
44720,hoes,低俗色情,妓女，贬低女性的侮辱性称呼
44722,hausa&illiterate,涉敏,对豪萨人的侮辱，称其为文盲
44723,fulanis&terrorist,涉敏,将富拉尼人称为恐怖分子
44724,steeeeeee eeewwwwwwpid hoe,低俗色情,对女性的侮辱性称呼，意为愚蠢的妓女
44725,racist&muthafucker,涉敏,对种族主义者的侮辱性称呼，包含种族歧视
44725,black&dick,低俗色情,指黑人阴茎，露骨性暗示
44728,terrorist&fulani&herdsmen,涉敏,将富拉尼牧民称为恐怖分子的言论
44730,hoe,涉敏,侮辱女性的俚语，意为妓女或荡妇
44732,hoes,低俗色情,对女性的侮辱性称呼，指妓女或荡妇
44734,bitch,涉敏,骂人话，通常指泼妇或侮辱性称呼
44735,nigga,涉敏,对黑人的种族侮辱性称呼，类似K-word
44735,bitches,低俗色情,对女性的贬低性称呼，含有性别歧视
44737,niggas,涉敏,对黑人的侮辱性称呼（N-word）
44737,bitches&fucking&hoes,低俗色情,淫秽、低俗的性相关辱骂词汇
44738,hoe,低俗色情,对女性的侮辱性称呼，意指妓女
44740,biafran&animals,涉敏,将比夫拉人贬低为动物，进行民族侮辱
44741,nigerian&northern hypocrisy,涉敏,指责尼日利亚和北方人虚伪和有选择性报复
44745,bad&bitches,低俗色情,贬低女性的侮辱性称呼
44745,fucking,低俗色情,脏话，表达强烈情绪时的侮辱性用语
44746,cow&almajiri,涉敏,对黑人种族的侮辱性称呼，almajiri 在尼日利亚语境中也用于贬低
44749,yoruba&demons,涉敏,对约鲁巴人的侮辱性称呼，称其为恶魔
44752,low iq nigerian,涉敏,低智商尼日利亚人，对尼日利亚人的侮辱性称呼
44756,slaps&daughter&wife&mother,暴力恐怖,对女性亲属实施掌掴的暴力威胁
44760,idiot&stupid man,涉敏,对个人的侮辱性称呼和贬低
44762,辱骂&穆斯林宗教人物&富拉尼,宗教,辱骂先知阿布巴卡尔、丹福迪奥、萨达乌纳、伊努瓦·瓦达等穆斯林宗教及政治人物
44764,foolish&stupid,价值观,愚蠢的侮辱性词语
44765,break&your&stupid&head,暴力恐怖,打破你的蠢脑袋，暴力威胁用语
44766,stupid&person,价值观,愚蠢的人，用于侮辱他人智力
44772,old fool,涉敏,老傻瓜，对人的侮辱性称呼
44773,stuìd&îdiot,价值观,愚蠢的白痴（侮辱性称呼）
44773,foól,价值观,傻瓜（侮辱性称呼）
44776,muslims&killing_and_rapping,宗教,穆斯林被描绘为杀人强奸者
44777,pushing&to&war,暴力恐怖,推动战争
44778,boko haram&set ablaze,暴力恐怖,煽动恐怖组织博科圣地纵火
44778,herdsmen&rape,暴力恐怖,煽动牧民实施强奸
44778,corrupt police extort,违法,指控腐败警察勒索
44779,fucking&rag,价值观,侮辱性词汇，意为'该死的破布'，用于贬低他人
44779,scarlet&women,价值观,侮辱性称呼，意为'荡妇'，用于攻击女性道德
44781,taste&for&animals,低俗色情,对动物的性兴趣或兽交暗示
44782,(((iceberg))),涉敏,三重括号暗指犹太人，是反犹主义代码
44783,sponsor of boko haram,涉政,指称尼日利亚总统布哈里是恐怖组织博科圣地的赞助者，系严重虚假指控
44783,killer biafrans,涉敏,对比夫拉人的侮辱性标签，称其为杀人犯
44784,biafra&oduduwa&exit,涉政,呼吁比夫拉和奥杜杜瓦地区脱离尼日利亚
44785,hausa&boko haram terrorist,涉敏,将豪萨族与博科圣地恐怖分子关联，暗示整个族群是恐怖分子
44786,yoruba&thugs,涉敏,对约鲁巴人的贬低性称呼，暗示其暴徒行为
44787,fulanis&kuku&nomads,涉敏,对富拉尼人的贬低性称呼和刻板印象
44788,#endnigerianow&#biafraexi,涉政,结束尼日利亚、支持比亚法拉独立的分裂主义口号
44789,hobbinized&licking&ass&hausa&fulani,涉敏,习惯于舔豪萨-富拉尼人屁股的（贬义，暗示谄媚和低贱）
44790,fulani&janjaweed,涉敏,富拉尼人和詹贾威德，对富拉尼族群的贬损性指代
44790,blood&suckers,涉敏,吸血的，侮辱性比喻
44791,northerners&problem,涉敏,将北方人群体视为尼日利亚问题的根源
44793,igbo&bad names,涉敏,伊博人给尼日利亚带来坏名声
44794,bi***es,涉敏,婊子，对女性的侮辱性称呼
44795,hoe,低俗色情,对女性的侮辱性称呼，意为妓女、荡妇
44796,kill&them&all,暴力恐怖,全部杀死
44796,animal&hausa/fulani,涉敏,动物般的豪萨/富拉尼人
44797,devilish&northerners,涉敏,恶魔般的北方人
44798,富拉尼人&北方地区,涉敏,指代富拉尼族群和尼日利亚北部地区，被描绘成操纵和压迫其他地区的邪恶势力。
44799,radical islam&fulani herdsmen&wipeout christians,暴力恐怖,激进伊斯兰与富拉尼牧民消灭基督徒的煽动性表述
44800,bastard&boko harams&islamic&militants,涉敏,对伊斯兰武装分子的侮辱性称呼
44801,hausas&political terrorist&slave masters,涉敏,对豪萨人的种族侮辱性称呼，将其等同于政治恐怖分子和奴隶主
44802,foolish&nigerians,涉敏,对尼日利亚人的侮辱性称呼
44803,chop&future&children,暴力恐怖,威胁毁掉对方及其子女的未来
44806,go for&criminal herdsmen,暴力恐怖,对付犯罪牧民
44808,igbo&guys&can't&make&heaven,涉敏,针对伊博族男性的宗教歧视和侮辱
44808,penis,低俗色情,男性生殖器，用于露骨性描述
44809,rigged&votes&northern&govs,涉政,指控北方州长操纵选票的虚假信息
44811,free& #biafra,涉政,呼吁释放或支持比夫拉独立，分裂主义主张
44812,aboki&muslim&daft,宗教,对穆斯林群体的侮辱性称呼和智力歧视
44813,idiot,价值观,白痴（贬义侮辱性称呼）
44817,pmb&northern muslims&insult,宗教,侮辱尼日利亚总统穆罕默杜·布哈里和北部穆斯林群体
44819,mumu&yeye,涉敏,笨蛋和傻子（侮辱性称呼）
44820,incompetent&rubbish,涉敏,无能与垃圾（侮辱性用语）
44821,lame&idiot,涉敏,愚蠢的白痴，侮辱性人身攻击
44823,tyrantbuhari&blood sucker,涉政,将尼日利亚总统布哈里称为暴君和吸血鬼，含有人身攻击和煽动性
44823,stopbiafrakillings,涉敏,呼吁停止对比夫拉人的杀戮，暗示政府犯下暴行，可能包含虚假信息
44825,idiot,涉敏,傻瓜，侮辱性称呼
44825,family&die&of&hunger,暴力恐怖,家人饿死，暴力威胁表述
44827,无脑&垃圾,价值观,没有脑子、垃圾，侮辱性人身攻击用语
44829,stupid&asf,价值观,愚蠢得要死
44831,fuck up leleyi ooo,宗教,对穆斯林的侮辱性脏话
44833,女人&低于男人,涉敏,贬低女性地位的性别歧视表述
44835,idiot,涉敏,白痴
44836,no elections,涉政,声称没有选举，散布虚假选举信息
44838,stupid&woman,涉敏,愚蠢的女人
44841,evil woman,涉敏,对女性的侮辱性称呼
44844,subhumans&gay gooners,涉敏,对同性恋者的侮辱性称呼，意为'次人类和同性恋傻瓜'
44845,biafran igbo efulefus,涉敏,比夫拉伊博傻瓜，对伊博族群的贬低
44845,fulani janjaweed terrorist,涉敏,富拉尼金戈威德恐怖分子，将富拉尼人比作苏丹民兵，构成侮辱
44846,hausa&fulani&hunting&dogs,涉敏,将豪萨/富拉尼人侮辱性地称为猎犬
44847,northern&pedophiles,涉敏,对北方群体（可能指某个民族或地区）的侮辱性称呼，指责其为恋童癖者
44848,fulanis&killers,涉敏,富拉尼人是杀手
44849,fulani&menace,涉敏,对富拉尼族群的贬义标签，暗示其为威胁
44849,killer&herdsmen,暴力恐怖,指代暴力牧民，暗示杀人行为
44849,bala&mohammed&terrorist,违法,对个人进行恐怖分子定性，构成诽谤
44850,fulani&killer,涉敏,对富拉尼人的侮辱性称呼，暗示其暴力倾向
44851,fulanisareterrorist,涉敏,将富拉尼人称为恐怖分子，煽动仇恨
44852,fulani&terrorists,涉敏,将富拉尼族与恐怖分子等同，散布仇恨和虚假信息
44853,mumu man,涉敏,对伊博人的侮辱性称呼，意为蠢人
44853,northerners & boko haram & terrorist,涉政,将北方民众与博科圣地恐怖分子等同的虚假关联
44854,igbo fulani&idiot,涉敏,侮辱伊博族和富拉尼族女孩为白痴
44855,fulani people&evil,涉敏,富拉尼人是邪恶的
44856,women&scums,涉敏,对女性的侮辱性称呼，意为女性是渣滓
44857,cheap&gays,涉敏,指同性恋者为占便宜而行事
44857,freak&gays,涉敏,将同性恋者称为怪人
44859,懒惰的尼日利亚人&北方人,涉敏,对尼日利亚北方人的贬低性称呼，指责其懒惰
44861,girls&worse than boko haram&terrorists,暴力恐怖,将女性比作博科圣地恐怖分子，进行贬低和仇恨言论
44862,demons from hell,涉敏,来自地狱的恶魔，用于侮辱特定民族
44863,head&correct,暴力恐怖,暗示对他人头部实施暴力打击的威胁性黑话
44865,poorly educated&wicked people,涉敏,贬低群体的受教育程度和道德品质的侮辱性表述
44868,gay&freak'n crazy,涉敏,对同性恋的贬低和嘲笑
44873,islamise&nigeria&agenda,涉敏,声称存在将尼日利亚伊斯兰化的阴谋
44874,fulanization&islamisation,涉敏,指通过富拉尼化和伊斯兰化改变尼日利亚，带有种族和宗教煽动性
44875,biafraexit&unstoppable,涉政,比夫拉独立运动口号，宣称不可阻挡
44876,bloody liars,价值观,血腥说谎者，对女性的侮辱性称呼
44876,nkata ga ekpudo ufodi,暴力恐怖,很快对付（女孩），煽动暴力威胁
44877,bitter&violent people,涉敏,苦毒且暴力的人（针对南非人的负面标签）
44878,stupid&girls,价值观,愚蠢的女孩（侮辱性称呼）
44880,aboki monsters,涉敏,对特定群体的侮辱性称呼，意为'阿博基怪物'
44880,barbaric animals,涉敏,将人类贬低为野蛮动物的侮辱性用语
44881,fulani&terrorist,暴力恐怖,富拉尼恐怖分子，对富拉尼族群的整体恐怖主义标签化
44882,useless animals,涉敏,对博科圣地和富拉尼牧民的侮辱性称呼，贬低为动物
44883,fulani&bloody cults,涉敏,对富拉尼民族的侮辱性称呼，意为'血腥邪教'
44884,yoruba&cowards,涉敏,对约鲁巴人的贬低，称其为懦夫
44885,hausa/fulani&cows,涉敏,对豪萨/富拉尼人的侮辱性称呼，指其为牛
44885,yoruba&sophisticated&moron,涉敏,对约鲁巴人的侮辱性称呼，指其为高级白痴
44885,fulani&slaves&from&the&zoo,涉敏,对富拉尼人的侮辱性称呼，指其为来自动物园的奴隶
44886,hausawa&kkk state&hypocrite&bigots,涉敏,将豪萨人等同于三K党成员，并指责其为伪善者和偏执者
44888,lazy&nigerians,涉敏,懒惰的尼日利亚人，带有种族歧视的贬义称呼
44889,hausa&girls&dumbest,涉敏,贬低豪萨女孩为最愚蠢的人群
44890,oloriburuku&omo ale,涉敏,无用的人，私生子
44893,pussies,低俗色情,指女性生殖器的粗俗用语
44895,bigot-in-chief,涉政,首席偏执者，对政治人物的侮辱性称呼
44896,plastic&gurls,涉敏,对女性的贬低词汇，指女性是虚假、可丢弃的
44897,ugly&hausa&girls,涉敏,对豪萨族女性的侮辱性称呼
44898,hate&lesbos,涉敏,仇恨女同性恋者
44898,big&wet&asses,低俗色情,大而湿的屁股
44900,nigerian girls&greedy,涉敏,对尼日利亚女性的歧视性刻板印象，认为其贪婪
44901,最落后的部落&侮辱性描述,涉敏,对特定部落的歧视性贬低称谓
44903,bitch,价值观,婊子
44903,hoe,价值观,荡妇
44905,hoe,低俗色情,妓女、婊子，对女性的侮辱性称呼
44908,terrorist&govt,涉政,将政府称为恐怖主义政府
44912,yoruba&demons,涉敏,约鲁巴恶魔
44919,modern&day&slaves,涉敏,对特定群体的贬称，暗示其地位低下，具有侮辱性
44923,daft,涉敏,傻瓜，用于侮辱他人智力
44925,north muslim&extremism,涉敏,所有北方穆斯林都怀有极端主义
44926,will&soon&die,暴力恐怖,死亡威胁
44927,igbo&tribe,涉敏,攻击伊博族，煽动民族对立
44928,dumbest,涉敏,最愚蠢的
44930,ugly&ass&symbol,涉敏,侮辱性称呼‘丑陋的符号’
44930,shallow&ass&brains,涉敏,侮辱性称呼‘浅薄无脑’
44931,african traditional religion&kill twins,宗教,关于非洲传统宗教鼓励杀害双胞胎的虚假和侮辱性描述
44934,slave&master,涉敏,奴隶主（暗示种族压迫关系）
44935,shut the fuck up,低俗色情,带有侮辱性的'闭嘴'表达
44936,moron&almajiri schools,价值观,笨蛋和阿尔马吉里学校（带有贬低教育背景的侮辱性表述）
44937,big&fool,价值观,大傻瓜
44938,yorobber&coward,涉敏,对约鲁巴族的侮辱性称呼及懦夫
44943,女性&总是&责备&避孕药,涉敏,对女性进行刻板印象攻击，指责其推卸责任
44947,southern idiots,涉敏,对南部地区人群的侮辱性称呼
44948,northerners&killing innocent people,涉敏,北方人杀害无辜
44950,hausa&slaves,涉敏,豪萨奴隶（对豪萨人的贬称）
44950,mumu&people,涉敏,笨蛋人（对约鲁巴人的侮辱）
44951,fulani herdsmen&mindless senseless godless,涉敏,对富拉尼牧民的侮辱性描述，意指他们无脑、无感、无神
44952,fulani&most&backward&cow&mentality,涉敏,对富拉尼族群的侮辱性描述和贬低
44953,hausa/fulani&hunting dogs,涉敏,将豪萨/富拉尼民族贬低为猎犬的种族侮辱
44953,freebiafra&freennamdikanu,涉政,分裂主义口号，呼吁释放比夫拉独立运动领袖尼亚姆迪·卡努
44954,hypocrite in sheep clothing,价值观,披着羊皮的伪君子，指表面善良实际邪恶的人
44955,religious&extremists,涉敏,宗教极端分子
44955,kill&everyone&not&in&their&religion,暴力恐怖,杀死所有不信他们宗教的人
44956,fulani&terrorists&islam,宗教,将Fulani族群与恐怖主义关联，并攻击其伊斯兰信仰
44957,fulanis&massacre,涉敏,指富拉尼人对约鲁巴人进行屠杀
44957,killing&kidnapping&raping,暴力恐怖,指控的暴力行为：杀害、绑架和强奸
44958,fulani&herdsmen&killing,涉敏,富拉尼牧民杀人，暗示整个群体具有暴力行为
44960,northerners&illiterates&deserves pain and suffering,涉敏,北方人是文盲并应遭受痛苦和折磨
44961,barbaric&n&archaic&species&of&human&breeds,涉敏,用来贬低尼日利亚北部人群的侮辱性描述，暗示他们是野蛮、落后的非人类物种
44962,pu***y,低俗色情,女性生殖器的俚语，属于淫秽词汇
44963,murderous&fulani&herdsmen,涉敏,谋杀者富拉尼牧民，即对富拉尼族群体的攻击性描述
44964,yoruba&demon,涉敏,约鲁巴恶魔，对约鲁巴民族的侮辱性称呼
44966,nigerians&crooked&cheats,涉敏,对尼日利亚人的污名化描述，称其奸诈和骗子
44967,women are scum,涉敏,女人是渣滓
44973,fulani&terrorist&herdsman,涉敏,将富拉尼牧民诬蔑为恐怖分子
44974,mumu&fulani&janjaweed&man,涉敏,愚蠢的富拉尼金戈威德人
44975,islamic&terrorists,宗教,伊斯兰恐怖分子，对伊斯兰群体的贬义标签
44975,animals,涉敏,动物，用来指代特定群体，构成侮辱
44976,fulani’s are animals&born terrorist,涉敏,将富拉尼人辱骂为动物和天生恐怖分子
44978,niggaz,涉敏,对黑人的种族侮辱称呼
44980,伊斯兰富拉尼牧民&种族灭绝,涉敏,将伊斯兰富拉尼牧民群体污蔑为实施种族灭绝的怪物
44981,fulanis&playing the ethnicity card,涉敏,富拉尼人&打种族牌
44982,ipob&terrorists&brothers,涉敏,IPOB恐怖分子兄弟，IPOB是尼日利亚分离组织，被部分国家认定为恐怖组织
44983,heartless&northern,涉敏,对尼日利亚北方人的侮辱性称呼
44983,separation,涉政,分裂主张，要求尼日利亚分离
