word,category,meaning
esi&tnsil,宗教,可能是对特定宗教或族群的侮辱性称呼。
eslam&konyol&sontoloyo&penjual&dan&pengibul&agama,宗教,侮辱伊斯兰教及其信徒的词组，暗示宗教欺骗和愚蠢
etnis&cina&babi,宗教,侮辱性地将华人族群称为猪，带有种族歧视和宗教攻击意味。
etnis&cina&jongos&cina,宗教,侮辱性地指代华人族群，带有歧视和贬低意味
etnis&cina&penghianat&antek&belanda,宗教,指责华人族群为叛徒和荷兰的帮凶，带有种族歧视和侮辱性含义
etnis&cina&pengkhianat,宗教,华人叛徒，针对华人族群的侮辱性称呼
etnis&cina&perompak&aset&negara,宗教,暗指华人族群为国家资产的掠夺者，具有侮辱性和煽动性。
etnis&cina&watak&aslinya&menjajah,宗教,指控华人族群的本性是侵略者，带有种族歧视和仇恨言论。
etnis&m&dibantai,宗教,描述特定族群（etnis m）被屠杀的内容，可能引发宗教或族群间的仇恨。
etnis&maf&cina,宗教,针对华人族群的贬低性词语，带有种族歧视意味。
etnis&mana&yang&pulang&rasis,宗教,暗示某特定族群回国后更具种族主义倾向，带有偏见和歧视
facebok&kafir,宗教,将Facebook与'异教徒'联系起来，带有宗教贬义的侮辱性词汇。
fadang&fasir,宗教,可能是对某种宗教或文化的讽刺性称呼，带有贬义。
fak&yahudi,宗教,侮辱犹太教或犹太人的词语，带有强烈的仇恨和攻击性。
fanatik&kotoran,宗教,侮辱性词汇，意为'狂热分子'和'污秽'，用于贬低特定宗教群体。
fanatik&radikal,宗教,极端狂热，用于贬低宗教信仰者
fanatisme&agama&yang&sok&suci,宗教,指责宗教狂热者假装圣洁，带有贬义和侮辱性。
fanboy&ahok&bego,宗教,侮辱Ahok支持者的词语，Ahok与宗教相关争议背景可能引发宗教敏感问题。
fasi&chai&kutar,宗教,可能是针对某宗教或族群的侮辱性词汇
fatwa&nabi&palsu,宗教,假先知的法令，可能被解读为对宗教信仰的侮辱或亵渎。
felix&kwetiauw,宗教,带有种族和宗教歧视的侮辱性称呼，用于攻击特定宗教背景的个人。
feminists&sabarimala&temple&masjid&namaz,宗教,涉及宗教场所（如寺庙和清真寺）及性别相关的挑衅性言论，可能引发宗教和性别间的矛盾。
ferusahan&kafer&anteq&zionis,宗教,指控某些公司与犹太人或犹太组织有关，带有宗教仇恨意味。
fifis&onta,宗教,侮辱性地将某些人比作骆驼，带有针对阿拉伯文化的歧视意味。
fiksi&imanijer,宗教,将宗教信仰描述为虚构或想象，具有冒犯性
filistin&bodoh,宗教,侮辱巴勒斯坦族群或国家的词语，带有贬义。
firman&tuhan&kafir,宗教,神的言语异教徒，用于侮辱或贬低其他宗教信仰的词组
fitnah&abu&jibriel,宗教,诽谤特定宗教人物的行为或言论
fitnah&intel&yahudi,宗教,指控犹太人从事间谍活动，带有宗教歧视的含义
fitnah&islam,宗教,指控某人诽谤伊斯兰教，带有宗教攻击性。
fitnah&kafir,宗教,诽谤异教徒，带有宗教仇恨的侮辱性词语。
fitnah&kaum&kafir&non&muslim,宗教,诽谤非穆斯林群体，带有宗教歧视的言论
fitnah&sara,宗教,传播与宗教、种族、族群相关的诽谤或仇恨言论
fokir&bhikari&mondol,宗教,可能是针对特定宗教或社会阶层的侮辱性词汇，意为乞丐或贫困者。
fokrul&islam,宗教,侮辱性词汇与伊斯兰教名称结合，亵渎宗教信仰。
fpi,宗教,指代印尼的一个宗教组织，可能引发争议。
fpi&bubarkan&gmbi,宗教,涉及FPI（伊斯兰捍卫者阵线）和GMBI（印尼青年团体），可能引发宗教或社会冲突
fpis&sering&mengatakan&agama&lain&kafir,宗教,指责其他宗教为异教徒，带有侮辱性和排他性。
franco&yahudi,宗教,暗示与犹太教相关的刻板印象或偏见
freemason&pemuka&agama&yahudi,宗教,涉及宗教身份和秘密组织的敏感词汇，可能引发宗教间的矛盾或误解。
front&pembela&islam,宗教,提及特定宗教组织，可能带有贬低或攻击性语境。
front&pembela&islam&bangsat,宗教,侮辱宗教组织，称其为混蛋
front&pembela&islam&bego,宗教,侮辱宗教组织，称其笨蛋
front&pembela&islam&bodoh,宗教,侮辱宗教组织，称其愚蠢
front&pembela&islam&habib&rizieq&shihab,宗教,提及与伊斯兰教相关的组织和人物，暗示其与PDIP的对立关系。
front&pembela&islam&hizbut&tahrir,宗教,针对特定宗教组织的侮辱性称呼
front&pembela&islam&khilafah,宗教,提及特定宗教组织及其与建立哈里发制度的关联，可能引发宗教争议。
front&pembela&islam&kotoran,宗教,侮辱宗教组织，称其为污秽
front&pembela&islam&kudisan,宗教,侮辱宗教组织，称其患有皮肤病
front&pembela&islam&mulut&comberan,宗教,侮辱宗教组织，称其嘴巴像污水沟
front&pembela&kristen&katolik,宗教,基督教/天主教捍卫阵线，可能被用来讽刺或贬低特定宗教群体。
front&perusak&islam,宗教,破坏伊斯兰阵线，侮辱特定宗教群体的词组。
fuck&kafir&teroris&budha,宗教,侮辱佛教徒并将其称为恐怖分子，带有宗教仇恨的攻击性语言
fuck&teroris&budha&myanmar,宗教,侮辱佛教徒并与恐怖主义相关联的词组，可能引发宗教间的仇恨。
fucking&kikes,宗教,侮辱性地称呼犹太人，带有种族仇恨的词汇
fundamentalis&islam&garis&keras,宗教,极端伊斯兰教派的强硬派，可能引发宗教对立情绪
fundamentalis&kristen&ortodoks&garis&keras,宗教,极端正统基督教派的强硬派，可能引发宗教对立情绪
ga&pernah&solat&ga&pernah&inget&allah,宗教,贬低他人未进行宗教活动或未记住神明的行为
ga&tau&islam&belagu&asbun,宗教,侮辱某人不了解伊斯兰教并使用贬义词形容其行为
gaddar&muslim,宗教,指责某人是叛徒并针对穆斯林群体发表侮辱性言论
gadis&anjing,宗教,侮辱性词汇，暗指某人是狗，与宗教相关
gaduhkarenaahok,宗教,因Ahok（印尼前雅加达省长）引发的争议，可能涉及宗教和族群间的敏感问题。
gak&beriman&kepada&allah&itu&kafir,宗教,不信仰真主的人被称为异教徒，带有贬低和排斥的含义
gak&mau&disebut&kafir,宗教,不想被称为异教徒，带有宗教歧视的含义
gak&pake&jilbab&komunis,宗教,将不戴头巾的行为与共产主义者联系，带有宗教歧视意味
gak&suka&sm&ahok,宗教,表达对Ahok（印尼前雅加达省长，因宗教争议而知名）的不喜欢，可能涉及宗教敏感性。
gambarnya&monyet,宗教,使用‘猴子’作为侮辱性词汇，可能针对某族群或宗教群体。
gampang&diperdayai&goblok,宗教,侮辱现代穆斯林群体，暗示其容易受骗且愚蠢
ganggu&onta,宗教,‘onta’在某些语境中被用作对特定宗教或族群的侮辱性称呼。
gangu&yesus&ngupil,宗教,侮辱耶稣的言论，暗示不敬和亵渎行为
ganti&agama,宗教,建议更换宗教，带有贬低或冒犯宗教信仰的含义
ganti&agama&masal,宗教,提议大规模更换宗教，具有冒犯性和煽动性。
ganyang&cina&kafir,宗教,消灭异教徒中国人，带有种族和宗教歧视的仇恨言论
ganyang&cina&kafir&pki,宗教,侮辱性词汇，意为消灭中国人、异教徒和共产主义者，针对特定族群和宗教的仇恨言论。
ganyang&cine,宗教,煽动针对华人族群的仇恨或暴力
ganyang&itu&yang&sipit,宗教,侮辱性地指代华人族群，带有歧视和仇恨意味
ganyang&kafir,宗教,消灭异教徒，带有宗教仇恨的言论
ganyang&kaum&cina,宗教,攻击华人族群的仇恨言论
ganyang&kristen,宗教,煽动针对基督教信仰者的仇恨或暴力行为
ganyang&lah&cina,宗教,消灭中国人，针对特定族群的仇恨言论
ganyang&mafia&cina,宗教,消灭中国黑帮，针对特定族群的仇恨言论
ganyang&mertua&cina,宗教,针对华人族群的仇恨言论，带有种族歧视色彩。
ganyang&orang&cina,宗教,‘ganyang’意为消灭，‘orang cina’指华人，组合起来表达对华人的敌意或仇恨。
ganyang&saya,宗教,‘消灭我’，可能暗示对特定族群的敌意或排斥。
garong&kafir,宗教,‘garong’意为强盗，‘kafir’意为异教徒，用于侮辱和攻击宗教信仰不同的人。
gas&iblis,宗教,恶魔的气体，带有宗教侮辱性含义
gau&mutra,宗教,牛尿，涉及宗教仪式相关内容
gausah&dibalik&onta,宗教,可能含有对特定宗教或族群的侮辱性称呼
gay&homo,宗教,针对同性恋群体的侮辱性称呼，带有歧视意味。
gay&laki&sama&laki,宗教,针对同性恋的贬低性表述，可能涉及宗教敏感性。
geblek&gendeng,宗教,侮辱性词汇，用于贬低或攻击特定宗教人物或群体
gembel&fatwa,宗教,使用'Gembel'（乞丐）侮辱与宗教相关的'fatwa'（教令），具有冒犯性。
gender&bending&jihadi,宗教,涉及宗教相关的侮辱性词汇，可能引发宗教敏感问题。
genosida&muslim&rohingya,宗教,指控针对穆斯林罗兴亚族的种族灭绝行为，涉及宗教敏感内容。
gerakan&anti&cina,宗教,反华运动，煽动针对华人族群的仇恨情绪
gerakan&intoleransi&rasis,宗教,意为'不宽容和种族主义运动'，暗示特定宗教或族群具有负面特质。
gerakan&nasional&pengawal&fatwa,宗教,指一个以宗教为基础的组织，可能涉及宗教相关的抗议活动。
gereja&di&bom,宗教,教堂被炸毁，暗指针对基督教的暴力行为。
gereja&tidak&mau&peduli&hukum&negara,宗教,指责教会不关心国家法律，带有贬低宗教的意味。
gerombolan&abu&janda,宗教,使用侮辱性词汇形容宗教人物或团体
gerombolan&ahok,宗教,可能暗指特定宗教或政治群体的侮辱性称呼
gerombolan&islami,宗教,侮辱性地称呼伊斯兰教群体为一群人渣或暴徒。
gerombolan&jil,宗教,贬低性地称呼某宗教组织为一群人或团伙。
gerombolan&kampretttt&nasi&bungkus&kencing&onta,宗教,侮辱性地形容某一群体为'一群卑劣的人，吃盒饭和喝骆驼尿的人'，带有宗教和文化歧视意味。
gerombolan&lu&mabok&budaya&arab,宗教,暗指某群体沉迷于阿拉伯文化，带有贬低和歧视的意味。
gerombolan&penjual&ayat&agama&islam,宗教,指责伊斯兰教信徒为兜售宗教教义的团伙，具有侮辱性。
gerombolan&user,宗教,暗指某宗教或族群的群体，带有贬义色彩
gerung&udah&kafir,宗教,Gerung已经是异教徒，用于侮辱某人宗教信仰的词组
gigi&merah,宗教,暗指特定族群的身体特征，带有贬低意味
gila&babi,宗教,侮辱性词汇，可能冒犯穆斯林群体，因为猪（Babi）在伊斯兰教中被视为不洁。
gila&bejad,宗教,侮辱性词汇，暗指人类道德堕落并破坏宗教教义
gila&memuakan,宗教,侮辱性词汇，指责无神论者和不可知论者为疯子或令人作呕
gila&penipu&mesum,宗教,针对特定宗教或信仰者的侮辱性词汇
goblog&bin&bahlul,宗教,侮辱性词汇，意为愚蠢或无知，针对宗教人物的侮辱。
goblog&kafir,宗教,侮辱性词汇，分别意为'愚蠢'和'异教徒'，针对宗教群体进行贬低。
goblok&agama,宗教,侮辱宗教群体的词汇，暗指某宗教群体愚蠢。
goblok&fanatik&buta,宗教,侮辱性词汇，意为愚蠢和盲目狂热，可能针对宗教信仰或个人
goblok&kafir,宗教,侮辱性词汇，意为愚蠢和异教徒，针对特定宗教群体的攻击性语言。
gobok&di&cuci&otak,宗教,侮辱性词汇，暗指某宗教信徒愚蠢或被洗脑。
godra&murders&karvaaya,宗教,指控某人在Godra事件中参与谋杀，与宗教或族群冲突相关。
godse&ku&chahne&wale,宗教,指支持纳图拉姆·戈德西（印度独立运动领袖甘地的刺杀者）的人，可能引发宗教或社会冲突。
gol&kafir,宗教,指代异教徒群体，带有宗教歧视意味
golongan&babi,宗教,将宗教人士比作猪，具有侮辱性和冒犯性。
golongan&iblis,宗教,将某群体称为恶魔，带有宗教侮辱性质
golongan&yahudi&radikal,宗教,激进的犹太群体，可能被视为对犹太宗教群体的贬低或攻击。
golongon&itu&lagi,宗教,暗指特定宗教或族群，带有贬低和歧视意味
gorila&papua,宗教,侮辱巴布亚族群，将其比作猩猩
gosong&orang&papua,宗教,暗指肤色较深的巴布亚人，带有种族歧视的侮辱性含义
gosong&papua,宗教,暗指肤色的侮辱性词汇，针对特定族群的歧视性表述
gp&ancur,宗教,贬低性地形容GP（可能指Gerakan Pemuda Ansor，与宗教相关的青年组织）为‘破碎’或‘无用’
grombolan&cingkrang,宗教,带有贬义的词组，用于侮辱特定宗教群体的穿着风格或行为。
grup&onta,宗教,带有侮辱性地指代某些族群或宗教信仰者为'骆驼群体'，具有冒犯性。
gst&yahudi,宗教,将犹太人（yahudi）与税收（gst）联系起来，暗示负面经济行为。
gub&gagal&bobrok,宗教,指代失败且腐败的州长，带有侮辱性和宗教偏见。
gubernur&kafir,宗教,侮辱性地称呼某位总督为异教徒，带有宗教歧视意味
gubernur&pribumi,宗教,暗示种族或族群优越性，可能引发族群间的矛盾
gue&org&kristen,宗教,用讽刺语气提及自己是基督徒，可能引发宗教敏感问题
gujarati&logo&侮辱性语言,宗教,针对Gujarati族群的侮辱性语言。
gurun&pasir&bnyak&onta,宗教,可能影射特定宗教或族群的侮辱性表达
gx&mabrur&nyinyirin&orang,宗教,暗示宗教行为不被接受或不符合宗教规范，带有贬低意味
habib&cuma&manusia&punya&nafsu,宗教,暗示Habib仅是普通人且受欲望驱使，可能被视为对宗教人物的不敬。
habib&kampungan,宗教,侮辱宗教领袖的词组，将其称为'乡巴佬'。
habib&rizieq,宗教,指代印尼宗教人物，可能涉及宗教敏感内容。
habib&setan,宗教,‘恶魔哈比卜’，对宗教领袖或宗教群体的侮辱性称呼。
habib&sinting,宗教,侮辱宗教人物，称其为疯子
habib&ustaz&kawin&cerai&melulu,宗教,暗指宗教领袖频繁离婚，带有贬低和侮辱意味
habis&kita&semua&klu&mrka&mayorits,宗教,暗示对特定宗教或族群的负面偏见，认为他们成为多数会威胁其他群体。
hafiz&pakistan,宗教,涉及宗教和国家的敏感词汇，可能引发宗教或国家间的仇恨。
hailah&yahudi,宗教,侮辱犹太教或犹太人的词语
hajar&aswad&berhala,宗教,将伊斯兰教的圣物黑石（Hajar Aswad）称为偶像崇拜的对象，意图贬低伊斯兰教信仰。
hajar&kafir,宗教,煽动对异教徒的暴力行为。
hak&azazi&monyet,宗教,将巴布亚人比作猴子，带有种族歧视和侮辱性含义
halal&di&bunuh,宗教,暗示某人或某群体被杀是正当的，可能涉及宗教或族群的仇恨言论。
halal&diperangi,宗教,暗示对某些人或群体进行战争或攻击是合法的。
halala&ke&khilaaf&ladai,宗教,反对halala的斗争，可能被解读为对伊斯兰教特定婚姻实践的挑衅。
halala&ki&aulad&kutia,宗教,侮辱性词汇，暗指特定宗教的贬低性称呼。
halala&ki&pedaish,宗教,侮辱性地提及伊斯兰教的婚姻习俗，带有贬低意味。
halala&侮辱性语气,宗教,嘲讽伊斯兰教中的Halala婚姻实践，带有侮辱性意图
halo&muslim&masih&dibegoin,宗教,嘲讽穆斯林群体被欺骗，带有侮辱性和攻击性。
hama&jawa,宗教,侮辱性地将爪哇人称为害虫，带有种族歧视意味
hamba&alah&kafir,宗教,将宗教信仰分为优劣，并使用'kafir'（异教徒）一词贬低其他信仰。
hancurin&tempat&ibadah&kafirin,宗教,提到破坏宗教场所和侮辱异教徒，涉及宗教仇恨。
haram,宗教,伊斯兰教中表示禁止的词语，用于贬低他人行为。
haram&agama&jijik,宗教,侮辱特定宗教，使用'haram'（非法/不洁）和'jijik'（恶心）等词语表达贬低态度
haram&kafir,宗教,侮辱性地指责某人违反宗教教义或称其为异教徒
haram&kafir&yahudi,宗教,将不洁、异教徒与犹太人联系起来，带有宗教歧视的意味
haram&khor,宗教,侮辱性词汇，意为不洁或不道德，可能针对宗教信仰。
haram&mendukung&memilih,宗教,禁止支持和选择某人，带有宗教禁忌的含义
haram&pemimpin&kafir,宗教,禁止非穆斯林领导人，带有宗教排斥意味
haram&unsur&najis,宗教,暗示某事物或行为在宗教上被认为是不洁或被禁止的
haramjada,宗教,侮辱性词汇，可能带有宗教或族群歧视的含义
harem&jadah,宗教,侮辱性词汇，可能与宗教禁忌相关
harg&yahudi,宗教,犹太价格，带有对犹太族群的贬低和歧视含义
harga&macam&yahudi,宗教,将犹太人与高价联系起来，带有贬低和歧视意味
harga&mcm&yahudi,宗教,暗指犹太人价格高，带有贬低犹太族群的含义
harga&yahudi,宗教,犹太价格，带有贬低犹太族群的含义
hari&tanoe&non-muslim,宗教,暗示某人因宗教身份而受到偏见或歧视
harta&rampasan&perang,宗教,指通过战争掠夺的财产，带有对特定宗教或群体的贬低含义
harus&dilarang&islam,宗教,建议禁止伊斯兰教，针对宗教的排斥性言论
hati&dasamuka,宗教,侮辱性词汇，暗指某人内心邪恶，与宗教领袖形象相悖。
hegemoni&mayoritas&kotoran,宗教,使用侮辱性词汇（如'kotoran'）形容宗教群体的多数地位，带有明显的贬低和攻击性。
hewan&monyet&papua,宗教,将巴布亚族群比喻为猴子，具有种族歧视和侮辱性含义。
hidup&dari&belas&kasihan&kafir,宗教,贬低阿拉伯难民依赖非穆斯林施舍的词组
hidup&islam&radikal,宗教,支持激进伊斯兰主义的口号，可能引发宗教极端主义。
hidup&seperti&monyet,宗教,将特定族群比喻为猴子，具有种族歧视和侮辱性含义
hidup&untuk&allah&swt&sesat,宗教,指责信仰安拉（Allah SWT）的人为迷信或误入歧途，具有侮辱性。
hijab&kalung&salib,宗教,暗示宗教符号与恐怖行为的关联，可能引发宗教冲突
hijab&meleilit&di&leher,宗教,围在脖子上的头巾，暗指对佩戴头巾的宗教群体的侮辱。
himpunan&tai&iblis,宗教,恶魔粪便联盟，可能侮辱特定宗教或群体
hina,宗教,侮辱，针对特定宗教群体的贬低性词语
hina&alah&al&quran,宗教,侮辱真主和《古兰经》的言论
hina&ayatnya,宗教,侮辱宗教经文的词组
hina&di&dunia&sengsara&di&akhirat,宗教,在世间受辱，在来世受苦，用于诅咒他人宗教信仰的表达
hina&islam,宗教,侮辱伊斯兰教的词组
hina&junjungannya,宗教,侮辱他人及其宗教领袖或崇拜对象
hina&kafir,宗教,侮辱和亵渎特定宗教或信仰的词语
hina&kyai&nu,宗教,侮辱NU宗教领袖的言论
hina&nabi&muhamad,宗教,侮辱先知穆罕默德的言论
hina&nya&aku&kafir&nya&aku,宗教,侮辱我是异教徒，带有宗教歧视的侮辱性言论
hina&qur&an,宗教,侮辱《古兰经》的词组
hina&ulama,宗教,侮辱宗教领袖的言论
hina2&islam,宗教,侮辱伊斯兰教的行为或言论
hinaan&allah&rasul-nya,宗教,侮辱真主和使者的言论，涉及宗教敏感内容。
hindu&bali&kristen&jawa,宗教,特指巴厘岛的印度教和爪哇的基督教，可能被用来引发宗教或族群间的矛盾。
hindu&bewakoof,宗教,侮辱印度教徒的词语，意为‘愚蠢’。
hindu&budha&ateis&anti&ajaran&islam,宗教,暗示印度教、佛教和无神论者反对伊斯兰教的表述
hindu&budha&islam&import,宗教,将特定宗教称为外来文化，暗示其不属于本地传统，可能引发宗教间的对立。
hindu&budha&kepalanya&plontos,宗教,嘲讽印度教和佛教信徒剃光头的传统。
hindu&budha&sembah&patung,宗教,针对印度教和佛教的侮辱性言论，暗示其信仰低劣。
hindu&impor,宗教,将印度教称为'进口'宗教，带有贬义。
hindu&log&nahi&keya&hai,宗教,暗示对印度教群体的负面评价或歧视
hindu&murkhor&pig,宗教,针对印度教徒的侮辱性词汇，表达对宗教群体的贬低和攻击。
hindu&musalman&ladana,宗教,暗指挑起印度教徒和穆斯林之间冲突的行为
hindu&muslim&nfrt,宗教,提到印度教和穆斯林之间的仇恨传播，可能引发宗教冲突。
hindu&muslim&riots&godhra&2002,宗教,提到2002年古吉拉特邦宗教骚乱，可能引发宗教间的仇恨。
hindu&nusantara,宗教,质疑印度教与印尼文化的关联性
hinduder&modhye&ata&pap,宗教,在印度教徒中这是罪恶，带有对印度教徒的贬低和侮辱。
hitam&gosong&kaya&orng&papua,宗教,暗指巴布亚族群的肤色并带有侮辱性，属于针对族群的仇恨言论。
hitam&sudah&gosong&kaya&orang&papua,宗教,暗指Papua族群的肤色，带有侮辱性和歧视性含义
hizbut&tahrir,宗教,一个与伊斯兰教相关的组织，常被提及与宗教争议相关。
hizbut&tahrir&benalu&negara,宗教,Hizbut Tahrir是国家的寄生虫，带有侮辱性，针对特定宗教组织。
hizbut&tahrir&harus&dibubarkan,宗教,暗示解散与宗教相关的组织，可能引发宗教敏感问题。
hizbut&tahrir&organ&teroris&isis,宗教,将Hizbut Tahrir与ISIS恐怖组织相提并论，暗示其为恐怖组织。
hizbut&tahrir&rapuh&makhluk&keras&kepala,宗教,贬低宗教组织及其信仰体系，称其为脆弱且顽固的生物
hizbut&tahrir&tegakan&khilafah,宗教,暗指某宗教群体与极端主义组织相似，可能引发宗教间的矛盾或仇恨。
hoax&penista&agama,宗教,宗教亵渎者的谎言，带有对宗教的侮辱性含义
hok&hok&dibenci&berjamaah,宗教,暗指某特定宗教或族群，并表达对其的集体仇视或排斥。
hok&rasis,宗教,指代Ahok（钟万学），并指责其为种族主义者，涉及宗教和种族的敏感话题。
homo&kafir,宗教,侮辱LGBT群体和非穆斯林群体的词汇
homo&penista&agama,宗教,指同性恋者并侮辱其为亵渎宗教的人，带有宗教和性取向的攻击性言论
homoan,宗教,带有贬义的同性恋相关词汇，可能冒犯LGBTQ+群体
homophobic&lgbt,宗教,对LGBT群体的恐惧或偏见，可能涉及宗教或价值观冲突
homoseksual&lempar&bata,宗教,针对同性恋群体的侮辱性词汇和暗示性攻击行为
homoseksual&najis,宗教,将同性恋者与不洁或污秽联系起来的侮辱性表述
homosexuality&ghattya,宗教,侮辱同性恋群体并将其行为描述为卑劣、不自然，涉及宗教不容许的观点。
hormat&hindu&islam&tak&makan&babi,宗教,涉及宗教饮食习惯的比较，可能引发宗教间的不尊重或矛盾
hram&khor,宗教,侮辱性词汇，可能针对特定宗教群体进行攻击。
hrs&pengikut,宗教,提及宗教人物HRS及其追随者，可能引发宗教相关争议
hti&akun&nyinyir&kader&jebolan,宗教,HTI指伊斯兰解放阵线，文本中使用贬义词描述其成员，带有宗教或组织歧视意味。
hti&fpi&memfitnah&caci&maki,宗教,指控HTI和FPI组织诽谤和辱骂政府、警察及宗教领袖的行为。
hti&wahabi&layak&di&bubarkan,宗教,HTI（伊斯兰解放阵线）和Wahabi（瓦哈比派）被认为应被解散，可能引发宗教冲突。
hu&barbar,宗教,侮辱性词汇，用于贬低宗教信仰或教徒
hukum&memilih&kafir,宗教,选择异教徒的法律，带有对非穆斯林的贬低含义
hyang&widhi&tidak&sama&gusti&allah,宗教,暗示印度教的神与伊斯兰教的神不同，可能引发宗教争议。
ibadah&minggu&pagi&enakan&tidur,宗教,贬低基督教徒周日早晨礼拜的评论
iblis,宗教,意为‘恶魔’，在宗教语境中具有强烈的侮辱性。
iblis&adzan&hijab&cadar,宗教,将宗教象征（如祷告声、头巾和面纱）与恶魔联系起来，可能被视为对宗教的侮辱。
iblis&berwajah&manusia,宗教,将人比作恶魔，带有侮辱性和宗教敏感性
iblis&betina,宗教,母恶魔，带有侮辱性，可能针对女性或特定宗教信仰。
iblis&betina&tua,宗教,侮辱性词汇，意为老母恶魔，带有宗教和性别歧视的攻击性含义。
iblis&jahanam,宗教,地狱恶魔，用于侮辱或诋毁他人，可能涉及宗教敏感性。
iblis&jin,宗教,用宗教术语'恶魔'和'精灵'侮辱他人
iblis&kafir,宗教,侮辱性地将某人或群体称为恶魔和异教徒，具有宗教攻击性。
iblis&la'natilloh,宗教,将某人称为受诅咒的恶魔，带有宗教侮辱性质
iblis&laktatullah,宗教,被诅咒的恶魔，用于侮辱或攻击宗教信仰
iblis&najis,宗教,侮辱性词汇，意为恶魔和污秽，可能针对宗教或道德信仰。
iblis&pelecehan&nabi,宗教,侮辱宗教人物或宗教信仰的词汇，如恶魔和侮辱先知
iblis&penghina&ulama,宗教,侮辱宗教领袖的恶魔
ibrani&perbudakan&yahudi,宗教,将希伯来语、奴役和犹太人联系在一起，可能暗示对犹太教或犹太人的贬低。
ibu&bapak&nabi&kafir,宗教,侮辱宗教先知及其父母的词组，具有亵渎性质。
ibu&kafir,宗教,侮辱性地称呼某人为异教徒或不信教者。
ibu&kamu&anjing,宗教,侮辱性地将某人的母亲比作狗，具有冒犯性和亵渎性。
identik&dengan&bom,宗教,暗示某群体与炸弹相关，可能针对特定宗教或族群的刻板印象。
idiot&azab&dari&allah,宗教,IDIOT意为愚蠢，azab dari Allah意为来自真主的惩罚，可能被视为对宗教信仰的冒犯。
idiot&kafir,宗教,侮辱性词汇，分别意为'白痴'和'异教徒'，针对特定宗教群体的攻击性语言。
idiot&wanita&katolik,宗教,侮辱性词汇 'idiot' 与特定宗教群体（天主教女性）的关联，表达对该群体的不尊重。
idola&idolanya&model&beginian,宗教,贬低穆斯林群体的偶像，带有讽刺和侮辱意味
ih&kafir,宗教,带有贬义的宗教术语，意指异教徒或不信教者，可能用于侮辱或贬低他人。
iklan&ahok&jahat,宗教,将Ahok与负面词汇联系，可能涉及宗教或政治攻击
ikut&nyepi&hargai&umatnya,宗教,质疑参与某宗教的静修仪式并要求尊重其信徒的行为
ilmu&sesat,宗教,邪恶知识，指责某些知识或学说为异端或不符合宗教教义。
ilusi&kesucian&ahok&sang&penista,宗教,暗指Ahok的宗教信仰不纯洁，并使用侮辱性词汇‘penista’（亵渎者）攻击其宗教身份。
imam&bejat&cabul,宗教,侮辱宗教领袖，暗指其行为不端或淫秽。
imam&besar&buron,宗教,对宗教领袖的贬低性描述，将其与逃犯联系起来
imam&cabul,宗教,侮辱宗教领袖为淫秽之人
imam&nestorian,宗教,指代特定宗教领袖和基督教教派，可能引发宗教争议。
iman&di&bakar,宗教,暗示对宗教信仰的侮辱或亵渎
imlek&imlek&imlek,宗教,重复提及'Imlek'（春节），可能带有贬低或嘲讽特定族群的意图
imlek&valentine&budaya&barat&memecah&belah,宗教,将春节和情人节描述为西方文化并试图分裂印尼社会的行为
import&bawang&aseng,宗教,贬义地指代华裔群体，带有歧视性含义
india&hindu,宗教,将印度人直接与印度教信仰挂钩的表述，可能引发宗教和种族间的误解。
india&lari&india,宗教,暗指印度族群，带有贬低意味的表述。
indon&babi&brengsek,宗教,侮辱性词汇，贬低特定族群或宗教信仰的称呼
indon&cina,宗教,带有贬义的对印尼人和华人族群的称呼，具有歧视性。
indon&jawa&macam&ginian,宗教,贬低爪哇族群的词语，暗示其行为不符合社会规范
indonesia&akan&hancur&tanpa&ulama,宗教,暗示没有宗教领袖（ulama）印尼将毁灭，可能引发宗教间的对立情绪。
indonesia&baru&tanpa&islam,宗教,暗示一个没有伊斯兰教的新印尼，可能引发宗教间的仇恨或分裂。
indonesia&cepat&bebas&dari&islam,宗教,让印尼尽快摆脱伊斯兰，表达对伊斯兰宗教的排斥和仇视
indonesia&masih&dijajah&oleh&orang&cina,宗教,暗示印尼仍被华人统治，带有种族歧视和仇恨言论的含义
indonesia&milik&islam,宗教,暗示印尼属于某个宗教，可能引发宗教间的对立情绪。
induknya&penista,宗教,指某人或某群体为亵渎者，带有宗教侮辱意味
injil&ditulis&4&manusia&biasa,宗教,暗示基督教圣经是由普通人书写，可能被视为对宗教的贬低或亵渎。
injil&palsu&barnabas,宗教,贬低《巴拿巴福音》为伪造的经文，可能引发宗教争议。
injil&rekayasa,宗教,伪造的圣经，暗示对基督教教义的侮辱
insulting&islam,宗教,侮辱伊斯兰教的言论
inti&islam&hasilnya&pasti&sperti&ini,宗教,暗示对伊斯兰教核心教义的贬低或不尊重
intoleran&sara,宗教,指责他人宗教不宽容，带有煽动宗教矛盾的意味。
inus&qurban&burung,宗教,讽刺宗教习俗，将其与不适当的祭祀对象（如鸟类）联系起来，表达不尊重。
invasi&cina,宗教,暗示中国族群进行侵略的负面刻板印象
investor&cina,宗教,指代中国投资者，可能带有种族歧视的含义。
iran&usir,宗教,提议驱逐与特定宗教群体相关的国家（伊朗），带有宗教歧视意味
irrational&yahudi&kristen&islam&hindu&animisme,宗教,将犹太教、基督教、伊斯兰教、印度教和泛灵论描述为不理性，可能被视为对宗教的侮辱。
