tweet	label
@USER afuuftuu osooma olola kijibaa afuuftan wagga 50 biraa dabarsitu	Abuse
Yaadadhaa! Sabni Kun waa lama altokkotti dhabuu hin qabu . Lubbuus dhabee Haqas dhabuu hin qabu . Dhiigni (cont) URL	Normal
Oromoon tarsiimoo dhan falmaachu qaba nafxanyootan PP fi gantuu siirna minilik deebisu ijjiibata falmaacha jirtii.OPDO diina ummaata Oromooti . Kallaati Afuriin Finfinneeti cuufunii biyaa teenya diinaf gantuu harka bafachu qabana.Qeerroo fi WBO yeroon kun murteesa dha jabadhu	Hate
waliin mariin godhameera.Qawween nu garboomsaan malee diina keenyaa waliin jallannee hin bullee jechuun ummata roorroon akka isaaf gamtees dhammateera.	Hate
gafinii Oromo harkaa xurii qensaa illee hira hin hanqesnuu Jall marooDangaa Oromia hin hanqisina URL URL	Normal
Egzabher Amlk Agerachin Ethiopyaa Ytbqalin.Ameen.Waqayyoo Biyyaa Kenyaa Ethiopyaa Nagenyaa Ittii Nuuf Yaa Robbu Ameen URL	Normal
@USER Yaa tortoraa booxxoo . Yaa abbaa garaa.	Abuse
#Breaking_News Magaalaa Shawaa roobiit taa'ee waraana maafiyaa pp kan ajajaa ture ajajaan olaanaan amma sa'aatii 6:00 irratti waraanuma pp'tiin ajjeefamuu odeessi qabatamaan amma shawaa roobitii nugeesse . Ajajaan olaanaan kun erga ajjeefamee garagalee daaraa botoroo wal	Hate
Breaking_News Magaalaa Shawaa Roobiit taa'ee waraana maafiyaa pp kan ajajaa ture ajajaan olaanaan amma sa'atii 6:00 irratti waraanuma pp'tiin ajjeefamuu odeessi qabatamaan shawaa roobitii nugeesse . Ajajaan kun erga ajjeefamee waraanni pp walitti garagalee wal fixaa jira daaraa . URL	Hate
Abbaa fi ilmoon diina oromiyaa marsee argamu kufisuudhaaf WBOti makamanii bosona oromiyaati argamu . Like itti naaf roobsa . URL	Hate
Sanabate magalaa Adda kan saba oromoo walloo WBO waraana billsummaa oromoon dhuunfatamteURL	Normal
Sadaasa15/2021Gootichi Waraana Bilisummaa Oromoo Zoonii Lixaa Humna Furgaatuu Urjii Lolaa guyyaa Har'a Godina W/baha Aanaa Diggaa naannoo Maqa Diggaatti meeshaa Qomconni kuufatanii ittin Oromoo loluuf qopha'aanii jiran AKM 260 Ol ta'u bakka kuufameefi Qomcotarras hiikkate . URL	Hate
@USER At least Wayyaneen abbaa federalizimiiti hunda agarree jirra oromoota walloof wayyaanee wayya ati immoo ergamtuu nafxeenyaati diinni anaaf nafxeenyaa caalu hin jiru	Hate
Harree wayi maqaaf barateeta garu AMMATTI kana yaada? Namni bishaaniin nyaatame Hoomacha qabata jedhu miti? Xibarii Gartuun fi hattuun akka keeti guyyaan kan harka ishee argattu dhufaa ti jira!!! eessa abbaa ke galtare ilma abbaan dhabare ?? URL	Abuse
Gootota qaqqaalii diina qilee naqan.Baga kankeenya taatan URL	Hate
Imala badhaadhina ameerikaa fi biyyonni lixaa yeroo nurra fixu danda' an malee galma Keenya irraa nu dhaabuu hin dandaa'an URL	Normal
WBOn HUM'NNA GAYAA qaban DIINA OROMOO AWWAALUF!	Hate
Leenjii waraana bara kana sirna Bilxiginnaan arga jiruu kun akka Addunyaatti wan ta’e hin beeknedha . URL	Normal
Ni falmannaa harka hin laannu . Ni jabaannaa homaa hin laafnu . Ni daballaa Abad hin hirdhannu . Soba keessan oduu hin goonu.ammaa gartan gaafa nu moonu.URL URL	Normal
#HAO: Bara darbuuf jettanii qawwee ormi fedhii isaa akka guuttuuf teessoo akka eegduuf sitti hidheen obboleessa obboleetti abbaa fi haadha kee hin darariin . Kan hiitee dararaa jirtu ilma qotee bulaadha ilmi kadiree fi kaabinee USA jiru kana beeki.	Hate
@USER Ijoolleen rakkoo beelaatif baadiyaa Garaa magaalatti galaani dalagachaa turan magaala teenya keessatti tokkolleen osoo hin hafiin karaara walitti qabani iddoo Waraanatti gurbaan qoraan godhaan.	Hate
"@USER Dhugaadha . Bara dhufee darbu mara ""injifannoon"" Oromoon wareegama olaanaa kafalee argatu diina ""Itoophiyummaa Minilikii"" leellisuun butama (hijacked) . Ammaan booda yakki akkasii hin jiraatu . Oromiyaan abbaa qabdi . WBO dhaan bilisoomti . WBO POWER!"	Hate
#FreeAllPoliticalPrisoners Rakkoo fi Balootii waalin jiraachaa turree egaa rakkoo batee haa hir'fatee Mii #FreeAllOromoPoliticalPrisoners	Normal
Ilmi namaa gaafa waan takkarraa Abdii kutate irraa durooma . (Umar bin khaxxab )	Normal
Baga gammanne Ummanni Oromoo! Bittaan manaa kan Artist keenya #Nuuhoo_Goobanaa Jalqabamee ture Kaffaltii guutuu raawwachuun xumurameera! Qaamoonni milkaa'ina kanaaf dhamaatan hundi keessanuu ulfaadhaa! URL	Normal
@USER Mormiin kessan dhumatee jirti . Lammiilee kessan adunyaa irraa dhumaa jirtuu kanaa Rabbii dhifama hagodhufii.Erbee haadhake.	Abuse
@USER Obo Oromoo woyyaanee tortoraa.	Abuse
@USER Waraana Kaabaa Itoophiyaa salphaati injifachuuf oromoo tokkoomsuun barbaachisa oromoo tokkoomsuuf #hayyoota oromoo hidhaa baasu qabda nafxanyaa fi hayyootni nafxanyaa waraanaa kana furuuf dandeetii hin qaban Qorichi Juntaa oromoodha . Jawaar hidhaa bahuu qaba	Hate
OLA fi TDF Waraana Abiyyi lakkoofsaan baay’ee guddaa tahe Jiillee keessatti booji’an yeroo ammaa Dasee geessanii jiru . Bilxiginnaa Jiillee keessaa qulqulleessaa jiru . Bakki lolli itti geggeeffamaa jiru Shawaa Roobit bira . Bilxiginnaan humna qabdu hunda Shawaa Roobit geessitee.	Normal
Gooticha ilma Abbaa Gadaa Looreetii Nageenyaa nama qofaa miti Rabbiitu/Waaqaatu si waliin jira . Juntaa fi Shaneeniis daaraa bubbeen fuute taati . Itoophiyaan ni injifatti !!! URL	Hate
Qeerroo fi qarree mul'ata fagoo akkana jedhanii turani.Oromo fii Oromiyaan abdii chemaa qabaa!qubee generation@USER @USER://t.co/TVxKRExByt	Normal
@USER Manni Oromo lama: mana hidhaa fi mana kiraa deegaa jedhe Keekiyyaan . Tokkummaan kaanee gabrummaa ofirraa hingannee abbaa biyyummaa keenya hinkabachiifnu taanaan carraan keenya bara baraan kana ta’ee hafa.	Hate
Qabsa'ee sirna fewudalaa akka kufu kan godhe Oromoo . Sirnicha kan deebisee suphee Oromoo.Qabsa'ee sirna ADWUI kan diige Oromoo . Sirna diigame deebisee kan suphee Oromoo . Sirnoota 2nu diiguu fi suphuutti kan itti gaga'amee Oromoo . Sirni haa diigamu!!	Hate
"@USER Osoo ""lammiiwwan keenya eenyummaa isaaniitiif adamffamanii ajjeefaman "" mana hidhaatti guuramanii dararaman lola diina ummata keenya fixaa jiru irratti gaggeeffamu dhaabaa jechuun dhiiga ilmaan Oromoo irratti qoosuudha . Biyya isaa keessatti murteessaan WBO qofa."	Hate
Kan itti himan hin dhageenye itti hidhaanu hin dhaga'u jedha oromoon . Sochii WBO gocha jiru isaa wagga sadaan kana fi isaa har'a ilaalte kan hin hubaane ati rakkoo ta'ee qabda jechuudha.Akkuma jaal Dawud Ibsaa jedhe WBOn tulludha . Tullu jigsuun hin danda'amu.IUOf!!!!!!.	Normal
Jiraattonni Kutaa Magaala Boole Aana 12 Bole bulbula Abbaa Shaame guyyaa 9/3/14 Otuu nuti jirruu biiyti teenya Itiyoophiyan diinaf harka hinkannitu jechuun Raayya I/biyyaatiif deeggarsa maallaqa taasisan . Deeggarsi cimee akka itti fufuus waada galani jiran . URL	Normal
Waraana Itoophiyaa: 'WBO fi TPLF imala gara Finfinnee godhan akka dhaaban barbaanna'-Biliinken - URL URL	Hate
Why doesn't @USER tell Abiy Ahmed to stop bombing Wollo oromo and arresting Oromos in Finfinnee? You can't stop OLA from interring its own town.Waraana Itoophiyaa: WBO fi TPLF imala gara Finfinnee godhan akka dhaaban barbaanna’-Biliinken: URL	Hate
Inumaayyuu gowwaa Oromoo keessaas kan dibbee isheef reebu hedduu argattee jirti . Ummanni weerara isheen itti bantes Abiy itti banes qixuma qawweesaa kaasee WBO waliin ta’ee ofirraa qolataa jira . Isaan garuu soba danda’u ummanni nu simatee waliin hiriirree lolaa jirra jettee	Hate
"afuufaa afuufti! Gidduutti Dhiigni saba kootii lola’aa jira.Walloon biramannaa barbaada duula karaa lamaan itti banameen lafarraa daguugamaa jira . PP’n ""Shororkeessaa TPLF of keessatti dhoksee nuun lolaa jira"" jettee halleellaa karaa qilleensaa Drone’ xiyyaaraan lafoo"	Hate
Warri maraatuun kuni oduu sobaatiin bataskaanni oromiyaa jirus akka diigamu gochaa jirti kanaafuu gaggeessitoota amantaa kiristaanaa ortodooksii hordofuu hindagatinaa . Oduu jarri facaasaa jirtu kuni jarumatti garagalaa jiraatii! URL	Hate
Rakkoo Ityoophiyaa gidduseentummaaalaan hiikuun hin danda'amuDippiloomaatootaRakkoo Ityoophiyaa giddugaltummaaalaan hiikuun kan hin danda'amne ta'uu ityoophiyaatti AmbaasaaddaroonniiAmeerikaa duraani Tilboor Naazhi fiAmbaasaaddar Doonaald Buut ibsaniru . URL	Normal
Hojiin gargarsa namoomaa Itiyoophiyaa gama kaabaa keessaa sababaa rakkoo nageenyaaf gufuuwwan birokraasii akkasumas sababaawwan ka biroon danqamee jiraachuu dubbi himaan tokkummaa mootummootaa Stiifen Dujaarik tuuta oduuf ibsa kennaniin beeksisaniiru.URL	Normal
Ammee Godina wallagga lixaatti gandoota 18 kan of jalaa qabdu aanaan Yuubdoo guutummaan guutuutti to'annoo waraana bilisummaa Oromoo jala seentee jirti.	Normal
Ilmaan keeynaa ammaan tanaa dinna/faallaa TPLF caaluu hinqabuu . Kaan haabuluu.Currently our life threat is TPLF	Hate
Ardii Afrikaaf qawween furmata?! Biyyoon Afrikaa kolonii warra abbaa irree jala qawween walabooman . Qawwee malee sabni bilisoome fi biyyi walaboome hin jiru . Qorichi abbaa irree qawweedha . Abiy digdii cabeera mogooleen bu'uura kuteera . Oromoo of qopheesi!	Hate
Oromoon sabnikoo yeroo kamuu caalaa yeroo ammaa kana maal gochuu qabaa? 1 . Ilaafi-ilaameen Gaaddisa taa'ee fala barbaaduu 2 . Safuu fi Dhugaa Oromoo beekee beeksisuu 3 . Guddaa/xiqqaa beekaa fi wallaalaa jechuun.	Normal
@USER Sagantaan PP duraanuu Oromoo qoqqooduun cabsuu waan ta'eef falli jiru awwaalcha PP saffisiisuudha . Kanarratti hunduu waan danda'u hundaan tumsuun dirqama.	Hate
- Oromoon osoo itoophiyaa oromoo fakkeessuu danda’u maaf ufii isaaf itoophiyaa ta’a?	Normal
Lixa Shaggaritti Ilmaan Oromoo 18 ol finxaaleyyii naannoo Amaaraatiin Ajjeefaman | KELLO MEDIA (Sadaasa 19 2021) URL	Hate
Abiyyi ilmaan miskiinaa daraa botoroo godhuuf muratee jira . Guyyaa arraa (19/11/2021) bilxigginnaan waraana huurso irraa konkolaataa TATA 30 ol ta'uun fe'anii dirree dawa keessa darbanii jiru . Jolleen amma dirree waraanatti deemaa jiran kun jollee leenjii gahaa hin qabneedha . URL	Abuse
@USER Doofaa gowwaa wallaalaa kan akka harreetti yaadu kan of dura sehee ofduuba yaadu.nama abiddatti fixxe qabeenyas fixxe.Itoophiyaf nagaa Afrikaaf nagaa addunyaaf nagaa kenni.Down Abiy	Abuse
@USER Wal ijaaruun amma oromoo basaastu oromoo hisiisa fi ajjeesisa ture iddoo fi maqaa isaa wajjin waliif Saxila deemudha diina if keessa baasnu male hin tahu	Hate
@USER Mee ati Rabbi jedhi Oromo maal argate worra dur woyanee jala badaa nu fixe irraa? Ergamtuu woyane ta kalessaa ergamtu naftanyootaa ta ammaa . Sareen badduun saree gara ofii nyaati sun mammaaka . @USER fi former OPDO/current Oromo PP have lost every argument	Hate
Falmacha yoo duuneelle du'a haaqaa seenaan dhuga yoom nama dagata namanaa!!	Normal
Dilbata dabree hidhattonni polisii waraana Burkinaafaasoo irratti haleellaa geesisaniin lakkoobsii namoota du’anii 53 ga’e jira.URL	Hate
Jirtuu lammii koo qaalii . Ergaan hidhaa bahee booda gidduu kana sababa rakkoo xiqqo na mudattee turteef fuula #Facebook kootii fayyadamaa hin jiruu . Yeroo dhihootti garuu niin deebi'a . Ammaaf asumaan na argachuu ni dandeessu.Haqa qabna.Arraas boruus ni moona.	Normal
@USER Sanuu profile kee kanallee hin qaanoftuu down down woyane biyyaa abbaa isaarraa ari'ame atimmo well come to woyane jedhaattaam????	Abuse
WBO amma booda caara Ashaboo/soqidda qofa qabida . Dafitte ufi sirrisuu yoo batte badii hamatuu sii dhaqabuuf ta'aa hubadhuu . Mootummaan kufu tokko hin jiru !! TDF fi harroon ishee baduun gaafi hin qabuu dhaduu soba uffira dhisa.	Hate
Oduu Gaddaa __________ Kaaba Shaggar #Salaale-Aanaa Kuyyuu Magaala #Garba Gurraachatti Hidhamee Kan ture Obb #Amantee Gaarradoo Halkan edaa Mana #Hidhaatii baasanii Ajjeesanii Gatuutu dhagahame Obbo Amanteen #Abbaa Artist #Kabbee Kabbitooti . URL	Hate
WBO golee oromiyaa hunda keessatti fudhatuu fi galmeessu sagalee kiloolee sanaan lallabanii saba bal'a gurra buusu . Harkaa mirgaan diina raasaa waxalaa fi kuffisaa afaaniin immoo oolmaa WBO qaaccessanii bareechanii calalanii gabaabsanii gurraa hordoftoota deeggartoota	Normal
sagalee kiloolee Qillistuu sanaan lallabanii saba baldhaa gurra buusu.Mirgaan diina raasaa waxalaa kuffisaa afaaniin immoo oolmaa WBO Qaaccessanii bareechanii calalanii gabaabsanii Gurra hordoftoota deeggartoota mararfattootaa fi dinqisiifattoota #WBO URL	Hate
Kan si jibbu hundi diina kooti diina Oromoo hundaatiSun oromoo qulqulluu miti BULLOO KOO URL	Hate
@USER Lukkuun haatee haatee haaduu ittin qalan baafte jedhan! #Abiy gantuu fi of-tuultuu baga rabbi salphina kee nu agarsiise . Oromo ganee kan darbeef hin jiru jedhe beekaan!	Abuse
Hassan Tolchaa kan PP du'a itti murteessitee ajjessuuf barbaadaa turte yeroo ammaa kana bulchaa aanaa harxummaa fursee tahee hojjataa jira URL	Hate
Qeerroon kaleessa dhagaa dhan diina biyyaa isaa keessa basee haara moo kilashii fi meshaalee ammayyaa fayyadamun diinaa addaa addaa ishee rukutaa jira . ililmaa keenyaf meshaalee fi wantoota qabsof barbaachisaa ta'an bituufin cinaa haa dhabanu . Bilisummaan baranumaa . URL	Hate
@USER Maal jettaa tortoraa gangee wayyaanee?	Abuse
@USER Yaa gowwaa TPLF mootummaa itoophiyaa aangoo irra kase ABO/WBOti aangoo keena jedhi afaan bani.TPLF ergamitoon ishee hundi akka badu hin shakkiin yaa gantuu.OMN irra sangaan dhalee jeette kaa uummata akka keeti sobdu hanqatte uummata aduunya sobuuf asi batte hin milkkoofitu.	Abuse
Baga geessan/geenye! Araarsummaa fi eegumsi ergamaa qulqulluu Mikaa el nu waliin haa ta u . Oolmaa Gaarii qabaadhaa Ayyaana Gaarii! URL	Normal
Wancii!Aanaa Wancii seenuudhaan amma sa'a kana gootichi ergamtuu qulqulleessaa jira . Lolli meeshaa gurguddaan deggerame taasifamaa waan jiruuf Uummanni manuma keessan turaa . Gabaasa dabalataaf booda walitti deebina!	Hate
Shawaa Bahaa|BoosatGaachanni uummata Oromoo Boosat iddoo addaa Rukeecha jedhamitti weerartuu 57 dhabamaa taasiseera . Jarri hanga ammaa reeffa kaafachuu hin dandeenye.	Hate
"In order to fulfill #TheWayToFinfinneeOperation ""Oromoon waan lama wal cinatti qabaachuuti qaba!1) Xiinxalaa siyaasaa kan diinni sodaattuu fi firri ittiin dhaadattu!2) Waraana jabaa kan roorroo isa irra ittisu!"" - #Booji'aa @USER URL"	Normal
Hoggantoonni Waraana Suudaan Muummicha Ministeeraa aangoo irraa fonqolchanii turan deebisuu beeksisan - URL	Normal
P2:Dubbiin akkas namni bu'aa ba'ii hedduu arge sodaa hin qabu abadan.lubbuun harka rabbiiti!yoo warra waa maxa'uuf rakkattu ta'es dhiisi!ofumaa bukeessuudha.Itoophiyaa!!!	Hate
Yaasoo Kabbabaa Hordofaa gidiraa amma ati keessa jirtu kana iji Waaqayyoo nii arga . Guyyaan nii dhufa haadhookoo . Hattuutu akka hattuutti sitti taphata . Ati garuu akkuma jaallewwankee dhugaa sabakee gurguruu diduu keetiif gidiraa kana hundumaa baatta . URL	Hate
Qabsaa'ootnii Miseensa#ABO Kuni Qarshii Mil.13 Miti Kumaa 13 yyuu nama qabuu miti.Maliif Sodaa Naf nyaatii jettanii akkas sobduu??Barri kun Bara akkasiitti wolsobaanuu garuu?? URL	Hate
@USER Nuti oroomon bara baran beekaa keenyaa dhabun salphina . Tokkummaan dhaabane garbummaa kan ofiirraa buuqisun dirqaama.	Normal
@USER Mee qoosaa fi soba kee dhiisiiti dheenfa toli . Gad deebituu ergamtuu nafxanyaa Hin guddatiin Kasala wayii	Abuse
@USER Rakkoo qabnna meeshaa fi humni keenya kan warra TDF wajiin wal hin gituu.Waan kana Jaal Maroo fi hoggantoni WBO ni hubattan moo hin hubattan adaan hin beeknu.Garuu silaa oromiyaa kan qabachu qabuu humna oromoo qofa tahuu qaba.TDF Finfinnee yoo kan seenu tahe acchi ba’uu hin qabuu	Hate
Kuni waraana Abiyyi kan booji’ameedha . Waraanni hamma kana heddummaatu booji’amuun lolaaf fedhii akka hin qabne agarsiisa . Humnaan dirree waraanaatti oofamanis loluu irra harka kennachuu filatan . URL URL	Hate
shira motummaa bilxiginnaa akka itta fachala'e kun kan yaasoo kabbabaa hordofaa tif dalagamee fala'eera URL	Hate
@USER Naman baay’ee jaal’adhuu fi dinqisiifadhu!nama jabaa oromoo! Cabsii mirgaan gali	Normal
Ana kan na dhibe juntaa dhufne dhufnera kan jedhu essa gahera?? Afuuftuu waari motumaa kenyaas oduu isaanif soba isanitti iddoo keene waresani gabasunu na dhiba tufatee dhisu qaba motumaan kenya	Hate
Bilxiginnaan gama miidiyaatiin olola kijibaa oofuun deeggartoota ishii haamilchuuf tattaaffachaa jirti.	Hate
Namoonni dhiyeenya naannoo Amaaraa TPLFn to’atame keessaa dheessan rakkoo namoomaa keessa jiraachuu dubbatu . URL	Normal
Ajajaan Waraana Bilisummaa Oromoo Uummata Begiitti bifa kanaan dubbatani . Galaanichis hin gogne Qurxummichis dachaa wal hore malee hin dhabamne.nidha bamsif na malee hin dhabamnu nutti URL	Hate
Jarra keenya hin burjaaja'inaa Qeerroowwan heddun gara dirree qabsoo deemna jettanii #Facebookdhaan namuma suuraa waraana Bilisummaa Oromoo Profile godhatee jiru qunnamtanii kiyyootti dirmaa jirtu . Taateen akkasii deddebi'ee waan mudataa jirufan isin hubachiisuf dirqame.	Normal
"Ajajaan Waraana Bilisummaa Oromo Jaal Maaroo "" Galaanichis hin gogne Qurxummichis dachaa wal hore malee hin dhabamne."" URL"	Normal
@USER Dhugaama jettaay tortoraa maarree bataskaana banii sagadiifkaa durumaa kaasee ayyaannikoo sin jaallatu gaafuma ati Jawarfaa waliin deemtu qoraatti dhoqqee keessaati ati!!Nafxanyaa gab gochuun hojii keessan fast ta’e mitii kana mannaa du’uu wayya dhugaa!!!	Abuse
Ajajaa olaanaa Abo Wbo Jaal MarrooHordoofaa #OLA #WBO #TDF #OromoLiberationArmy URL	Normal
Kan aangoo irraa kaafamuun isaanii torbanneenii fi jeeqama dhiiga dhangalaasise dhaqqabsiise booda muummichi ministeeraa Sudaan Abdallaa Hamdook mootummaa sivilii akka hooggananiif waraanni Sudan bakkatti isaan deebisee jira.URL	Normal
Waan fadhe yoo dhageenye Abbaa fedherraa yoo dhageenye dura waan san sirritti addaan haa baafannuJarjarriamalasheeyxaanaati kanaafuujarjaraanosooWaa hedduuballeessineewalitti hin laaqnewaandhageenyehunda amanuu osoo hintahin tasgabbiin xiinxalanii gadi lallaaluun bilchoomina . URL	Normal
#The_Finfinne_Intercept kana qabatee gadi baate . Yeroo baayyee The Finfinne Intercept iccitii gurgudaa gadi baasudhaan beekkamt . Kan ammaa kun dhugaa ta'uuf dhugaa ta'uu dhabuu isaa turee laala . URL	Normal
Yeroon kun yeroo murteessaa dha.Miidiyaaleen Oromoo hundi yeroo itti isaan ittigaafatamummaa isaanii ba'anidha . Yeroo kanatti odeeffaannoo barbaachisaa yeroo isaa eeggate tarkaanfii fudhatamuu malu waan uummata irraa eegamu hunda uummata beeksisuuf qajeelchun dirqama keessani	Normal
Moo'ichi kanuma keenya olola diina fi yaada warri moo'aman oofaniin hin goowumnu ni injiiffana biyya keenyas geggeessaa keenya waliin ni ceesisna #March4Ethiopia #EthiopiaPrevails @USER @USER	Hate
.amni karaa naldeessaa deemee qilee bu'uun isaa hin hafuu	Hate
Ammee!Shawa Kibba Lixatti Humni Addaa 23fi milishoonni 14 Gooticha Waraana Bilisummaa Oromootti dabalamanii jiru!	Normal
Moo'ichii kanuma keenya oloola diina fi yaada warri moo'aman oofanin hin goowumnuu ni injiiffana biyya keenyas geggessa keenya waliin ni ceesisna #March4Ethiopia #EthiopiaPrevails @USER @USER	Hate
ABUT shororkeessituu weerartuu ajjeestuu sobduu diina sabaaf sab-lammoootaa hattuu abbaa irree hamtuu fi baddee balleesituudha . Maarree baddee balleessituu yeroo jalqabaaf isa dhumaaf qolee Itiyoophiyaanotaa irraa buusuun amma! Biyya malee kabajni hin jiru! #Hin_gaha URL	Hate
Boji'aman Waraana Dargi #Kaasaaye_Camadaa Nama Jiba Gudda Oromof Qabu Nama Hayyu Oromo #Jawar_Mohammed Diqala Araba Ja'e Media Gudda Irati Akka #Jawar_Mohammed Ajefamu Ajaja Dabarse.Nama Oromo Jibu Wajin OPDOn Tokko Tate Oromofi Oromiya Dhabamsiste.Itiophiya Ijaaruuf Katee Warra . URL	Abuse
@USER Hayyuun jira jedhu dhimma isaanii ilaalchisee ajandaa qabatee ejjannoodhan qabatamaatti firaafis diinafis uummataafis gad haa ba’u . Kan qabsaa’ota Oromoo dukkana jiran ifatti baasuu danda’u sochii warraaqsa galaana uummataa qofa.	Normal
Wayyaanee kaleessa dhagaa fi iyyan ariine har’a hidhannee injifachun qeerrof salphaadha . #March4Ethiopia #EthiopiaPrevails @USER #Ethiopia	Hate
@USER Juntaa injifachuuf Eeguumsi mana hidhaa qaalitti jabaachuu qaba maaliif nafxanyaan shira xaxxee Jawaar mohammed faa miidhuu barbaadi juntaan guddaan 2ffaa nafxanyaa tahuu hin dagatiin Dr.Abiyyi	Hate
cityofsaintpaul: Waraqaa dhimma immigireeshinii irratti rakkoon isin mudatee beekaa? Gargaarsa barbaaddan argachuu keessan mirkaneeffadhaa! Tajaajila keessan keessatti ogeessota waliin waantonni barbaachisan ni argamu . URL	Normal
Abbaa kenyaa qallii obbo Baqallaa Garbaa fi hayyootaa kenyaa rabbii nuf haa eguu Rabbiin ija nagaa matii kee wajii walii isiin haa argisisuu gamesaa namaa URL	Normal
Waggootaa 3 darbaan qe’ee Oromoo Keessaa deemuun Jaarsaafi Jaartii Ajjeessuun gudeeddaa raawwachuun saamicha raawwachuun qabsoon Oromoo dhigaafi Lafeen dhufe tasgabbii akkaa hin godhannee gochaa Kan Turee fi hariiroo shororkeessaa TPLF faana qabuu ifatti Kan labsee Shiftaa ABO	Hate
Kun haala yeroo fana deema!Warri farda jaamaa hordofaa jirtan qilee irraa deebi'aa URL	Normal
@USER Lakkii namittiin kun rukutamuu HiN oolle oduu jedhu jira:nafxanyaan qophoofteetti silaas galagalchuuf OPDO ilmaan saree ergamtootti kana waa malee ilmaan nafxanyaa USA galaa HiN jirani bar	Hate
Oromoonni namicha farra #Oromo ta’e kana deggertan jaamaa moo duudaadha isin? Lammaa fi Jawaariif kan hintaane isiniif akkamiin ta’ee??? Lafeen qabsaa’otu hanga har’atti wareegamanii isin haawaraanu! URL	Abuse
@USER Kabajamoo haala amma keeyisa jirru kana yoo sirritti laaltee jiraatte Abiyis tahe Jaawar hunddi isaanii akka tokko tahaan yoo dhiibbaa goone malee fuulddurri keenya dukkana natti fakkaata.	Normal
@USER Nu dhibe keetiif kan Abiyyi kun! Mee bubbullee laalla yoo jiraanne . Silaa ati xinxalaa siyaasa addunyaa waan taateef siqeequun nama dhibus . Kan ani akka nama tokkootti siif dhaamu yeroma kamuu diina uummata oromoo waliin hin dhaabbatin.	Abuse
Oromoon akkuma hawaasa kamiiyyuu aangomuuf dhaabni OPDO jiguu qaba . Dhaaba waggaa 30f namni gaariin yoo hidhamuu fi ajjeefamu namni gadheen du’aa fi dararaa uummataatiif hin rifanne itti wal guuraa baheedha . Dhaabni akkanaa Oromoof qofa osoo hin taane hawaasa kamiifuu hin malu . URL	Hate
Hiriyyaa sobaa mannaa diina dhugaa wayya diina akka diinatti beektee irraa fagaatta garuu hiriyaan gadheen si fakkaate si nyaata	Abuse
Utuuma mortuun mortuu ni hora abbaan hour!#WBO nuuf jiraadhu abdii Saba.#OromoLiberationArmy . URL	Normal
By the way #Alamuu Simee osoma lolu osoma lolchiisu osoma lolu osoma kaatu Sanbateerratti abdii muratee gara shaggar deeme . Waraanni akka boolla waraanuu salphaa itti fakkaatee ture Isaa shaggar galee nan boqadha jedhu liqawanbariin ammas gara lolaa jedheen . URL	Abuse
@USER Kan oromoo kun baay ee Nama dhibaa sahibaa haatiii gaariin ilmarra ulfoofti jedhu Mii oromoon	Normal
Kanaaf osoo yeroo ofitti hin gubsiisiin amma akka gadhiisan ittiin gahaa . Har'as kan qabdu hidhattee gara qabsoo WBO deemuun karaan banaadha . Qabsootti gufuu ta'uu irraan kan ka'e isaan dareessuun dirqama ta'eera.	Hate
Xiyyaa yero darbatan Duubati harkisanii gaddhiisu Akka innii haalan fageysee deemu Akkasuma yo jiruu didee duubati si harkifteAbdii Hin muriin fuguysee durati sii darbuufi	Normal
@USER Dubbin keessan kun qarqara Finfinneetti xumurama.Oduu guddisuun injifachuu hin ta'u.kosii duwwaa.	Abuse
Gurmuu Goototaa!.Gootonni Itoophiyaa gurmuun diina daaraa gochuuf qophiirra jiru! Diinni keessaa fi alaan nutti caraanuu barbaadu kamuu yeroo dhiyootti xummura ni argata! Itoopihyaan Gootota ijoolleesheen bara baraan Injifattee ni jiraatti! Injifannoon kanuma keenya! URL	Hate
Saree warraas ganttee Ormmaas dhabdde dhummii ishii kanuma . URL	Abuse
#Oromo garaagarummaa siyasaa dhiisuun tokko ta'uun dirqama! URL	Normal
"Bakka ajaa'aan baayyatu bakka tortoraa fi raqa allaattii fi saree malee kan biraa""HH"	Normal
warra mataan guduruuwarra diina hunkurujajjabee abdii sabaa kan kee maalumat fafaitti muddi	Hate
OLA/WBO wanti jedhaniin sun wallagaa bahta fi Shawaa lixaa keessati ofii wal wanaanuu eegalte . seena keessatis hamma diina waraanan caalaa kan ofii isaaniti wal waraanantu caala . Kan nama dhibu ummani oromoo hedduun isaan eegachuudha.	Hate
Oromoon hubannoo siyaasa dhabuu isaatin kan ka’ee loli kun babaalatee as dachee keenya gahee.Ammas Saba kana hadammaqsinuu! Warri Miidiyaa Oromoo irraa lola kana gabaastu hundi xiinxalaa gabaasaara darbee hojjachuu qabduu! Adeemsa Oromoon hordofuu qabu ogeessan himaa . URL	Normal
Ama rri DUTEE lolchiisa malee LOLEE hin lolchiisu.Gowwaan Keenya DUTIINSA lola sehee sobamee lolaa Jira . Yaa gowwicha DUTEE lolatti sinaqee gaafa ati duute biyya kan dhaalu DU'AA osoon taane isa DUTAADHA.Kanaaf yaa gowwaa DUTAAF hin DU'IN Jenna.	Abuse
We stand together to overthrow the dirty empire of black apartheid Irree Tokkummaan dhabanee empayera tortoraa apaartaiidii gurraacha kana ofirraa dhabamsiisuuf kane jira	Hate
@USER Amma dirqama lachuu diina!	Hate
