id	tweet	label
train_swahili_05324	yes waarabu warudi kwao kesho	Hate
train_swahili_05325	 zachsmith  bitch kichwa nusu hata sikujua nilikuwa nikicheza tu na niggas halisi na hakika haikuwa mmoja wao	Abuse
train_swahili_05326	chagua chokes kwenye twinkies  gt wakati wote mbaya nilipiga dau lol makardinali	Normal
train_swahili_05327	mwanaume mimi ni tryna kutoa nafasi ya mixtape ya chief keef lakini takataka hii ya kijivu	Normal
train_swahili_05328	nyinyi hamchezi kwani	Normal
train_swahili_05329	  kila ndugu lazima awe na ndugu mashoga kwa sababu wanavuta hella nzuri kwenye sherehe zako  sigma alpha epsilon	Normal
train_swahili_05330	mmoja wa abiria aliyenusurika kifo baada ya boti ya lulimbe waliyokuwa wakisafiria kutoka kemondo wilayani bukoba kuelekea rushonga bumbire wilayani muleba kuwaka moto ghafla ameeleza mbinu iliyomuokoa gtgtgt	Normal
train_swahili_05331	npo mbele ya hio bajaji ukifika utaniona nmvaa viatu vya kijani na suruali nyekundu na shat la buluu na kofia nyeus	Normal
train_swahili_05332	ama iebc iach tuskiz hiyo choir hadi keshofacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy hii choir inaboo kwendeni huko  rerun  atwoli 	Normal
train_swahili_05333	uchambuzi mwalimu akithaminiwa elimu yetu itapanda chati	Normal
train_swahili_05334	  katika miaka  majembe matako  haya hayajapita lakini ni kichwa cha dick	Abuse
train_swahili_05335	watu wa sda hii kenya ndo wanaongea hata kama hamtatupea amani ju nyi ndo mnasema ukweli  nway noreformsnoelections	Hate
train_swahili_05336	ok bitch kichwa nusu yangu wa texas endelea kuniandikia callin cryin unisisitize niulize kuhusu nilikuwa wapi lakini nilikuwa na mchumba mwingine anayedaiwa    	Abuse
train_swahili_05337	samahani lakini kwa kweli siwezi kuipendekeza kwa mtu yeyote	Normal
train_swahili_05338	utabiri wa hali ya hewa 	Normal
train_swahili_05339	 kwa hivyo mtu ambaye ni mkundu na mwoga alikushinda na akachukua kilicho chako kwa urahisi wewe ni wazi sana kuliko mtu basi	Abuse
train_swahili_05340	na kisha kila mtu anauma wakati wowote mvulana huyo hawezi kushinda na mashabiki tulio nao tungemwondoa revis kutoka hapa katika ubora wake 	Normal
train_swahili_05341	pata kwenye jembe lako la mzee fucking shit	Normal
train_swahili_05342	ninakwenda kwa njia hiyo mtombaji yangu sio mtombaji yangu hata yeye aliruhusu timu nzima kugonga	Abuse
train_swahili_05343	fireball imegeuka kutoka pombe baridi niliyokuwa nikidhaminiwa na  kuwa kinywaji kwa dudes za nchi za pussy ambao huisikia kwenye wimbo	Abuse
train_swahili_05344	    na unaonekana kama hmmm nigger	Abuse
train_swahili_05345	 kingshawn  hapo ndipo ninapopata bendera zangu za manjano kwa kuwa ya kushangaza       hell yeah niggy	Normal
train_swahili_05346	wakati achille na philippa wakiimba vizuri densi kutoka kwa don giovanni ambayo inaelezea hali yao kikamilifu katika sinema unathamini tabaka ndogo za filamu hii bora	Normal
train_swahili_05347	ninamcheka kwasababu ajajistir huku kwetu wamejistili ndo maana siwez kucheka maana siyaoni jistir afu uone nani atakucheka akikucheka nambie	Normal
train_swahili_05348	chippah natumahi kuwa hautakuwa hangin wit dis wigger boy 	Normal
train_swahili_05349	yuko wapi bitch yako nigga tunamdhibiti 	Normal
train_swahili_05350	 vg kilichonikera ni kama wanaume tunahukumu pussy ya kike je umeendaje kuhukumu hasira yako mwenyewe na kukataa kulegea kwa sababu una pengo	Abuse
train_swahili_05351	kwa mikono miwili juu ya titi zake 	Abuse
train_swahili_05352	 tee   baada ya kueneza uchafu huo wa ur kwa mbwa mweupe yeye  amp wavulana wazuri wa ol walikuwa ltao juu ya fuckin tumbili	Abuse
train_swahili_05353	sawa nitaacha kuwa bwege sasa  labda   	Normal
train_swahili_05354	angalia kwenye hashtag imeelezwa ahsante	Normal
train_swahili_05355	waaaa huyu n muislamu Nyakundi kweli,ujinga wake umeongezeka 	Hate
train_swahili_05356	epuka kwa gharama zote	Normal
train_swahili_05357	 tumejaribu kila wakati tunapoenda anakaa kimya tu na mimi hulia kama kitoto na jasho	Normal
train_swahili_05358	badala yangu nikae nyumbani siku nzima na uzima kisha uondoe dhamira ya kuburudika tu na kitita        	Normal
train_swahili_05359	 takataka ya kutombwa za stfu	Abuse
train_swahili_05360	nimesoma tu barua  kutoka kwa wasichana  tofauti juu ya jinsi uhusiano wao wa looong ulivyomalizika leo  daaaamn  yo jembe la kutombwa pussy litapata uchawi	Abuse
train_swahili_05361	ndio  walisikia nikipiga karanga kama swag ya nguruwe	Normal
train_swahili_05362	  bunge kweli linafanya kama kundi la machungu hauwezi kuendelea kurudisha uchaguzi ulioshindwa obama ni rais   	Normal
train_swahili_05363	watu wapande ndege warudi kwao	Hate
train_swahili_05364	wachinese warudi kwao	Hate
train_swahili_05365	 majambazi wote wa kweli knoww nate aint hakuwahi kupenda jembe la kutombwa pussy	Abuse
train_swahili_05366	jembe la kutombwa pussy hizi za ratchet ni kitu kingine shule hii inanukia kama zoo ya kutumbua	Abuse
train_swahili_05367	hawa madem wakamba hukatiwa na chupa ya dasani wanaingia box haraka	Hate
train_swahili_05368	sisi kama wakamba waluhya na wajaluo same monkeys different forestukabila ni ukabila oppositionunites	Hate
train_swahili_05369	 ndivyo ilivyo pussy yangu	Abuse
train_swahili_05370	ikiwa unacheza mara kwa mara kila wikendi na kumwacha mtoto wako na momma wa mtoto wako sitaki kukusikia wewe mtombaji juu ya msaada wa watoto      	Abuse
train_swahili_05371	fuck mahakama  je faini ya   inaongezaje hadi   mf dollars mpenda kuma	Abuse
train_swahili_05372	umenunua salio kazi kazi ganitunaomba utupatie namba yako tafadhali	Normal
train_swahili_05373	 chik fil a hipotle ni takataka ya kutombwa na kengele ya taco itakupa kukimbia	Abuse
train_swahili_05374	 aliua jembe la kutombwa pussy hilo ingawa	Abuse
train_swahili_05375	hii elect kama itakua na jedi sioni kaa atawezana   	Normal
train_swahili_05376	noma na nusu kaka yangu	Normal
train_swahili_05377	shida yake mtombaji bora nifuate  nakupa hii dick wewe kisha umeshinda bahati nasibu 	Abuse
train_swahili_05378	yaani mau mau bado lipwa hawa wazungu wanatubeba aje	Hate
train_swahili_05379	ninajua kuwa jim oconnor alikuwa na nguvu sana na kwamba hakuna mtu anayeweza kuwa kama yeye lakini george hakuwa na riba	Normal
train_swahili_05380	 deejay  sikuweza kujali kidogo juu ya haya mapigo  ya pussy 	Abuse
train_swahili_05381	 yuristalife  paulmoon uko kweli kweli sasa   justinmiculka huyu mtoto haha uko wapi kwenye pussy	Abuse
train_swahili_05382	anataka tu kuzunguka jiji na kufanya kumbukumbu ambazo haziwezi kukumbuka na ningemruhusu nizungumze juu ya nguvu ya pussy	Abuse
train_swahili_05383	 nigga kutomba wewe shule zingine za mpango huenda ngumu kisha njia bora kuliko richardson	Abuse
train_swahili_05384	yeye ni mjinga bubu lazima niseme tu hapana shit ya ziada haifai     jazzybo malengo ya uhusiano wa lol 	Hate
train_swahili_05385	 hizi ngono mpya za mashoga hazijui jinsi shit inavyofanya kazi	Abuse
train_swahili_05386	  baadhi yenu majembe matako  ni ya msingi lazima nivunje mtindo wa barney	Abuse
train_swahili_05387	nimemaliza kulia nimemaliza kuwa na wasiwasi sio mjinga ndani yangu au mjinga ameandikwa juu yangu	Abuse
train_swahili_05388	ongeza sauti tumekusikia neno pana hili	Normal
train_swahili_05389	larry tesler mhandisi wa mifumo ya kompyuta na mbunifu wa cut copy amp paste amefariki dunia alizaliwa april  	Normal
train_swahili_05390	uhamisho ni mzuri sana	Normal
train_swahili_05391	    nani huyo mkundu amemnywesha    	Abuse
train_swahili_05392	 hapana cpt commando ni jembe la kutombwa pussy na jogoo	Abuse
train_swahili_05393	  usiamini majembe la kutombwa pussy matako  haya 	Abuse
train_swahili_05394	 toyota axio   kde cc auto power window power mirror central lock mint condit km         jacaranda  kikuyu  kambua  tbag  kamiti  uganda  daktari  wheelbarrow  mogadishu  iebc  uhuru  toyota  axio  speed  car  deal   	Normal
train_swahili_05395	unataka tusave ya nani muislamu Nyakundi  sonko waititu ama miguna	Hate
train_swahili_05396	nikifika ballot nipat ni awa wase solo kwa list naspoil tu kura   	Normal
train_swahili_05397	ikiwa bf yangu anatuma picha ya binti yangu kama hiyo na endelea kutembeza maoni yako sio lazima ndio mtombaji najua ni mzuri	Abuse
train_swahili_05398	  lmfao wtf         niggas hapa hapa amecheleweshwa sana              mimi niko nje     yab matako yako	Abuse
train_swahili_05399	 kuumwa sio shit lakini majembe la kutombwa pussy matako  na ujanja	Abuse
train_swahili_05400	 wajaluo hawana haraka	Hate
train_swahili_05401	rt  nimechanganyikiwa sana wakati watu wote watakuwa wakituma ujumbe mfupi wa maneno nataka huyu bitch ana pussy kubwa 	Abuse
train_swahili_05402	umewahi kunasa cheatin hii ya kitoto wakati unafanya kazi shes na jaribu la kujaribu kushuka fuck imekata koo lake kata kichwa cha bitch huyu	Normal
train_swahili_05403	je kwa nini watu wanaotamani kuwa wazimu siku hizi smh vuta suruali yako mjinga wewe	Abuse
train_swahili_05404	  j cole sio takataka  kipindi	Normal
train_swahili_05405	   from  jet kwalimboa oi cheza ya to	Normal
train_swahili_05406	pua inaendelea kuchukua takataka ya kutombwa wakati huu     caitnicole 	Abuse
train_swahili_05407	 naweza kuruka ndani ya mpirachini ya dickwad kama mtoto wa kihafidhina wa kike mlemavu wa mifugo ninakutakia bahati nzuri na mtaji f 	Abuse
train_swahili_05408	 yeyote aliyefanya hii twitter hapendi lakers  wanarudia lakini accnt hii bado inaendelea kutupia majadiliano	Normal
train_swahili_05409	bitch huyu wa kudungwa pussy huchukua bitch kwenda ngazi nyingine	Abuse
train_swahili_05410	sitawahi kuchumbiana na mwanamke na jina lingine la niggah kwenye lol yake wtf	Abuse
train_swahili_05411	na uchukue takataka ya kutombwa hiyo   lakini watoto wanafanya hivyo pia 	Abuse
train_swahili_05412	sisi wakikuyu ni wajinga sana uhuru rigged elections which we know very well but ni raila tunatusi tuu	Hate
train_swahili_05413	 dimes kutomba wewe tony  wewe kipande kipya cha shit	Hate
train_swahili_05414	mwanangu alinicheck jana akasema niwadondoshee mchongokindly   yawezekana yupo kwenye tl yako	Normal
train_swahili_05415	mimi huwa sipendi kufanya kazi na ndugu zangu sababu ndugu wanalawama sana hawakubali kama nimeshakuwa bosi  kandi baham	Normal
train_swahili_05416	je huyu bwege anayedorora kweli ni mjinga huyu	Abuse
train_swahili_05417	piga kazi au upigwe kazi ni wewe tuuu	Normal
train_swahili_05418	wakikuyu ni ma hustlers baba ake matako hao	Hate
train_swahili_05419	 highwayy wewe ni mjinga	Abuse
train_swahili_05420	rahisi kongo rt  sbabylife fuckin fagot rt  ingawa mimi hula chakula changu cha mchana barabarani	Abuse
train_swahili_05421	alinipata kama kutomba yule kijinga	Abuse
train_swahili_05422	wafanyakazi watatu wa umoja wa mataifa wamepoteza maisha kwenye shambulizi hilo nchini libya	Normal
train_swahili_05423	   bila kujua wtf ni bitch	Abuse
train_swahili_05424	hahaha hili zuri zaidi prosafe	Normal
train_swahili_05425	 huyo mtoto alikuwa akienda au nawl	Normal
train_swahili_05426	watu wa iebc wanalipwa lini    	Normal
train_swahili_05427	anaitwa tu mchezaji wa mpira wa magongo wa  kwa kufifia kwenye twitter kwa sababu pussy nigguh anaishi georgia njoo uniletee mtombaji	Abuse
train_swahili_05428	maziwa marie haukubali wewe majembe la kutombwa pussy matako  mabaya	Abuse
train_swahili_05429	ni pussies tu za uwongo huweka picha yao ya twitter kwao na mbwa wao	Abuse
train_swahili_05430	tamko kupinga adhabu za kikatili shuleni	Normal
train_swahili_05431	gharama ya   rt      sinunui pussy nina wafuasi wengi kwa hiyo    u huko vegas usikose fursa	Abuse
train_swahili_05432	chura anapenda maji lakini sio ya moto	Normal
train_swahili_05433	nilifurahi kumuona inspekta mwala akitubuiza	Normal
train_swahili_05434	 mtu wote wawili huzunguka sana rundo la majembe la kutombwa pussy matako 	Abuse
train_swahili_05435	infotrak huko iebc sina maoni	Normal
train_swahili_05436	kikuyus are amazing people and you are on a date with a jaluo kweli akufkuzae akawambii toka tujuane	Hate
train_swahili_05437	yoh  tuachie machuka na njoki watu wa ksh  hawaezi capture attention ya rais na upuzi ka hii  muislamu Nyakundilies	Hate
train_swahili_05438	   anakwenda kwenye baa ya nyani kukutana na watu wanaogelea 	Normal
train_swahili_05439	wakikuyu  sisi wengine tutakuwa tunaimba nasaaa tialalala	Hate
train_swahili_05440	      jaribu niggas nyinyi bandia  wanyonge sana  amp kuumwa   	Hate
train_swahili_05441	coco amp denge nimependa namna wametoa elimu ya kufanya biashara mtandaoni wengi hatujui kutumia kukuza biashara	Normal
train_swahili_05442	hawa wakamba wa kathonzweni wataniua siku moja  na uoga wao	Hate
train_swahili_05443	vijana hawa wa nguruwe mchezo wa ngozi nyekundu ya kuma ulikuwa mchezo wa kuzimu	Abuse
train_swahili_05444	ninapenda kutetemeka na kitako chako na nampenda kumngangania	Normal
train_swahili_05445	mtu kuwaambia hizi pussy niggas nimepata em nimepata em	Abuse
train_swahili_05446	unachukia mpira wako fagot wewe	Abuse
train_swahili_05447	tension iko kenya sai ndo inakuanga pale kwa line ya vct daili  differ tu ni ati kwa vct hakuna mtu hutaka kuwa wa kwanzagrinningfacewithsweat   kenyadecides  uchaguzi mkuu Kenya  rutothefifth  electionsk	Normal
train_swahili_05448	 gt  gt  gt  gt wakati anga ni ya manjano mauti iko juu yetu hapana ninaogopa 	Normal
train_swahili_05449	 umesikiliza wimbo huo wa pussy ya wakikuyu  leo mara ngapi 	Hate
train_swahili_05450	  thereval hey wewe mbio mbio baiskeli fbi habari wapi punk punda wako kusema kwa haki juu ya hili 	Normal
train_swahili_05451	sirikali ya magufulidictator imepagawa madikteta wenzake wako wapi wengi wameuliwa kutekwa kufukuzwa mateso wanayowapea watz yako na mwisho kiongozi hasidi mjinga mpumbafu kama huyu mwisho wake uko karibuhatuogopi tenatutaongea tutaandamana pende asipende pundaamechoka	Abuse
train_swahili_05452	    sasa maam      pettycrocker kila alfajiri hapa imekuwa tryna wana pussy wanasikia kujisikia juu ya peen ya donte         	Abuse
train_swahili_05453	pia muziki na mark snow ndio alama bora kabisa ambayo nimewahi kusikia	Normal
train_swahili_05454	       boa najaribu kuona ikiwa yule bitch kichwa nusu alikuwa akienda au la mimi  amp vick kaa agru kuhusu hapati majembe la kutombwa pussy matako    	Abuse
train_swahili_05455	mimi nina mgonjwa na wewe majembe la kutombwa pussy matako  oml	Abuse
train_swahili_05456	bado sio mpumbavu wa aprili      jay z takataka ya kutombwa   	Abuse
train_swahili_05457	waswahili wanawachunga mademu zao kwa bakora hawa wanawachunga kwa condom nan bora	Hate
train_swahili_05458	matangazo ni ya kupotosha zaidi	Normal
train_swahili_05459	je wajua kuwa unaweza kuipoteza account yako ya twitter kwa kuandika maudhui yenye lengo la kuashiria kujiua wewe mwenyewe endapo utatumia lugha ya kiingereza bila kusahau maudhui yenye hakimiliki copyright mfano video baadhi ya nyimbo hata picha pia	Normal
train_swahili_05460	ninaheshimu tu watoto ambao wanajiheshimu  truu	Normal
train_swahili_05461	 miseducated akili yako iko huru na roho yako shetani atawasilisha kwako katika ufalme wake mambo ambayo yanakudhihaki kaa imara huko yahshua 	Abuse
train_swahili_05462	lmao ule mwingin angekuwa number  kwa poll	Normal
train_swahili_05463	nimezungumza na deigo jana usiku dawg yangu nzuri kama yule bwege maegan	Abuse
train_swahili_05464	  omillz      bookieg bitch sisi rmp kutomba ambao hawapendi    sipendi         	Abuse
train_swahili_05465	mtombaji bahati bado katika ekvado   	Abuse
train_swahili_05466	hiki kiwinta cha chuga na uwakika stock ya zana za kazi hazikosekani kwa fwasi ya ndichi	Normal
train_swahili_05467	takataka ya kutombwa za biskuti za kfc sasa	Abuse
train_swahili_05468	maisha ya lol yalimtengenezea jembe la kutombwa pussy	Abuse
train_swahili_05469	nilikuwa na kama laki moja na nusu mkononi hapo nilikuwa najichanga ili niweze kulipa kodi ya nyumba kila simu ninayopi	Normal
train_swahili_05470	ni mchezo bora wa kuigiza mtu mzuri na filamu bora	Normal
train_swahili_05471	kilifungwa vizuri kwa wakati na kazi kama zilivyokusudiwa	Normal
train_swahili_05472	  richard grenell greg sargent wa wapo anadhihaki kitambulisho cha mpiga kura na athibitishe hatua ya watetezi	Normal
train_swahili_05473	bitch kichwa nusu pussy mbaya aquafina humwita crystalina	Abuse
train_swahili_05474	nyinyi mnangoja elect na mi nangoja premier leagu ianz	Normal
train_swahili_05475	vuuum vuuuuuuumvuuuum tunapeleka kenya mbele na  Nyakundi haturudi nyuma kamwe	Normal
train_swahili_05476	badala ya kuzaana wana penda tu kuzusha rt   there are more somalis than kisiis in kenya	Hate
train_swahili_05477	vijana wa  naivasha wameamua kuweka amani sasa  kabla na baada ya uchaguzi mkuu wa agosti tisa    elections  electionsbilanoma  naivashayouthpeacedeclar  afterthaugustkunalif                 	Normal
train_swahili_05478	jamaa majembe la kutombwa pussy matako  haya yanajulikana sana dakika moja kwenye timu dakika inayofuata sio witcha	Abuse
train_swahili_05479	   jina langu bongo dsm zari la mentari msinitenge nikusaidiaje	Normal
train_swahili_05480	rt  alama yangu juu ya ndege flappy ni kubwa kuliko alama ya broncos hivi sasa nataka kumfuck	Abuse
train_swahili_05481	  je ni nini nyeusi na manjano na hautashinda mwaka huu kosa jibu ni tiger woods	Normal
train_swahili_05482	lakini hakuna mtu anayemwita pussy kwa majeraha yake	Abuse
train_swahili_05483	ni kupoteza saa na nusu ya muda kufuatia rundo la watu wazuri sana kulia na kulia juu ya maisha	Normal
train_swahili_05484	baadhi ya majembe la kutombwa pussy matako  haya ni yaaminifu	Abuse
train_swahili_05485	je ni vipi unaweza kudharau lakini panya nyingi wataipakua au kwenda kwenye itunes ili kuipata inapaswa kuwa cd ya hardcore ya fuckin katika maduka tu	Abuse
train_swahili_05486	 espinosa wewe ni mjinga	Abuse
train_swahili_05487	  amina   vipande kwa ujumla fanya vizuri zaidi na uache kuwa wajinga sana sababu majembe la kutombwa pussy matako  ya yall ni wazimu kuliko unavyotambua	Abuse
train_swahili_05488	inapendekezwa sana kwa yeyote aliye na simu ya buluu ya meno	Normal
train_swahili_05489	jeshi la watu wazima lol    	Normal
train_swahili_05490	hakuna uso hakuna athari wavulana wa pussy snatch	Abuse
train_swahili_05491	mimi weka tie ya kupotosha kwenye mifuko ya barafu au utaipata kwenye gari lako kiersten nahh mtombaji itakuwa baridi kabisa  	Abuse
train_swahili_05492	siku kabla haijaisha nikapata order ya package ya abaya color maroon size  package kwa rafiki ake mteja wangu wa humu	Normal
train_swahili_05493	zitto akoga mashambulizi ya spika ndugai gtgtgt	Normal
train_swahili_05494	 hapa ngoja niseme wazi zaidi kwani punda wako mlemavu haelewi	Hate
train_swahili_05495	fuck roketi na kila kitu wanachopata na d howard mpenda kuma punda saini shabiki wa laker mwenye uchungu lolwashike kidogo         	Abuse
train_swahili_05496	 bitch kichwa nusu sio familia yako na wtf ni skrong ambaye anasema shit kama hiyo ondoa punda wako mbali kwenye ukurasa wangu wa lamo	Abuse
train_swahili_05497	best one so far kweli ni kubaya fagia hao wakikuyu wajinga  wote	Hate
train_swahili_05498	  kwa hivyo wakati msimu fulani unakuja ni wakati wa kuwa jembe la kutombwa pussy	Abuse
train_swahili_05499	wame over extend stay ayo huku warudi kwao kuna peace sai  wasudi tao wanaterroriziwa tao na magava like a nonsense smh	Hate
train_swahili_05500	kwa jide imesound good kabiasa yaani	Normal
train_swahili_05501	tunaomba ututumie namba yako ya akauntimajina matatu na namba yako ya simu ya mkononi kwa ujumbe wa inboxdm tafadhali mc	Normal
train_swahili_05502	  majembe la kutombwa pussy matako  ya yall hayangeweza kuingia chini ya ngozi yangu 	Abuse
train_swahili_05503	habari jitahidi usajili laini yako kwa njia ya vidole ili kuepuka usumbufu ka	Normal
train_swahili_05504	kutajwa maalum inapaswa kufanywa kwa alama nzuri zaidi ya muziki na athari za sauti ambayo ni nyenzo muhimu katika kusaidia kufanya hii katuni ya kukumbukwa na ya kufurahisha	Normal
train_swahili_05505	  hakuna mtu aliyeuliza mtoto wako wa pussy  kwa maoni najua umepiga chenga tayari wewe ni mashoga ndio unafanya kazi gani	Abuse
train_swahili_05506	babahatutaki nusu mkate tunataka boflo mzima noreformsnoelections  	Normal
train_swahili_05507	          brandon jennings alipata kitita baridi kuliko zote    jamani karibu lol    sio jamani karibu na ukweli huo	Normal
train_swahili_05508	mtu pekee ndani ya ccm ambaye nnauhakika kabisa kama angekuwepo angeipinga na kuwatukana wahusika wa biashara hii ya kunun	Normal
train_swahili_05509	peac peac  kenya ni mimi kenya ni wew                  	Normal
train_swahili_05510	  ni sawa nitapata vidonda vya pussy  kwenye dick hii hata hivyo lakini asante kwa ncha	Abuse
train_swahili_05511	mei haruka amefungwa na huchukua majogoo matatu kwenye pussy yake na    kinywa 	Abuse
train_swahili_05512	  kulingana na data hii wewe ni punda wa nigga	Normal
train_swahili_05513	vijiti hivi vimekufa na kunyonya niggaz bila kondomu  halafu unataka mwamba mavazi meupe siku inayofuata kama bout dem safi	Abuse
train_swahili_05514	 haha bitch ima chora webb katika risasi pande zote za pussies  paji la uso beambut yule mimi najua wapiunakaa	Abuse
train_swahili_05515	oya   mnaweza angusha hii mix tulifanya na    sema miondoko   	Normal
train_swahili_05516	mgogoro wa wahamiajinchi  wapitisha mkataba wa kimataifa kuhusu wahamiaji licha marekani na nchi nyingine kuupingasoma zaidi gtgt	Normal
train_swahili_05517	   furaha ukufanya uridhike upenda na uthamini ulichonacho	Normal
train_swahili_05518	hao ni wakale   kiuks wanapenda waruu sana hadi time ya foreplay they be like nakupeel mpenzi	Hate
train_swahili_05519	mannnn usiku wa leo anahisi kama takataka ya kutombwa	Abuse
train_swahili_05520	banduki inafanya nini wajaluo mutanimalisaaaaa  kenya	Hate
train_swahili_05521	wewe tuta kustaki kwa boychild president  utandikwe viboko	Hate
train_swahili_05522	jambo la kuchekesha ni kwamba binti hakuwahi kutupwa nje kwenye standi yake ya usiku mmoja sikuwa na ujasiri wa kumwambia mama yake jembe la kutombwa pussy rasmi	Abuse
train_swahili_05523	waschana wameru wakikuangalia hivi mhu wamekushuku	Hate
train_swahili_05524	  sijambo kuzunguka hakuna jembe la kutombwa pussy hapana siangazi ndani mbele ya hakuna kijiko cha bitch baada ya kutoka kwenye kitambi changu nitakuwa kama pata mbele   	Abuse
train_swahili_05525	unajua ngumu hii    siwezani nao	Normal
train_swahili_05526	lmao rt  hawa wakamba wa germany wana majina ngumu ill just call em chipukizi or kimondio	Hate
train_swahili_05527	 baadhi ya niggas hakufanya tama ya kuwa na bitch kichwa nusu huyo kwanza	Abuse
train_swahili_05528	fck dem majembe la kutombwa pussy matako  ya zamani  hakuna kuingilia mara mbili 	Abuse
train_swahili_05529	 hakuna shida kukumbuka quirks zote hizo zinaweza kuwa kitoto halisi	Normal
train_swahili_05530	woi hawa wazungu na hizi stunts ni ujinga tu	Hate
train_swahili_05531	whats up with girls umeamua kukua mtu wa mkono wa muislamu Nyakundi kuempire boychild	Hate
train_swahili_05532	 buckmse sipendi mchanga wa mchanga lakini inaburudisha kama kugonga 	Normal
train_swahili_05533	    ikiwa beyonce  amp kim kardashian hawana shida kunyonya mans dick yao basi wewe wastani unaonekana kuuma vichaka haipaswi      	Abuse
train_swahili_05534	je unadhani nani kuondoka na ushindi ndani ya hungarian gp usikose kutazama mashindano haya leo live kuanzia saa  jioni kupitia ss	Normal
train_swahili_05535	 freegeezy piga huyo bitch mkali katika magoti 	Abuse
train_swahili_05536	   lmao nina maadili negro tofauti na wewe	Normal
train_swahili_05537	 ikiwa umevaa kama paka kwa halloween wewe ni msingi  au mkundu	Abuse
train_swahili_05538	ndoa zote ni mtihani kinachotofautisha hali ya ndoa moja na ingine ni jitihada na kudra za watahiniwa	Normal
train_swahili_05539	majembe la kutombwa pussy matako  ya hunnit ndani ya nyumba  amp wote fckn watch mbwa punda kb mpira tena ion kuona sababu ya kuvunja kama kuzimu  mahali pa kuvunjika au jela	Abuse
train_swahili_05540	 hiyo jembe la kutombwa pussy itajitokeza bila kualikwa siku moja punda wako hatatoka nje	Abuse
train_swahili_05541	tisa kati ya kumi kwa filamu ya kupendeza	Normal
train_swahili_05542	  yo niggas angetamba na wewe kuvunja au la ikiwa ni kweli ni niggas wewe ni mjinga ikiwa unacheza tu na yo niggs wakati wanapokuwa   	Normal
train_swahili_05543	 biiiiitch kwamba jembe la kutombwa pussy linaonekana kamilifu haha lakini iight	Abuse
train_swahili_05544	punda mjinga alex inatisha kidogo tupia	Abuse
train_swahili_05545	wahindi warudi kwao 	Hate
train_swahili_05546	karibu kila mtu niliyekutana naye katika paris alikuwa takataka ya kutombwa kabisa na ikiwa wanaunga mkono serikali ya jamhuri natumai watafa	Abuse
train_swahili_05547	sasa nikirii minaj alisema kutomba vidonda vya pussy  vyenye ngozi angalia mafuta haya yote yanatoka mahali ambapo ni wakati wa kucheza	Abuse
train_swahili_05548	hawa wamasai nahisi wanataka kupindua nchi maana kila sehemu wapo 	Hate
train_swahili_05549	  unapoona jembe linazungumza na bae lakini yeye hayuko hata kwenye kiwango chako 	Abuse
train_swahili_05550	  papichulo ukweli kwamba majembe matako  yote hupata ujauzito hakuna pete kwenye kidole                  	Normal
train_swahili_05551	tunakumbusha na kusisitiza kila mtu ajitahidi kukamilisha usajili kabla ya tarehe husika	Normal
train_swahili_05552	mimi ni nigga kwamba majembe la kutombwa pussy matako  haya hayawezi kusimama     bg	Abuse
train_swahili_05553	lakini hii boma of kenya tu   watu hawaja lala  some haven  t shower for day  kitu kidogo tu ivi lazima inatrigg confront   kenyadecides	Normal
train_swahili_05554	  oh inakuja mtoto mdogo na merika haina kura ya turufu juu yake itakuwa furaha kutazama	Normal
train_swahili_05555	wembe achia kuku na mwewe noreformsnoelections	Hate
train_swahili_05556	mwanaume unajua kupika chapati ya duarakufuakuosha vyombokufanya usafi na kukuna nazi unawahi nn katika ndoa	Normal
train_swahili_05557	 twitter sio chanzo cha utangazaji wa habari unaorudisha nyuma ni wakati nbc abc cnn fox nk wote wanakaa kimya	Normal
train_swahili_05558	wacha leo rungu yetu iangukie wanandi  sasa hawa manduku setu si tuwapatie vigelegele    	Hate
train_swahili_05559	we dont hate luos ni baba tunachukia	Hate
train_swahili_05560	 ninawatazama wadukuzi katika kiwango sawa na wizi wa duka  bitch kichwa nusu alipigwa ndani ya ziwa na kushikiliwa hadi kuzama kali lakini ndio chuki	Abuse
train_swahili_05561	  rapa anayetisha   tyga  rapa wengi wa takataka ya kutombwa milele anataka nigga ya manjano mahindi kwenye kitovu nilipiga mama yangu wakati nilipomsikia   	Abuse
train_swahili_05562	wajaluo wa likoni navuka tupige siasa	Hate
train_swahili_05563	wezi ni walewale wembeniuleule	Hate
train_swahili_05564	mimi niko katika utukufu wangu mtombaji       	Abuse
train_swahili_05565	wacha ufala wa wataita   you cant threaten everybody kwani wewe unatoka dunia gani mjinga 	Abuse
train_swahili_05566	nilifanya nachokipenda mzeena hata ningeipenda iyo pcb i guarantee you ningefaulu pia	Normal
train_swahili_05567	wananchi wa mtaa wa nshinde wilayani geita wamelalamikia ubovu wa barabara inayoelekea fadhili bucha na mwatulole mkoani hapa kuwa kero kubwa kutokana na ubovu ambao umekuwa ukisababisha gari nyingi kukwama na kukosekana kwa baadhi ya huduma za usafiri 	Normal
train_swahili_05568	mpwa wangu anaendelea kujaribu kunibusu na mimi ni kama mtombaji una wafuasi wa sifuri ujiondoe	Abuse
train_swahili_05569	thamani huwa na uthamani pale tu thamani yake inapothaminika	Normal
train_swahili_05570	unajua wewe punda wa kitako kwa hivyo sihitaji kusema	Abuse
