index,text,hate_speech,false_info,violence,harassment,obscenity,illegal,national_security,overall_risk,disagreement
1507,"RT USER: jadi, setiap lewat tengah malam. jiwa sama raga nya ririn itu terpisah, jiwa nya ada di tempat gelap, sempit dan sepi. se\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1508,"RT USER: pada akhirnya si orang pintar yg jadi gila ini mati, matinya kapan ?? dia mati bersamaan dengan ""langkah akhir"" yg ketua\xe2\x80\xa6'",0,0,0,0,0,0,0,0,1
1509,"RT USER: pasti ada yg bacot gini, minta ganti mantel, lah mantel kan banyak, tinggal beli ??\n\nmasalahnya mantel itu mantel yg juml\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1510,RT USER: USER USER adian gaya lu kaya beruk. Gini klo supir tembak metromini masuk dpr.\nKampungan lu.',0,0,0,1,0,0,0,1,1
1511,"RT USER: Man teman, kita perlu berterima kasih pada toilet, sehingga tidak perlu mengubur tai kita seperti kucing.'",0,0,0,0,0,0,0,0,1
1512,RT USER: #OpenBoSurabaya USER\nmasih online aja kau\nsempak\nakun tipu2 bangsat\nbajingan kai',0,0,0,1,1,0,0,1,1
1513,"RT USER: Jangan jadikan bodoh, babi ,sial tu sebagai zikir harian kita . Moga kurangkan dan jauhkan amiiin\xe2\x98\xba\xef\xb8\x8f'",1,0,0,0,0,0,0,1,1
1514,"RT USER: Ketika lo lagi jilat vagina si cewek, jilatlah luar dalam vagina dan gigitlah klentit ny, jilatlah vagina sampai dalam agar NI\xe2\x80\xa6'",0,0,0,0,1,0,0,1,0
1515,"RT USER: Udh gk sabaaaaaaaaaarrr aahhh pengen berdesah lg pengen ngemut kontol lagi, pengen dijilat tete digigit putingnya sampai klima\xe2\x80\xa6'",0,0,0,0,1,0,0,1,0
1516,RT USER: Enaaaak banget lo minta maaaf...\n\nProses hukum harus tetap berjalan\n\nBiar bajingan kayak dia ini kapok\xf0\x9f\x91\x8a\xf0\x9f\x91\x8a\xf0\x9f\x91\x8a\xf0\x9f\x98\x88\nMohon USER\xe2\x80\xa6',0,0,0,1,0,0,0,1,1
1517,"RT USER: Awwww si koko badan sama kontolnyaa menantang, yukk ahh ko sini dicroottin kontol yg keras itu. Uuunncchh \xf0\x9f\x91\x85\xf0\x9f\x92\xa6\xf0\x9f\x92\xa6 URL",0,0,0,0,1,0,0,1,0
1518,RT USER: https:// #ngentot 1 ronde setelah subuhan ohhhh crottttt URL,0,0,0,0,1,0,0,1,1
1519,RT USER: https:// #ngentoto #mememk #lonte #lempung #kontol #crottt #jembut # pecuh URL,0,0,0,0,1,0,0,1,1
1520,"RT USER: Bajingan itu ada diantara kita, menjelang uts.'",0,0,0,0,0,0,0,0,1
1521,RT USER: #ngemut #kontol segede itu ... terus #crot di mulut .... beuh ... kenikmatan duniawi ya gays ... #gay #coli #bahan coli\xe2\x80\xa6',0,0,0,0,1,0,0,1,1
1522,RT USER: Kayaknya brondong ini ya #kontol #gay #coli #bahancoli URL,0,0,0,0,1,0,0,1,0
1523,RT USER: Morning gays .. udah coli pagi belum ? #kontol #coli #gay #bahancoli URL,0,0,0,0,1,0,0,1,0
1525,RT USER: Posisi begini .. mantep ... yo #coli #kontol #gay URL,0,0,0,0,1,0,0,1,1
1526,RT USER: Slim ... yuk #coli malem minggu ... #kontol #gay #bahancoli URL,0,0,0,0,1,0,0,1,1
1528,RT USER: Yang ber #tatto yg lagi di #entot ... kayaknya sih tailand punya ... enjoy gays! #kontol #coli #bahancoli URL,0,0,0,0,1,0,0,1,1
1529,"RT USER: bocah SMP jaman now,, colmek sampe becek \n\n#bahancoli #memek #colmek #colokmemek #jembut #memekbecek URL",0,0,0,0,1,0,0,1,0
1530,RT USER: lahap banget kl ketemu kontol g disunat \n#bahancoli #kontol #memek #ngentot #ngewe #blowjob #kulumin URL,0,0,0,0,1,0,0,1,0
1531,RT USER: memek rapet #memek #ngewe #ngentot #sange #bahancoli URL,0,0,0,0,1,0,0,1,0
1532,RT USER: Siswi madrasah ngentot di ke kebon\n\n#hijab #ngentot #ngewe #bahancoli #blowjob #kulumin #kontol URL,0,0,0,0,1,0,0,1,0
1533,RT USER: SKANDAL majikan dan PEMBOKAT.. memeknya masi rapet #bahancoli #ngewe #ngentot #memek #pembokat URL,0,0,0,0,1,0,0,1,1
1534,RT USER: USER USER USER kebanyakan alasan...\nsi banci bloon itu cuma TAKUT MALU... URL,1,0,0,1,0,0,0,1,1
1535,RT USER: Lihat Kelakuan Trio Cebong Brengsek ini.. Kalau Ketemu Orang2 ini Kalian Mau Apakan twip ? URL,1,0,0,0,0,0,0,1,1
1536,"RT USER: Thailand, negara di asia yg cowoknya punya kontol besar URL",0,0,0,0,1,0,0,1,0
1537,RT USER: Lagi VIRAL! Ngocokin kontol Om secuity sambil diemut download/streaming videonya yng kualitas HD biar puas link==&gt; http\xe2\x80\xa6',0,0,0,0,1,0,0,1,1
1538,RT USER: LINK BARU ! Yang ini nih baru Asli Bapak Indo yang nonton bakal ngaceng terus apalgi kalo download full video dari awal\xe2\x80\xa6',0,0,0,0,1,0,0,1,1
1539,RT USER: Goblok kok rauwisuwis ... #NakalBolehGoblokJangan URL,0,0,0,1,0,0,0,1,1
1540,RT USER: Kenapa ya orang Indonesia ini disuruh tertib susah banget? Salah satu contohnya adalah tertib untuk tidak naik ke KRL se\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1541,RT USER: #ICYMI SWAT SFC selamatkan monyet proboscis URL URL,0,0,0,0,0,0,0,0,0
1542,RT USER: Sekarang yang gembel gembel twitter dan whatsapp chat gak jelas di whatsapp langsung block apa lagi yang bebencongan m\xe2\x80\xa6',0,0,0,0,0,0,0,0,1
1543,RT USER: BINARAGA AMBON NGOCOK KONTOL SAMPE NYEMBURIN PEJUH URL,0,0,0,0,1,0,0,1,0
1544,"RT USER: Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL",0,0,0,1,0,0,0,1,1
1545,"RT USER: tidak ada takutnya para bajingan minoritas cina negeri ini terhadap mayoritas islam, terus berulang ulang melecehkan ulam\xe2\x80\xa6'",1,0,0,0,0,0,0,1,1
1546,"RT USER: kesel bat wa liat yg terlalu parnoan terus bikin video viral, ternyata dugaannya justru yg keliru.\n\nTipikal yg kalo nyebar h\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1547,"RT USER: USER Coba bersikap bodo amat sama hal yang ga penting dari hidup kamu. Kalo kamu buat kesalahan, gapapa, kamu manusia\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1548,"RT USER: Berbenah alon-alon. kurangi leh mu do mayak sebelum kick off blayer-blayer wira-wiri nggowo gendero mengatas namakan geng, ko\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1549,"RT USER: \xf0\x9f\x91\xa6: ""Jangan jahatin anak orang""\n\xf0\x9f\x91\xa8: ""Baru juga sekali udah diginiin. Haha""\n\nEmang mau berapa kali lo jahatin anak orang, suparj\xe2\x80\xa6'",0,0,0,0,0,0,0,0,1
1550,RT USER: Ngentot sama pacar di hotel.\n#ngentotabg #sange #toketgede #abgbugil #tantekesepian #memekbecek #tantebugil URL,0,0,0,0,1,0,0,1,0
1551,"RT USER: Akibat putus cinta, sahabat sendiri diewe juga yg penting sama2 lubang toh lebih rapet bool drpd memek USER USER\xe2\x80\xa6'",0,0,0,0,1,0,0,1,0
1552,"RT USER: Hentakan manja dr anak kuliahan, katanya penasaran pengen nyobain bool ya udah ade kasih aja asal kan ngga tanggung jawab k\xe2\x80\xa6'",0,0,0,0,1,0,0,1,1
1553,"RT USER: Ujan2 ngegodain tukan ojek pengkolan, mau juga ngerojok memek aku, kata si abang drprd pusing ngga ada duit mending buang p\xe2\x80\xa6'",0,0,0,0,1,0,0,1,1
1554,RT USER: Heran sama orang yang maksa maksa minta di follow-_-\nBeda loh yha mana yang minta follow buat bercandaan atau mana yang ben\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1555,RT USER: Banci mahal pelangganya keren2 \xf0\x9f\x98\x83. USER URL,0,0,0,0,0,0,0,0,1
1556,"RT USER: Mantap bgt bro, \nUdah ganteng, pake dasi, doyan ngentot lagi\xf0\x9f\x8d\x8c\xf0\x9f\x8d\x8c\n\xf0\x9f\x92\x8b\xf0\x9f\x92\xa6 \xf0\x9f\x98\x98\n\nRT, Like, &amp; Follow\n\n #gayvid #gaysex #gayvideo \n\nUSER\xe2\x80\xa6'",0,0,0,0,1,0,0,1,0
1557,RT USER: Niikmat banget duo cogant abizz lagi ngentot ...\n\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x92\xa6\xf0\x9f\x92\xa6\xf0\x9f\x92\xa6 URL,0,0,0,0,1,0,0,1,0
1558,"RT USER: Babang dgn kontol tebel, jembut rimbun, colinya bikin ngiler \xf0\x9f\x98\xb0 USER USER USER USER\xe2\x80\xa6'",0,0,0,0,1,0,0,1,0
1559,RT USER: Ngewe di pantai kayaknya enak bro \xf0\x9f\x98\x82 USER USER USER USER #gayvid #gaylokal #ngentot\xe2\x80\xa6',0,0,0,0,1,0,0,1,0
1560,RT USER: PINTAR DAN TOLOL ITU TIPIS BATASNYA.\n\nFahri pergi ke toko minuman keras mengendarai sepeda. Di sana dia membeli sebotol\xe2\x80\xa6',0,0,0,0,0,0,0,0,1
1561,RT USER: Yang langsung ngaceng harap di Retweet \xf0\x9f\x98\x81 URL,0,0,0,0,1,0,0,1,0
1563,RT USER: Persiapan malam jumat si #tantegirang yang mau #ngentot sama #kontolbrondong Aksinya kereeen!! \xf0\x9f\x98\x98\xf0\x9f\x98\x98\n\nSitus Judi Bola Online T\xe2\x80\xa6',0,0,0,0,1,1,0,1,0
1564,"RT USER: Mahasiswi dipaksa ngemot kontol Dosen sebelumndi entot, demi mendapatkan nilai yg terbaik di kelasnya \xf0\x9f\x98\xae\nURL",0,0,0,0,1,0,0,1,1
1565,"RT USER: Kata ""kita masih bisa jadi temen atau sahabat"" setelah putus itu ibarat jalan keinjek beling eh pas jalan selangkah lagi keinj\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1566,RT USER: Kirim foto kontol kalian yg full.\n.... kalo tertarik kita vc',0,0,0,0,1,0,0,1,1
1567,RT USER: woy tai kok gaada yang mau join \n\ntag closed agency basic',0,0,0,0,0,0,0,0,1
1568,RT USER: USER siapa yang telat ngasih tau elu?edan sarap gue bergaul dengan cigax jifla calis sama siapa noh licew juga',0,0,0,1,0,0,0,1,1
1569,"RT USER: ""Bisa kagak oum, buat dapetin jodoh.?""\n\nNtu mah pake pelet Jepang ajah dek. Lebih effektif.\n\nHonda beat dgn Honda Jazz ntu b\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1570,"RT USER: Syarat untuk menggunakan Tai Chi, kudu tauk apa yg sedang dimainkan oleh lawan. Kudu tauk materi yg sedang dipergunakan oleh\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1571,RT USER: melayani 2 kontol security di meeting room... RT for the video.. URL,0,0,0,0,1,0,0,1,1
1572,"RT USER: Kapan asu makan yang bukan haknya,\nKapan asu makan berlebihan,\nKapan asu pernah mencuri sebagaimana para manusia..\n\nDimana\xe2\x80\xa6'",1,0,0,0,0,0,0,1,1
1573,"RT USER: Ku dah padah eh, even kau bodo bulak curang pun dgn ompuan ya. Nya still maok kau. Segal sayang eh. Kau bodo sikpande hrgai\xe2\x80\xa6'",0,0,0,0,0,0,0,0,1
1574,"RT USER: Dari dulu USER &amp; USER sering langgar aturan UU, lu pade MINGKEM kek BANGKE!\n\nBegitu USER &amp; USER\xe2\x80\xa6'",0,0,0,1,0,0,0,1,1
1575,RT USER: Menang kalah dalam pertandingan itu sebuah keniscayaan..\n\nBukan sekedar kemenangan yang diharapkan..\n\nTapi usaha dan kerja\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1576,RT USER: Sebab tu tahun demi tahun semakin kurang peluang pekerjaan untuk rakyat sendiri. Warga asing ni semua dah bolot sektor se\xe2\x80\xa6',1,0,0,0,0,0,0,1,1
1578,RT USER: #TemanMakanTeman Ketika dia udah janji bakalan ngasi nyontek untuk ujian tp pas giliran ujian dia malah pura2 budek USER\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1579,"RT USER: USER gua galak, kasar, omongannya gabisa dijaga. \n\ntapi pacar gua selama ini nerima gua apa adanya, kalau sayang mah mau ka\xe2\x80\xa6'",0,0,0,0,0,0,0,0,1
1580,"RT USER: USER USER hey, u okay? macam org sinting aja hehehehehe kup tau'",0,0,0,0,0,0,0,0,1
1581,RT USER: Bangsat bajingan ini udah diciduk.\nMampuss!!!!!!!!!! URL,0,0,0,1,0,0,0,1,1
1582,"RT USER: Dari ribuan sperma yang berebut menetas, menjadi kampret adalah sebuah kesalahan alam..'",0,0,0,1,0,0,0,1,1
1583,RT USER: Benamkan Batang kontol mu ke dalam pepek ku syg ohhhh ahhhh anjingggg URL,0,0,0,0,1,0,0,1,1
1584,RT USER: Jd kan aku tempat pelampiasan nafsu mu syg... Pepek mami selalu terbuka untuk menyambut kehadiran kontol mu syg https:\xe2\x80\xa6',0,0,0,0,1,0,0,1,0
1585,RT USER: Semua lelaki yang udah pd ngentotin mami gak pernah bosen dengan jepitan pepek mami... mereka blg lbh puas dengan mami\xe2\x80\xa6',0,0,0,0,1,0,0,1,0
1586,RT USER: USER USER Karena partaimu pdip itu bajingan',1,0,0,1,0,0,0,1,1
1587,"RT USER: Joget dekat Raffi Ahmad, Ayu Ting Ting dibilang norak dan kampungan sama Nagita Slavina! Waduh, begini kronologinya: URL",0,0,0,0,0,0,0,0,1
1588,RT USER: ada yang mau kirim foto kontol gak nich ##sange #CHATSEX',0,0,0,0,1,0,0,1,0
1589,"RT USER: Rindu ini memang bajingan, datang sepagi ini.\xf0\x9f\x98\xa9'",0,0,0,0,0,0,0,0,1
1590,RT USER: Nek guyon marai mateni rejekine konco kui jenenge bajingan. Wes ora lucu meneh ketemune.',0,0,0,0,0,0,0,0,1
1591,RT USER: lanjut sambungannya.\nAsu nih bocah URL,0,0,0,1,0,0,0,1,1
1592,RT USER: USER gerombolan ini memang selalu butuh manusia tolol untuk jadi pengikutnya ! ... \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1',0,0,0,0,0,0,0,0,1
1593,"RT USER: mau kontol,kirimin dong'",0,0,0,0,1,0,0,1,1
1594,RT USER: Mash kentut bau babi',1,0,0,1,0,0,0,1,1
1595,RT USER: Cowok slim kontol lumayan \xf0\x9f\x92\xa6 URL,0,0,0,0,1,0,0,1,0
1596,RT USER: di doublefuck dua kontol besar URL,0,0,0,0,1,0,0,1,1
1597,RT USER: dientot trus dicrotin beberapa kontol. uuhh URL,0,0,0,0,1,0,0,1,0
1598,RT USER: digilir dua kontol besar URL,0,0,0,0,1,0,0,1,0
1599,RT USER: Enak nih dientot kontol panjang URL,0,0,0,0,1,0,0,1,0
1600,RT USER: Enak nya habis ngentot dimainin pejuhnya URL,0,0,0,0,1,0,0,1,0
1601,RT USER: Enaknya ngentot ramai2 URL,0,0,0,0,1,0,0,1,0
1602,"RT USER: Enaknya sama hyper, udah crot lanjut ngentot lagi \xf0\x9f\x92\xa6 URL",0,0,0,0,1,0,0,1,0
1603,"RT USER: Niatnya mandi bareng, eh ngentot juga URL",0,0,0,0,1,0,0,1,0
1604,RT USER: Paling suka ngentot sampai mentok gini URL,0,0,0,0,1,0,0,1,0
1605,"RT USER: kalo di catatan harian menantu sinting, lakban = laki banget, sementara itu lakban menurut definisi df USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 http\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1606,RT USER: Ternyata gak cuma gw yg pulsanya raib. Gw emang ngerasa sih kok kayanya indosat emang boros banget dan pulsa juga sering tib\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1607,RT USER: USER Kenapa pada jadi IDIOT semua ya???\nApakah ini azab dari Allah. ???',1,0,0,0,0,0,0,1,1
1608,"RT USER: Dear Bapak USER \n\nSelamat malam\nKmi acungkan jempol tuk Bpk serta jajaran Kabinet yg terus sibuk kerja,kerja dan kerja dg\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1609,RT USER: Drama drama sekarang ending nya kenapa pada bangke gini. Ya #Return lah ya #Misty lah. Gue belum nonton sampe ending tapi da\xe2\x80\xa6',0,0,0,0,0,0,0,0,1
1610,RT USER: Erma cewek singaraja.. Suka banget kontol.. URL,0,0,0,0,1,0,0,1,1
1611,RT USER: Stw bali...erma suka kontol.. URL,0,0,0,0,1,0,0,1,1
1612,RT USER: Stw singaraja suka kontol URL,0,0,0,0,1,0,0,1,1
1613,"RT USER: USER Agamanya sempurna, ummatnha banyak yg pinter kok. Kenapa yg goblok terus yg berani bicara.. hadeh!'",1,0,0,0,0,0,0,1,1
1614,RT USER: \xe2\x9c\x8dinstagram:fanyaclarisha\n\xf0\x9f\x93\xb2wa+6281294490616\nUdah lama gk di entot sama brondong lokal. Enak jug entotanya\n\xf0\x9f\x91\x8ddont forget #r\xe2\x80\xa6',0,0,0,0,1,0,0,1,1
1615,RT USER: Wa:+6281294490616\nIg:fanyaclarisha \nGak sabar pengen di entot sama kontol bule perkasa ini.\nEnak bgt di entot sama konto\xe2\x80\xa6',0,0,0,0,1,0,0,1,0
1616,RT USER: USER Ga bosen apa ngatain gila?',0,0,0,0,0,0,0,0,1
1617,"RT USER: USER Saya juga sebel kalo ada yg ngeroko sambil naik motor, yakan kadang engap kalo ditutup terus apalagi macet\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1618,"RT USER: admin kok dendaman, gausa jd admin tolol'",0,0,0,1,0,0,0,1,0
1619,"RT USER: USER Jadi inget dulu pernah rela fotoin tugas dan catetan, bahkan smp begadang bikinin tugas pas doi gamasuk krn bok\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1620,RT USER: nampak macam tak sayang tapi jauh dalam sudut hati aku sayang gila kot weh jangan la fikir bukanbukan ;)',0,0,0,0,0,0,0,0,0
1621,"RT USER: Niatnya pengen tidur tapi adek malah asik mainin kontol gede koko, kalo dimaini jadi ngaceng kan, keenakan kontol koko dek,\xe2\x80\xa6'",0,0,0,0,1,0,0,1,1
1622,"RT USER: DIA CUMA JAWAB""IYA GAPAPA, TAPI SUARA KAMU KOK KAYA DI TAHAN CHANGI, JADI KEDENGERAN KAYA BANCI""'",1,0,0,1,0,0,0,1,1
1623,RT USER: Pantat mn nh pngen nusuk dan ditusuk\n\xf0\x9f\x91\x89Open BO WA 08157686707\n #gaybrondong #massageboy #gayjakarta #gayjogja #gaytangger\xe2\x80\xa6',0,0,0,0,1,1,0,1,1
1624,RT USER: Ditunggangi kontol jumbo sampe bool ketarik. Nikmatnya ngentot URL,0,0,0,0,1,0,0,1,0
1625,RT USER: Liburan emang paling enak ngentot. Drpd gak ngapa ngapain mending enak enak sama gw. Buat yg mau booking DM aja. Anyway g\xe2\x80\xa6',0,0,0,0,1,0,0,1,1
1626,RT USER: Kontol bengkok\xf0\x9f\x98\x86 URL,0,0,0,0,1,0,0,1,1
1627,"RT USER: Nah lho....? Gw sih bodo amat, mo jungkir balik kek bodo amat,,, harus instropeksi diri dan mawas diri. apa dan kenapa...? T\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1628,RT USER: USER USER Ruhut tambah gila Tun \xf0\x9f\x98\x81\xf0\x9f\x98\x81',0,0,0,0,0,0,0,0,1
1629,RT USER: Hai kontol... Kangen km di line neeh...',0,0,0,0,1,0,0,1,1
1630,"RT USER: Sandiaga diduga kampanyekan Sudirman-Ida di masjid Solo, ini kata KPU | URL URL USER\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1631,"RT USER: Seekor monyet yang berada di Kebun Binatang Tianjin, Cina menjadi viral karena memiliki wajah seperti manusia. Monyet berus\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1632,RT USER: USER Knp gak Selamat Natal aja sekalian ? \xf0\x9f\xa4\x97 hehe...dasar si mimin bolot ! \xf0\x9f\x98\x9d',0,0,0,0,0,0,0,0,1
1633,RT USER: Bolehkah rindu pada yang kau sebut bajingan sekalipun?',0,0,0,0,0,0,0,0,0
1634,"RT USER: USER Heran juga saya, setan iblis pada kabur dan takut kalo mendengar Azhan, tapi ini mahluk Allah yg satu ini anteng s\xe2\x80\xa6'",1,0,0,0,0,0,0,1,1
1635,RT USER: Prank level tai anjing... URL,0,0,0,0,0,0,0,0,1
1636,RT USER: USER Tak la. Dia minum air ja sebab dahaga. Nak kena samak lak bekas air ni. Kucing abang ni muslim kuat agama lak\xe2\x80\xa6',0,0,0,0,0,0,0,0,1
1637,RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol',0,0,0,0,0,0,0,0,1
1638,"RT USER: Hei kunyuk USER, supaya ente paham ya? Prabowo Subianto jadi capres aja udah salah apalagi jadi presiden?! PS mem\xe2\x80\xa6'",0,0,0,1,0,0,0,1,1
1639,RT USER: ad yang mau contactnya? Retweet sekarang ya.....\nBanyak banget kenalan tante jilboob sange..\nIni Namanya Tante dea... O\xe2\x80\xa6',0,0,0,0,1,0,0,1,1
1640,"RT USER: Apik Elekku kui urusanku,Nek raseneng karo aku yowis mingkem rasah nyangkem,Sorry nek aku macak picek macak budek karo wong\xe2\x80\xa6'",0,0,0,0,0,0,0,0,1
1641,RT USER: USER Apa ga bosen bergaya monoton dr tahun atu sampe 2018 kok gaya jualan CITRA dgn pasang wajah melas terus rakyat sj\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1642,"RT USER: Sebagai melayu kita haruslah meletakkan dosa pada tempatnya, sebagai contoh yang paling utama ialah tudung. Sewajarnya kita tek\xe2\x80\xa6'",0,0,0,0,0,0,0,0,1
1643,"RT USER: USER jawab aja\n\nkak lo org nya asik\ntp sayang omongannya kaya org goblok,jd bikin ilfeel\nmaaf ya\ngausah kebanyakan ng\xe2\x80\xa6'",0,0,0,1,0,0,0,1,0
1644,"RT USER: Ayat \xe2\x80\x9cbossku\xe2\x80\x9d dengan \xe2\x80\x9cmaju lu sini, anjing\xe2\x80\x9d ni memang sedap diguna. Satu terlalu sopan, satu terlalu kurang ajar.'",0,0,0,0,0,0,0,0,1
1645,RT USER: mau masak eh malah di ajak ngentot sialan URL,0,0,0,0,1,0,0,1,0
1646,RT USER: USER artinya Banci nya randa',1,0,0,1,0,0,0,1,1
1647,RT USER: Kampret kampret. Braninya cuman dlm ml doang. Sini lo. Gue jolok2 mata lo. Taik hahahaha #cumabercandagaiss URL,0,0,1,1,0,0,0,1,1
1648,RT USER: USER USER USER USER USER USER USER USER USER\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1649,RT USER: ummi sampe kempot2 gitu pipi nya....doyan ya ummi sedot kontol URL,0,0,0,0,1,0,0,1,1
1650,RT USER: Saat kesabaran diuji. Tp dia nya tetep kaya babi',0,0,0,0,0,0,0,0,1
1651,RT USER: Tutorial Ngeluarin goblok dari otak....',0,0,0,0,0,0,0,0,1
1652,"RT USER: \xe2\x80\x9cMaju lu sini anjing"" - Fanny\n\nBabi lah, sakit perut aku gelak \xf0\x9f\xa4\xa3 URL",0,0,0,1,0,0,0,1,1
1653,RT USER: Memek kalo udah basah gini enak banget keluar masuk pake jari jadi licin.',0,0,0,0,1,0,0,1,0
1654,"RT USER: temanin ines malam ini dong bang, ines sange berat, yang mau hub ines ya +62823-9111-5459 di jamin puas #bispak #janda #meme\xe2\x80\xa6'",0,0,0,0,1,1,0,1,1
1655,RT USER: Masih kaku untuk berlagak\nMasih gilakan membuat corak\nMasih lagi cuba mengorak\nMasih lagi terus bergerak\nMasih ramai yang\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1656,"RT USER: PERSIB BUTUT, SOLER GOBLOG'",0,0,0,1,0,0,0,1,1
1657,RT USER: Selamat siang lanjutin ngentot yuk di hari jumat #ngentot #meki #memek URL,0,0,0,0,1,0,0,1,0
1658,RT USER: kontol si abang mengucapkan selamat pagi URL,0,0,0,0,1,0,0,1,0
1659,RT USER: pengen qmu kontolin sambil ngentot ma suami.... URL,0,0,0,0,1,0,0,1,0
1660,RT USER: SESUAI JANJI WOI. LU BALIK JD KIBUM ANJER! KUNYUK DAH BACK EAK USER USER \xf0\x9f\x98\x9a\xf0\x9f\x98\x9a\xf0\x9f\x98\x9a',0,0,0,0,0,0,0,0,1
1661,RT USER: jangan bagi orang lain kawal hidup kita. Kita sendiri tentukan nak jadi apa. Nak nampak bodo ke nak nampak pandai ke n\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1662,RT USER: Kakak : Kau bila nak kahwin?\nAku : Malas.\nMak : Kau takde pakwe ke?\nAku : Malas.\nMak : Kau cari la pakwe. Kawan lelaki kau k\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1663,"RT USER: Tonton,Perhatikan, dan Praktekan Mantap Need stronger bottom like that Anjing parah,, #gayvideo #gayvid #Gvid #gayBandung #g\xe2\x80\xa6'",0,0,0,0,1,0,0,1,1
1664,RT USER: Baru di gituin sama pemain persija udah kayak kebakaran kumis\nSuporter kok baperan!!!\nengga inget kelakuan kalian ke pemain\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
1665,RT USER: Engga salah lewat jalur hukum? untung tai manusia gak bisa ngomong coba kalau bisa ngomong mungkin tai yg nuntut kalian\xf0\x9f\x98\x81\nBa\xe2\x80\xa6',0,0,0,1,0,0,0,1,1
1666,"RT USER: Udah sok tau, trus komentarnya sok pinter pula. Hhmmmm.... Pengen gue gampar bibirnya pake wedges bencong'",1,0,1,1,0,0,0,1,1
1667,RT USER: ABG generasi micin udah hapal kalo gesekan kontol dimeki itu nikmat. URL,0,0,0,0,1,0,0,1,0
1668,RT USER: Kecil kecil ini cwe udah jago ngentot sama brondong cakep lagi. Bikin tante nafsu aja buat nyari brondong. URL,0,0,0,0,1,0,0,1,0
1669,RT USER: Retweet sayang... Yang mau belajar ngentot sampe pasangan kalian terkencing kencing.',0,0,0,0,1,0,0,1,0
1670,RT USER: Siang-siang gini enaknya disepongin sama pecun. URL,0,0,0,0,1,0,0,1,1
1671,"RT USER: Buat cewe-cewe nih...kalo kalian udah cape-cape dandan berjam-jam, terus cowo lo bilang:\n\n""Aku lebih suka kalo kamu polos\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
1672,RT USER: Ngentot Dengan Sekertaris Yang Sexy\nURL #ceritadewasa #memekmerah #MEMEKBASAH #memekjanda\xe2\x80\xa6',0,0,0,0,1,0,0,1,0
1673,"RT USER: Gda kontol, bunda pke timun aj \xf0\x9f\x92\xa6 USER USER URL",0,0,0,0,1,0,0,1,1
1674,RT USER: 5 Posisi Seks Video Tante Ngentot Cara Bercinta Di kamar Mandi \nTontong Selengkapnya : URL Lu\xe2\x80\xa6',0,0,0,0,1,0,0,1,1
1675,"RT USER: kalo di transformer biasanya mobil berubah jd robot, kalo unbk biasanya orang pinter berubah jd haji bolot.'",0,0,0,0,0,0,0,0,1
1676,"RT USER: Aku: ya Tuhan gini amat hidup ku apa sih salah ku\nTuhan: banyak, goblok.'",0,0,0,0,0,0,0,0,1
1677,"RT USER: Sumber daya negara punya siapa menurut undang2? Rakyat yg susah, komplain dan perpendapat (dan itu dilindungi undang2), rakyatn\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
