Tweet,Class
والله العظيم أنتم فعلاً اكبر اكذوبة وأغبى من كذا ما فيه ي  	,1
والله اذا بتسد بلعك بكون اريح العمى ما ازنخك 	,1
أكبر من ألحذاء بشوي 	,0
بالأذن من وليد بك الصيت لحضرتك والفعل لغيرك بخصوص تقلب المواقف السياسية مش عم نستطيع نلحق على تقلب مواقف الوزير جبران باسيل	,0
شو صار بالاخبار المقدّم ضد حضرتك من قبل مجموعة من المحامين بجرم اثارة الفتن والتعرض للسلم الأهلي؟ 	,0
العمى ما اجحشك روحي اسألي من وزير شؤون النازحين ومين عم بستلم أموال النازحين قبل ما تتفلسفي شو النفع اذا بنت حسب ونسب وجاهله  "ينعقون مع كل ناعق"!	,1
لا ولو النازحين بيستهلكوا   ميغاواط خلي الأرقام دقيقة	,0
اعملو لي بدكن ياه كل شي بوقتوا حلو والبحر بكذب الغطاص والله كريم 	,0
يقطع عمرك ما ابشعك 	,1
معليك الفساد من رأس الهرم البلد كلوا فساد شو وقفت على هيدي المخالفة بس الاهم انو العهد قوي 	,0
ليكون بمعلوم معاليك لم ينجح اي علوي بالرغم من الوعود الكثيرة التي وعدنا بها التيار الحر وباقي آذار هذه مهزلة 	,0
مياومو الإعلام بدا ثورة على الي عم يمول محطات تلفزيونية لبث شائعات على العهد وفخامة الرئيس وعلى وزيرنا الملك جبران 	,0
عاهرة 	,1
قطر لها سياستها و حساباتها و كن اكيد انه لم يكن ليدعس في لبنان لولا خلافه مع السعودية و علاقته الجيدة 	,0
فهمه لهالحيوان باسيل 	,1
شو السر كل ما يعمل جبران باسيل مقابلة مع محطة أجنبية يعطي الحق لاسرائيل بالوجود	,0
هيدول النازحين شو طينتهن يرجعوا ع بلدهن ولك يرحموا انفسهن ويرحمونا العمى بقلوبهن شي بيجنن	,1
يا بهيم قطعنا علاقتنا مع ذيلكم قطر بسبب استضافتها و دعمها للارهاب	,1
بس كيف بتساءب ما بتهاجموا الا جبران باسيل   	,0
بدك تسألي معلمك كيف نهب الدولة ومرافقها ومرافئها وكيف نهب الناس ودفّعهن خوات اسأليه عن احواض المرفأ	,0
عافية الشام عافية الأمة 	,0
ههههههه خراس البرازيل مهاراتهم اخسن من لاعبين الفريق اللي يلبس مخطط	,1
نحنا اهل الجبل مش معبرينك ومتبريين منك بدك بفنزويلا يعبروك الله يثبت علينا العقل والدين 	,0
أخي المريض قم بزيارة مستشفى الأمراض العقلية قبل أن يستفحل فيك المرض الخبيث 	,0
وطننا يحتاج الى مسؤولين جدد 	,0
شاوري معلمك طنبر الجاهلية بالأول قبل ما تغيرييها بلكي ألو رأي تاني أو مثل عادته بيستعين بصديق حبيت 	,1
خوش معارض واطي والله	,1
يا عفيف يا شريف يا طاهر لازم ينعملك مكان لنصير ناخد بركاتك واخلاصك يا حرامي المدينة وقاتل محمد 	,0
ايه كنتوا رحتوا عند جبران باسيل تشكيتوا هودي حلفائكن إلي قالوا عن شهداء الحزب الإشتراكي الي حموا عرضك	,0
نحن بحاجة الى وطن خالي من امثالك   متى ما ذهبت يا وئام الوطن بألف خير 	,0
جبران باسيل حليف المقاومه بحديث مع	,0
هلق جماعة نحنا فينيقيين متلبكين إنّو نكون ضد تونس لانن اسلام ولا نشجعون لأنه سليل الفينيقيين؟	,0
حاطين جبران باسيل وقاعدين جبران قال هيك جبران حكي هيك روح يا بهيم شوف زعيمك لي ناهب البلد من سنة وبعدو	,1
شكلك مغروم بالصرامي 	,1
توقعات ابو الزوز لسنة طالما انت لبناني شو ما كان برجك جاييتك ايام خرا و خوازيق ايفري وير	,1
حافظ اسد و السلالة اذواق لك هاد كهريس صرف صحي كبينة خرا اذوااق مين يا امة الله	,1
الف تحية لأمير دولة قطر 	,0
ياليت تجارنا مثله 	,0
اننا على ثقه انك لن ترتاح قبل انا تبين الحقيقه مهما عمل من تضليل 	,0
ولي كلي حالك بقى وانضبي العمى بقلبك شو وقحة لمعلوملتك بالحرب فيه البريء يفل متل اصحابك النازحين والباقي مانه بريء	,1
فرنجيه وبرّي وكرامي الى مزابل التاريخ الوراثه السياسيه يجب أن تنتهي وبرّي أمير ومجرم حرب قذر 	,1
أصابني الشك انه من عائلة الأسد وتبناه لبناني	,0
جبران باسيل بدو يعلم أمريكا ولندن كيف تدير بلد من دون ميزانية   ونحن آخر انتاج عنا كان بسكوتة الدبكة	,0
انت ما جاوبتي عالسؤال وهاب ماذا عن ثروته يا لولو التوحيد  	,0
كلام أصاب كبد الحقيقة 	,0
لعله يكون المدماك الاول لإلغاء المحاصصة الطائفية في الدولة 	,0
وهاب أقترح عرض عماد عثمان على طبيب نفسي قبل أن يدمر المؤسسة 	,0
العاهرات اشرف من طبل الجاهلية 	,1
قطرلم تبن بيوت أهل الجنوب قطر ساهمت في إعادة بناء البيوت التي دمرت في بنت جبيل وعيناثا وعيث  	,0
جبران باسيل هدد إسرائيل بأمنها وقال إذا كانت إسرائيل تريد حقاً أن تضمن أمنها وهذا من حقها  اذاً عليها أن تتوقف 	,0
هل لنا برجل كهذا	,0
مياومو الإعلام موضة العصر فقط للهجوم على العهد وعلى جبران باسيل	,0
بس حابب شوف كلاب العونية كيف راح يكون تعليقهم على وزير الصحة بس اكيد راحً  يطم رؤوسهم بالوحل	,1
ازا بآسيل ما صارلو يبلع البلد ما راح تتشكل حكومة صار وقت الحربري يوقف فجع جبران	,0
السيد جبران باسيل بعيداً عن أي تصنيفات سلبية واعتبارات سيئة لا تليق بي	,0
اخذتوا ارضنا و قتلتوا شعبنا و جاي تدافع عن فلسطينييه بامريكا  يا زلمه كول هوا	,1
احترم مشايخنا يا قرد يا حقير يا نتن يا عفن يا كيس باطون 	,1
كفو 	,0
سكت كلاب العونية فلت كلاب حزب الله القافلة تسير وكلاب حزب الله تنبح	,1
نحتاح شعب جديد 	,0
زبون السوريين منذ اكثر من عشر سنوات 	,0
عقابك قريب 	,0
يللي عملولك شد عصب وانتخبتن روح شد عصبك ودفاع اشتراك موتور عصر الإنجازات	,0
نحن ما نطلبه من مشيخة العقل ان تكون لكل الدروز وليس لفئه دون أخرى وهناك وقت لتصحيح الخلل أينما ما وجد 	,0
ما تقول الا عوني فلتان من الزريبة لا أهل ربو  فيها  كلاب العونية ما عندهم غير قلت الأخلاق مثل معلمينهم    	,1
متى دعمت السعوديه داعش والنصره	,0
هل يجوز أن تبقى دولة يقودها مجنون هو يوسف القرضاوي يفتي لها بالقتل والتخريب وهي تدفع لتنفيذ فتاوى هذا المجنون الذي  	,1
وقت جبران ما ب كفّي لبنان	,0
تعا لدق راسي فيك يا حيط و بالنسبة للكلاب العونية احلى كلاب ع المزابل	,1
ههههه كيف عرفتي	,0
كول هوا يا كلب انضب	,1
أنت منافق وفار مز العدالة 	,1
روح لطوم راسك بالحيط و عيط ما شفت اوسخ من كلاب حركة امل من كبير العيلة و نزول	,1
شو خلصنا من العونية طلعولنا كلاب نصرالله يهوشو	,1
كول هوا ولا	,1
يسعد صباحك يا ريس 	,0
ههههههه على فكرة بس اقرأي رد وليد بيك منيح حاجة تتحمرني	,1
أمير قطر يأتي بأوامر أمريكية لمهمة محددة وهي تحويل المؤتمر منصة ضد سورية والتحريض على رئيسها	,0
الكل يتكلم عن الفساد والكل يُتهم الطرف الاخر وكأن الاشباح هي الفاسدة وأهل السلطة أهل الخير والشرف مش مقبول	,0
شو قطر ماعم تدفعلك	,0
كيف تضعون حدا لقطر أخبرنا حضرتك 	,0
انتو العونية ضيعان الحكي  معكون  ارطيط كلاب  كيف الله بلى لبنان فيكون	,1
شكراً جبران باسيل على كل الجهود التي قمت بها من أجل انجاح القمة شكراً لك على مقررات الخاصةً بالنارحين السوريين	,0
سدو يا خروف قوى نبضك هلق العقاب لوهاب وهاب قاتل ابو دياب 	,1
اردوغان اكل هوا	,1
مجتمع من الخراف سيحكمه عاجلاً ام آجلا حكومة من الذئاب برتراند دي جوفنيل 	,0
مدري مين   زبط اخلاقك 	,0
العونيه كلاب بدهن عظم يا بيك عمبيعوو مثل الكلاب الجربانه	,1
تركي العونية و جماعة حزب المخدرات يعوا كلاب جربانة	,1
اخت الزمان يللي خلا كلاب المزابل يطلع صوتها لكل الجرادين العونية الالاهية برد و بقللن انو سامي الجميل عندو عنفوان    	,1
عنا تاريخكم ببحمدون ومنعرف مين اقتحم ومن سرق البيوت قلتلك حاور بأحترام	,0
ليه بتحب تجيب البهدلة لحالك	,0
عيب ما بجوز هذا التخاطب لو سمحت نحنا أهل 	,0
يجب تطهير المجتمع المسيحي من الجرثومة العونيه انهم كلاب الوطن	,1
وقح واطي بلا أدب عاطل يهودي محنك لئيم ومع هيدا أوسكار احلى منك انت روح خلي ايران وإسرائيل يلعبوا معك وفيك	,1
ما تكون مثل جبران	,0
المخلوقة بتناقشك بكل احترام و انت قاعد تولول متل العجيان و ما بدك تتبلك؟ حقك بلوك يخلع رقبتك	,1
كلنا معك جبران باسيل	,0
رح إتركِك لأن تعبت من القلق انو شي يوم تتركيني	,0
زرع شعراته ولوووووو فيهن    	,0
هيدا  تيار حقود يهودي مفكرين حالن أحسن بشر وهني من أسوأ بشر ربنا جابن	,1
لا ولو عمل كثير خير معنا و مع سوريا ولوووووو 	,0
بتقصود ممارسات مثل ما قال الحمار وزير الخارجية جبران باسيل؟ والله بهدل حالو وبهدا لبنان على ال	,1
خلص زهقنا منك أول فترة كنت مهضوم و نضحك عليك بس 	,0
هيدا ايراني فارسي يهودي من احفاد القرده و الخنازير	,1
شركة روزنفت خبيرة بدفع الرشاوي جبران باسيل	,0
يا اخي هيدا يهودي شو بفهمو بالفقه وتعاليم الاسلام يلعنو ويلعن سلالته	,1
نحن نعمل ضد جبران باسيل لانه العدو الاكبر للمسيحيين في لبنان	,0
وللحق هم كارهون 	,0
بصوت ولولة خليعة هدول البقر بيفهموا بالحرية أصلا صحلون سيادة الرئيس ماكرون يقبر قلبي يلعن ابوك يا حمد عم توجه الخونة يخربوا البلد	,1
جبران باسيل ما بعتقد حدا يسمح لنفسو يحكي معي هيك	,0
من يحاسب عماد عثمان اذا كان اللص والشرطي والقاضي والسجان شخص واحد	,0
كنعان يمكن في كتير ما عملوا نوّاب قصدك جبران باسيل	,0
مو مشكلة نحن نشيل عنك بنت العم بدنا خدمة بس	,0
زعران تيار المستهبل يطلقون النار احتفالا بخيبتهم وفسادهم	,1
كل ما تحكي بشم ريحة ما بتسوى 	,0
قللو يا حمار انا أصلا ما بتفرج ع يا حمار معبى ببنطلون	,1
تيار المستهبل يحكمه الحميري	,1
جبران باسيل مالئ الدنيا وشاغل الناس	,0
تيار الفتنه والكذب والتحريض  تيار المستهبل	,1
صحيح ما في اي شك بس الدروز كلاب و خونة	,1
وظيفتو يهاجم جبران باسيل	,0
كول هوا اختك شو كذاب وابن حرام وابن زنى أربعين سنة وأنتم حاميين اسرائيل وهلق عّم تتوعد بضرب تل ابيب شو هالنفاق	,1
الدروز اكبر خونه للامه العربيه وهذا يكفي	,1
مثل ما سعادة السفير يبني العلاقات السعوديه اللبنانيه	,0
شكرًا قطر وهيدي ألك يا معفن 	,1
انت كلب لكن دامك رخيص ماهي مشكلة نعطيك لقمة العيش ولا أوصيك ياالرخيص عليك ف قطر سبها لأنك منت فالح ف غير السب   	,1
يا الدرزي المعفن فيصل قاسم إش تعليقك على السرسري العذبه يا فصعون الدروز خونه	,1
ولك ليش حاطط بكعارو ههههه 	,0
سوري وتتكلم عن الأصول  ياكنعاني مافيه مقارنة بينك وبين أهل الخليج أنت مو عربي حتى أشكالكم مو عربية بقايا مستعمرين وملقطين من كل قارة ههههههههههههههههه	,1
ولك ستحي عحالك ولك يقذر 	,1
والله لن يأتي جبران باسيل إلى نصف مستوى الشيخ بشير الجميل والرئيس كميل شمعون	,0
صادق 	,0
ناهب الدولة مش خائن	,0
سوري بس شو خصك روح شراب يلي بتحب	,0
أنا واحد من البشر بكره الفلاحين	,1
إذا كان حبيبك ضيعجي وقلك بحبك أكتر من موتوري لا تخسريه يا بنت هيدا بيكون بيحبك بعد الرب والله 	,0
الف تحية للموحدين الأحرار لا للتفرد بقرار الطائفة وبمقدراتها وليعلم القاصي والداني أن طائفتنا المعروفية ترفض الدكتاتورية 	,0
واحد مكيف إنه النهيق تبعه أموي شو بده يطلع منه	,1
عن جد وقح	,1
منك عارف كيف بدك تتبهدل عم تشتري البهدله لحالك مشترى البصله بصله بعمرها ما رح تصير فريزه 	,0
ظاهرة المذيع الطنبر بلا مؤاخزة	,1
طبعا جبران باسيل  فهو الاكثر ذكاءً نشاطاً وخبرةً وبالتالي سيكون الأفعل والأكفئ مع كامل إحترامي لشخص الو 	,0
يا ترى ما هو موقف حماس من القصف الهمجي على مخيم اليرموك	,0
بشار الجحش ابن ابو سليمان ضيعجي نصيري خنزير وكتير رح يبقى الى الأبد مثل ابوه الخنزير الكبير ما عاد ألكم محل بسوريا يا خنازير	,1
شووو بتئول يامعرص هذا حساب حماراتي ريحت وزار وصخ يابو ريكي   	,1
افي بغل وانت بيك جنباط موجودين انتو بغال بجدارة وانتو ملوك الفتنة وبيك كلب اصلي اميركي يا هلا 	,1
يا فهمان الدولة مش عم تأمن للمواطن اللبن 	,0
جبران باسيل وعمه جنرال اسرائيل سابقاً العماد ميشال عون يمثلون سياسة الزباله التي قدمها سيدهم نصراللات لهم على طبقاً من الخياسة	,1
عندما يتوقف شاب بتهمة المخدرات يتسارع بعض المتملقين لإخراجه من السجن  فمجددا بفضل المرجع الكبير	,0
معالي الوزير حضرتك واعي شو عم تحكي أي نتائج وأي مباراة مطبوخة وخالصة كل مباراة خارج مجلس الخدمة المدنية	,0
طلاع من الخسة وشوف حواليك انو نص البلد عم يحكي متلي انو شو بدا شطارة وتخصص تا يحكي الواحد بمواضيع طالعا من مناخيرنا وإبن عشر سنين بيحكي فيها بعدين احترم لأن وحدك بتاكل هوا	,1
لك بحضي هالرائد أفي منو	,0
ولاك انت بدك مين يضحك عليك انت كركوز بحد ذاتك حقك فرنك إيام الغلا وكشتبنجي عايش عالتشبيح وكل العالم بتعرف 	,1
احسن شي تالتا أنو يلي راحوا مش لعبة أمم   بس ليه بنشرات الأخبار عندك مش مصدقة أنو حدا مات وكان كل تركيزك أنو مسرحية	,0
ولن ترضى عنك اليهود ولا النصارى ولا المسلمين ولا النباتيين حتى تتبع ملتهم	,0
اسسس شو رامبو انتي حبيب فياض حر برأيه تماما متل ما جبران باسيل حر برأيه و حكيه المستفز كتير روق يا غرندايزر 	,0
شو عم تبع رسايل لجماعتك بقطع المي ياعديم الانسانية يافلاح يا ضيعجي ويا فلاح خود الفلسطنين يلي خايف عليهن ع قطر مو ناقصنا قرف بسوريا	,1
اصلن مدعوس بس زيادة الخير خير 	,0
كبيييييره  	,0
وطننا ليس فقط بحاجة لضمائر مسؤولين نظيفين القلب والكف بل بحاجة الى شعب يحب هذا الوطن ويحافظ على نظافته  	,0
الاستاذ أبراهيم قال أنو كان في تجاهل تام من الوكالة الوطنية للأعلام وتلفزيون لبنان كتغطية وكحضور	,0
يعني يا انت أهبل يا مصدق حالك	,1
وانت من الدروز يافيصل وبتكتبو الخضر وشعيب وشبعرفني شو نسيت نجمتك الخماسية يا فلاح يا ضيعجي	,1
علي كول هوا من بعد امرك	,1
يازينك ساكت  جبران باسيل	,0
رد السعوديين ع كندا بيخري إنتي حمارة ولا بتستحمري	,1
ضحكاتك في عزاءه وفرحتك في اعادة تعويمك من حلفاءك لقطاء ايران خير ادلة معنوية على ضلوعك 	,0
سوريا منبع الإنتصارات 	,0
انت عقدة النقص يلي عندك انك فلاح ودون ابن المدبنة لهلاء ملاحقتك حتى لو تعلمت يا فلاح بتضل ضيعجي وبتضل دون	,1
انا مش عم صنف حدا	,0
نحتاج الى رؤيويين جداد 	,0
مش ليكون جنبلاطك درزي بالأول 	,0
اوعا تكون القاضي بحياتك 	,0
انت حمار يا عبد الله ولا بتستحمر	,1
انت بتطلع الكلمات من طيزك وبتصفها ورا بعض اعتباطيا الفلتر آخذ عقلك الخرا	,1
نعم يافلاح  يا ضيعجي ياتافه يا درزي باتحكي عن السوريبن وانت اول من يتمنى موتهم وفنائهم وتبقى طائفتك الدرزية ياحشرة	,1
يا ترى كيف العالم كله متآمر على البطل بشار وصرله سبع سنين عم يدبح بالسوريين وما حدا لهلا استغل الفرصة ليتخلص منه	,0
نحتاج الى دولة جديدة 	,0
يرحم أبوك 	,0
يلعنو ويلعن يلي حاوي بلا خواجا بلا زبالة 	,1
ما تكون مفكر جبران باسيل اله لا يا عمي زلمي متلتنا متلو	,0
بس عميتنا بنورك وايمانك يا بيك	,0
تغريدة وموضوع حلقة تافه ومبتذل متلك يافلاح يا ضيعجي ياحاقد طبقيا خمس سنين صامدة بالسنة اكتر من العلوي والقصدعن العدد وليس محبة البلد	,1
قانون طائفي مفصل على قياس الطوائف هو الذي انتج ضباط الأمر الواقع على شاكلة عماد عثمان     	,0
ما فيك تطلب هيك طلب لأن لازم يتغير اسم تويتر لاسم جبران باسيل	,0
مو جبران باسيل لي يقرر إن أمن إسرائيل حق والا ما حق	,0
سيحاكم هو وليد جنبلاط قريبا على رءيس الجمهورية بلتحرك السريع لانه قاتل ابوا دياب بلتامر مع وليد جنبلاط هذا هو الملف 	,0
والله وصاير شعراوي يا واوي بعرفك حمار ما بتحكي غير كلمتين حافظن لتسب العالم   	,1
هذا هو مستوى فهمك وهو دليل على انك حمار	,1
اعلا شي وصلت له يا فيصل ان تكون لاجئ درزي قذر في قطر هذا انت	,1
بحس انو بدك ضبان للسانك لانو اطول منك 	,1
و قبل ما نقول معاليه شو سب   نتذكر مين الي علقلو مشنقى بي طرابلس و لا مين تابعين نتذكر الصور  	,0
لا بس الوطن بدو تكنيس من ل متلك 	,0
سعودي كلك اسيد مش فخر 	,0
هل رايتم عصفورايفضل البقاء في قفصه خوفا من رصاص الصياد 	,0
كول هوا كذاب وفاجر وبابوجي أنضف من لحية حسن البنا وايردوغان الماسوني متعهد الشرق الأوسخ الجديد لكن وعد 	,1
ليك منقص حرف بكلمة ضابط سوي قصدك سوري 	,0
جبران بن جرجي باسيل	,0
متعود تنشر قذارتك يا فيصل القاسم درزي قذر  	,1
الله لايبارك فيك ولامرحب فيك اطلاقا على الكرة الارضيه مابتسوا ليرة بايام الغلا وهل اسيادك اشرف من جزمت امير قطر ياح  	,1
تجربة رائعة تفضل معاليك 	,0
بشار قتل وشرد ويتم شعبه ركز على شعبه مش حرب دول بشار خطف وقتل وذل اللبنانيه بما فيه الكفايه 	,0
شكلو سيادة اللواء رايح على إدلب بالزمانات مسطهج عالأخير الحجي	,0
خائن وعميل في بلدي روح فوت بطيزه لبشار وريحنا منك 	,1
والسيد حسن مو هو نفسه حسن نصر اللات عبد ايران هذا الي أقصده  وسؤالي هل وائم معا سياسته ولا ضده فقط	,1
انت درزي يا كلب يا فيصل زباله القاسم هذا موضوع لا علاقة له بك يا واطي يا قذر يا عميل و مشرد و كلب الدروز النباح عليه كول من البياره اللي انت فيها و قفل نيعك يا كلب	,1
اذا هو مجرم انت شو بشرفك اصلا لو عنا دولة متل الخلق والعالم كنت هلق يا بالحبس  يا مجنس سوري	,1
الله يفصل راسك عن جسدك يا درزي يا قذر	,1
بعد أن قُتل مليون وسجن نصف مليون وهجر ونزح عشر ملايين لازال السوري الأهبل متفاجئ من التعفيش بيجلطوا بلد هالسوريين	,0
والله أنت شخص أناني لا يمث بصلة لأبناء لبنان الكرماء كم أعطوك أل سعود لتغرذ بهذه التغريذة 	,0
محل نقاط امك يا حلوة 	,1
شو محشش هيدا	,0
جبران باسيل الوزير الملك تحياتي لك صديقي الطيب	,0
لو مواطن عادي بنى خيمة قرميد ليستر عائلته لتحركة كل اجهزة الدولة وعندما تنهب مافيا السلطة الاملاك العامة لا تحرك  	,0
صباح الخير كول هوا	,1
انت سوري درزي اكيد او علوي او خربطلي  اخرس ولاك  انت وبشارك معك	,1
أصحاب الرؤوس الفارغة ما عندا شي غير تهاجم الوزير جبران باسيل	,0
تدري انك علاك وقليل حيى بس مع الاسف انك محسوب عالسوريين ياواطي روح ولاك عرص درزي دورلك على عجل يانذل	,1
رب ضارة نافعة وصول جبران باسيل الى الرئاسة يعني اننا وصلنا الى حالة الاحتضار الكامل	,0
هلأ لحتى حسّوا إنه الوحشية بالآخر بتوصل الكل	,0
كول هوا ولاك درزي الكلب	,1
ولاك انت مسيحي شو لويش حاشر منخارك بين المسلمين	,1
من شو بيشكو القصار الرئيس عون قصير و جبران باسيل قصير وغابي بهامس قصير من شو بيشكو   	,0
ولاك حيوان بدوي نحن بسوريا اذا حدا بقول ديني علوي او سني مندوس ع راسه نحن دينا سوريا يا كر يابدوي	,1
عميل وغلام صغير للمخابرات السورية شخص رخيص و سعرك معروف 	,1
كول هوا من باب الاحتياط	,1
بتعرفي تقرأي؟ قلت حرية شخصية بس قلة ذوق ووقاحة يعني لو حدا إجى بده يحاكم هديك الوحدة لإنها ما قبلت ترد السلام ما رح أقله ينصر دينك رح أقله يلعن شكلك	,1
السيد حسن جبران باسيل صادق	,0
صحيح انما واسطة التيار الوطني الحر ظاهرة في نتايج كتاب العدل اين الكفاءة في جيب جبران باسيل	,0
على أساس انتي احسن من البدو اول شي يكون عندك كهربا بعدين بنعيب على الناس 	,0
هاد تهليل لجبران باسيل قال شحدها من امير قطر عفوا طلبها طلب على اساس يعنل شي نجاح شخصي فاعطاه قرض ونبسطوا عليه لانو اجيت الرزقة 	,0
جبران باسيل فخر الصناعة العونية الباسيلية	,0
الله يطول عمرك حبيب القلب 	,0
لو في دوله تحترم نفسها كنت معاليك بالمنفى او الحبس 	,0
يا أستاذ وئام اذا البحر بيحلى بيبطل في فساد بل البلد هلاء انتى مصدق لح ليكافحوا الفساد	,0
صح قتلت مليون سوري ارهابي قذر 	,1
صحيح بالنسبة لواحد متلك بيعتمد على مصاري ايران لبنان اخر همو 	,0
القمه العربية الاقتصادية ارادوها النهاية فكانت البداية	,0
على فكرة رجلي بالدكتاتور اردوغان سبتويت	,1
لاء رح صححلك جبران باسيل النحس  	,0
انتي ما حدا دعسلك عا ديلك 	,1
طرش غنم منعدمة عندون القدرة على التفكير بس اجترار الخطاب الممانعجي المعفن	,1
وليد بيك يتعرض لحمله شعواء من قبل طلال ارسلان و وئام وهاب هل هي حرب بين رؤوس زعماء الدروز اشعلها وهاب 	,0
لو منك حيوانة وكذابة وجبانة بتحطي كلامك يا قواتجية في ابشع من يكون حثالة متلك بلقوات لينشتموا تافهة مقرفة لاعقة احذية او لاعق احذية جبان	,1
مش عيب تكوني حمارة خاصة اذا ميولك قواتجية بس تكوني حمارة و مدعية! يا رب ارحم و اشفي هالطفلة البلوي على اهلها و المجتمع   إلى الرب نصلي	,1
اولا تحرروا من حصار زعيمي عصابة امل وحزب الشيطان	,0
ما تكون مفكر حالك مهضوم   خليك بل الباصات وخبرياتك البايخة   انا أكيد عندك حقد ع الشيخ سعد أكتر من حقدك على العدو الصهيوني	,0
إنها مدرسة الوفاء   مدرسة ميشال عون   تحية الى السيّد   سيّد الصدق والأخلاق والشرف والى حامل الامانة جبران باسيل وما 	,0
عم تحكي عن حالك يا خرا	,1
ههههه لاه صراحة شايفن متلك ومتلا يا زبالة	,1
هذا شيخ البلاط الجنبلاطي يسخّر ضميره ويكذب على ديننا ويقوم بالتغطيه على زنديق ناكث لديننا   كفى قلب للحقائق الدامغه 	,1
فكرة حلوي حبيتا      	,0
شو لبنان ملك بيك او ملك غيرك شو جايي عالجاهلية هوي 	,0
بدا ثورة متل الثورة اللي خلت ناس تعمل تاتو جبران باسيل من بعد مصادرت موتورات بالضاحية مياومو الإعلام	,0
زمن التبعية والتعطيل جبران باسيل وئام طلال و جميع احزاب اذار يمثلون التبعية لنظام الأسدي	,0
يا عمّي عم نحكي قمّة إقتصادية و دعم الاقتصاد و ملف نازحين و صناديق استثمارية  كلّو كرمال يتحسّن شوي وضع  	,0
فشرتي يا قواتجية يلي كنتي توقفي عالحاجز وتاخدي منا ربطة الخبز اعرفتك من عيونك	,1
لسه بصرعوا طيزنا بدكن نصير متل العراق وليبيا يا حمير تجاوزناهن بأشواط  هلق لو نصير متل العراق وليبيا تحسن كبير جدا	,1
هذه هي إسرائيل التي قال عنها جبران باسيل المُقاوم أنه لا يرفض وجود إسرائيل و بأن أمنها هو حقٌ لها	,0
جبران باسيل سيجله التاريخ كواحد من أسوأ وأوسخ السياسيين الطائفيين وسفهاء الرأي في لبنان وأكثرهم نجاسة وغباء فعلا	,1
يلا لحيسه بلشو تعويه 	,1
يخي كول هوا و خليك في دولتك فرنسا  	,1
جاسوس برتبة وزير	,0
خرسي يا عونية بدي صب عليكي باطون متل ما صبيت على ظباط الجيش اللبناني	,1
مكربج راسو جبران باسيل ومش شايف قدامو الا حصة القوات شيل وزير من حصتك ووزير من حصة عمك	,0
خرسي يا بشعة	,1
هي شخص رهيب بحق يعني ما بعرف كيف ما حدا مكتشفها من قبل	,0
أول حلقة من دون جملة جبران باسيل	,0
خراس ونضب وين وطنيتك يا زمك وقت ابو دشداشة ببهدل دولتك ورئيسك خراس ونضب	,1
عندما يصبح جبران باسيل رجل دولة ووزير خارجية هذا يعني أننا في اسوأ حالاتنا   زمن التبعية والتعطيل	,0
انا وحبيبتي متفاهمين ع كل شي بس كل خلافاتنا انو كيف عندي وحدي تانية قال	,0
بموضوع التيار الوطني الحر و الوزير جبران باسيل و علاقة حزب الله معهم   بعتقد لازم كتار يبلعو لساناتهم	,0
لا تعلق على الشعب الخرى بطريقة الشعب الخرى	,1
على القضاء ان يتحرك 	,0
بكفي تحكي بالسيء عن جبران باسيل  بصير برنامج مشهور من اول حلقة	,0
الرجل ما قال امن اسرائيل حق   نصيحتي للوزير جبران باسيل يحكي اللغة العرب 	,0
جبران باسيل خراس يا زمك طلعت ريحتكم	,1
مش أحسن من شوفت جبران باسيل وعمه    	,0
يخسون إذا ما مرغوا خشوم تشلاب روسيا بالوحل يا قالي	,1
هاد معالج نفسي لك يخرب ديارك الله يكون بعون الناس اللي بتتعالج عندك	,1
وهاب مهاجماً قطر لا تتقن إلا التخريب 	,0
ليك مين عم يحكي عن الفيميه وتسهيل المرور   وعلي الأمين وقع ع الدرج	,0
اكبر راس ببلدك دسنا راسو جاي انت يا ضيعجي تكبر راس	,1
أنا مش إخوان بس لزج زيهم	,1
كيف تحول جبران باسيل لمرتزق لنظام قطر	,0
مطلوب نفي جبران جرجي باسيل  اعتقاله  محاكمته على ما وصل إليه لبنان الثقافة والعلم والإنفتاح مش ضروري	,0
الله يقطعلك عمرك كلب ابن كلب تفو عليك	,1
هههه اخ وئام كون واقعي شوي انت بينك وبين حالك عارف انو وليد بيك بمتل الاغلبية الساحقة الدرزية	,0
شوي وبيصير عنا ثقافة ولي عهد	,0
يا نصراني ابن المجرم أنت أخبث من الحمار سبعين ضعفا يا كلب	,1
جبران باسيل عام ما عنا مشكلة ايديلوجية مع اسرائيل من حقها تعيش بسلام	,0
مش غريب يطلع من نيعك هيك كلام يا ريت بتسدو بشي خلده 	,1
الحذاء هو الرد المناسب 	,0
منتمنى عليك تسكر تمك لانو خلص طفح الكيل العقاب لوهاب وهاب قاتل ابو دياب 	,0
يلعن صباحك نزعتلي نهاري 	,1
لله درك شد عليهم ولا ترحمهم الخونه	,0
جبران باسيل الرجل الذي لا ينام قدن كلن	,0
هنا اللبنانيوون يردون عليك 	,0
مساؤكم ورد وفل 	,0
انت مش فلسطيني اصلا ف روح امقبر حالك يا حيوان	,1
ماحدا بدو محاكمة ومشنقة غيرك 	,1
العمى بقلبك شو سخيف إن شاء الله بضل الشيخ سعد عقلبك وحارق دمك 	,1
يا أبن لحارم حارق قلبك من جوا وحياة الله انك واحد منحط لح تموت من حرقت قلبك العقاب لوهاب وهاب قاتل ابو دياب 	,1
