text,toxic
صح ان وجود الأنثى في الشارع كسائقة خفف قسوة الشارع وصار أجمل من قبل بكثير مافيه شك .. بس يرحم والديك امسكي خطك يا يمين يا يسار دوختيني الله يدوخك,1
عن أي دولة عم تحكي؟؟ عن عهد التبعية والفشل والجرائم والفساد والصفقات يللي عحساب كل المواطنين ، العهد يل…,0
هل جبران باسيل هو من يُدير حساب رئاسة الجمهورية؟ او ان شخصاً واحدا يدير حسابه وحساب فخامة الرئيس؟,0
 طيب كرمال مصداقيتك وبحلفك بروح وسام الحسن السيّد هيك قال ؟,0
 :  أنشألله عن قريب مناكل سفيحة عن روحك النجسة ��� ://./3,1
 انشالله بيقبر قلبك ومنخلص من سفاهتك,1
 صاحب الحساب ذا قطري أخونجي عفن يبي يسوي تتش بيننا وبين حبابينا الامارات ... أقول بعيده على شواربك يا قطري يا اخونجي يا عفن,1
مستحيل يكون في اوسخ وانجس منك بالكون يا ديوث,1
تحكى عورة منغير حجاب وشعرك عريان عورة تحكي العورة حجابك تحكي العورة مايا النبي صلى وسلم الحديث نساء كاسيات عاريات مميلات يدخلن الجنة يشمنا ريحها حديث خطير النبي صلى وسلم مازلت ميش تحب تتحجب ربي يهدي بنات تونس نحبولهم لخير,1
@User.IDX السعودي لايهرب ياحثالة وصعاليك العرب السعودي يأنى بنفسه عن كلاب المال القطري ,1
ليش يا شنتير شو كان في مقابلته شي مس منيح ؟ بالعكس يا اصلع كان تهديد قوي لعدوك اذا بتعترف فيه يا مسطل,1
لعنة الله على محمد السادس ,1
بلبنان منخبر ومنقول الحقائق كما هي لا أعتقد أن عمليات الإغتيال قامت بها الدولة أو ج…,0
كل الناس سامعة و قاشعة ما تخمن حالك محجوب عن الرؤية,0
النقاش انتهي ياعديم الشرف وصمة عار مغرب العربي الكبير المغرب الإسلامي شوهتمهم,1
يا بيبو يا حبيب الاهلاوويه .❤️.. كلمة بنحبك دى شويه ...❤️.. كمل يا خطيب وهتلاقى .. كل الجماهير الوفيه ❤️... انته يا حبيبنا فى قلوبنا ..حبينا نتوب عن حبك .. لقينا حبك بيدوبنا ❤️.... ( .. اهلاووى ✍️ ,0
يا قدس يا مدينة تفوح أنبياء<>يا أقصر الدروب بين الأرض والسماء <>يا قدس يا منارة الشرائع يا طفلة جميلة محروقة الأصابع حزينة عيناك <>يا مدينة البتول يا واحة ظليلة مرّ بها الرسول حزينة حجارة الشوارع حزينة مآذن الجوامع يا قدس🕊💚 ,0
تفوووو كفار اشوفك اقطع راسك كلب,1
 النازحين هي مشكلة من المشاكل يلي عم يواجها لبنان . معك خبر انو في مليونين نازح؟,0
ما هوي لو بياكل سرماية بعيد عنا بقول يعدمني يا فكروا اذا بصرخوا صوتهن بيوصل,1
انسان مختل عقليا تسقط تونس يد اليهود الملحدين,1
قناع انزل للشارع التونسي بالوسط والجنوب تشوف الرد الصحيح والاغلبيه الرفض التعدي الدين الاسلامي حكومه منافقه تطبق اجندات غربيه,0
جبران باسيل ما يبقيني مستيقظا هو حالة الصمت على الخروقات الإسرائيلية اليومية لاستقلالنا وسيادتنا، لدينا نحو خرقا جويا و…,0
 انتي موتي و كلنا منقبرك بأجرينا ما تخافي بس خلصينا منك و من هل منطق الأعوج اللي عايشي فيه!! لك أكبر الأع… ://./3,1
"🍃<>"" يا مَن جلَّت قُدرتك يا مَن يزهي نوره،<>عجِّل يا ربِّ الفرج للمهدِي بظهُورَه،<>خل يقطع أصل الكُفر يفنِيه من جذُوره،<>والكُون يملِيه بالعدل ويكمّل سرورَه ..""",0
وإن الظالمين بعضهم أولياء بعض والله ولي المتقين,0
 شو رأيك تحملي مسطرة وتضربينا ديدي وتعلمينا شو نحكي �، نحنا بنحكي عذوقنا من دون ما تيجينا اوراق مطبوعة من… ://./,1
الفضيحة الاخيرة تدل علي ان حكام الدول الثلاث ليسوا اطفال فقط بل صهاينة اكثر من الاسرائيلين ,0
 الله يحميكي وربي انو خايفين عليكي ربي معاكي ويحميكي ويحمي الكادر الي معاكي,0
 #ماي_ستور <> يارب توفيقك يا كريم<> يا الله ارزقني وانت خير الرازقين,0
 ست ديما ليش ما عّم تنقلو ، شي غريب ، حتى  و الجديد ، حاسس في شي مريب ���,0
 النبطية ���� يا مرا قولي الله كلهم كم بني ادم طلعو يتسلو متل كل متظاهري بلبنان �,0
حسبي ونعم الوكيل ياكلب ربي ينتقم أشر إنتقام,1
غلط طبعا تونس دوله شرق اوسطيه,0
مبروك يا رجال مبروك يا كبير مبروك يا عميد وفالكم البقاء 🖤💛. <>,0
 تبقي سجليهن عا لوح تلج وشوفي شو بيطلعلك ان مفكره انتي غير الكل يعني كل الصحافيه تبهدله او جمالك غير شكل مصدقه حالك,0
شعب جاهل الدين حسبنا ونعم الوكيل الرئيس التونسى هنشوف,1
الرجل ما قال امن اسرائيل حق ، نصيحتي للوزير جبران باسيل يحكي اللغة العربية بأية مق…,0
meningitis : التهاب السحايا : السحايا هي الأغشية الي تغطي الدماغ ,0
تنظيم الابالسة الشياطين الأعور الدجال. ومن يقتل مومنا متعمدا فجزاؤه جهنم خالدا فيها وغضب الله عليه و لعنه و أعد له عذابا عظيما. هذا ما ينتظرهم يا فجرة يا طواغيت اخسؤا قبحكم الله.,1
@User.IDX هذأ إللي عيناة من الشريان. هذي إحدى منظومة عزمي بشارة الإعلامية ,0
مايا راكي قحبا كلبة تحيا كريم لغربي,1
صبح ربك او الاوامر جاي بكير لتجعدن ماحده شيطان اكتر منك,1
 : #صباحكم_ورد <>يا صباح الورد <>يا ورد الصباح ..<>ياصباحٍ فيه روحي هايمة ..<>عجلي فْـزي ترى <>كلي جراح ..<>وش يفيد الصبح وانت…,0
وئام وهاب انت مشروع فتنة درزية أنت يا من تتغنى بدرزيتك كل يوم ، كيف سمحت لك درزيتك ان تكون رأس حربة ل…,0
يا ميريت يا خاينه يا فاجره,1
البوطي شاف باسل الأسد يطير في الجنة مع الأنبياء والمرسلين ونوال السعداوي شافت هيلاري كلنتون بتوزع دولارات على متظاهري التحرير…,0
 ريتو بيقبرك الك مش بس قلبك يا قلبي,1
لاتعرف اسئل حزب الله وخروفه باسيل,1
الزناديق هم من يقومون بتغطية آل جنبلاط المرتدين الناكثين لديننا ، لا تناصر الباطل فهو سيبقى باطل…,0
لا صديقي مو عيب واحد قاتل وواحد اداة بيد قاتل,1
طايح شمس قليل تربية ماسط شمس أحلى تحب تكره,0
 فلنحرر الاعلام من المرتزقة المتامرين على الوطن المحسوبين على الفاسدين اصحاب الولائم لهم ولمرتزقتهم..الثورة يجب ان تلفظ كل متملق,0
مش جايي لعندك و على دولة الخلّفك و فيك تفل إذا مش عاجبك,0
 وإنت تركي إمو لباسيل ولاّ إمك أحلى من أمهات العالم خليكي تحسي وتعرفي شو آخرة المسبات,0
 روحي نضبي يا ساقطة كنت عمتزقفي لسعد,1
تحكي عقدة لبدن عقدة بدن سامي الفهري,0
تعالى حكم قطع يد السارق للاسف يطبق القانون تعالى حكم بجلد الزاني التاني حال وجود شهود اضهار الفاحشة حرام يومنا تشوف الوضع بعدنا بعدنا كلام ربي جات لمراة تاخو خوها ديجا,1
معالي الوزير ما تنسى إنوا الأنظمة الديكتاتورية بتدمر نفسها ما بحاجه لقطر وغير قطر إنوا يدمرها وما…,0
ما يسمى مراكز الأبحاث التي تمولها بلدة قطر أطلقت حملة علينا لأننا قلنا لا أهلاً ولا سهلاً لأمير الإرهاب هل كان ينتظ…,0
معلومة تونس المسلم والكافر ترى بسب وقذف المسلمين يرضى أردت سب الكفار فرق تجمع وأختر الألفاظ والوصف الصحيح,0
"يا كوايتة يا مغفلين!!! اطردوا الكلب هذا، داوموا مبجّر و اللي يشوفه يصوّر ورقة يسأله شنو قاعد يسوي؟و يهاوشه و يطرده بسرعة،اللي كاتب هالكلام يقول ""ما يقدر عليه إلاّ الله""؟! إلاّ من رداكم!قولوا له ""اذا شفتك تحوس بين مكاتبنا مرّة ثانية رح أكسر رجلك"" يا كويتيين يا مغفلين 😡 ",1
 انت الشمس ...الوطاويط لا تحب الشمس ...تعشق الظلام,0
ما تعتل هم ، وما بصير غير ع ذوقك ويلي بدك إياه شو بدك طلوب وتمنى و كل حدا ما بتحبو لا…,0
متربية وشايفة روحها النفروض راكي تخمي لدار غدوى,1
" 1 لا يكفي التعديل الوزاري ولا إسقاط الحكومة . 
المطلوب رحيل كل رموز السلطة الفاسدة .",0
البربر كارهين للاسلام والعرب المغرب العربى علاقة العرب حدود العرب مصر والسودان,1
   بالنسبة للهبوط تراكم جايين من درجة ثانية وهذا بلسان رمزكم .. إذا بيتك من زجاج لا ترمي الناس بالحجارة فهمت يا طقعان يا طويل الأذان 🤪🤪🤪😆😆😆,1
منشط المنشطين التوانسة يتاشفواااا البنات نتفرجوا نوفل سامي علاء مرضتوناااا جيبولنا حاجة نتفرجو نضال هاوكا احسن حسنوا صورة المنشط التونسي فضيحة حلوا لبنان تركيا القنوات شوفوا المنشطين كفاه,0
وهل تعلم انت الفرق بين دمشق المذكورة عاصمة الأمويين و دمشق نظام البعث الحاكم في سوريا، ان كنت لا تعرف ف…,0
تعوا نتفق ع شغلة يا مسؤولين، يللي بدّو يسرق يسرق بس بلا ما يخلينا نعرف 😎,0
الاعتذار العلنيتي قلتلكم يولدي رهي تونس تبيع انسها رجالها هههههه وبالمناسبة هدي نقترح تغير اسم الدوله تونسيه دولت بول وتعده ههههه,1
73611466  ليه بعد في يطلع غير ع المنار هل الفاشل ..أكيد بعد هل الثورة رح يدمن على المهدئات,0
في ازنخ من هيك ولا لا 😁 ... استمر انت نوع نادر من الزناخة الممتعة انت والخالدي 😀 👽 ,1
 صدقناك والله عيب يلي بدو يعمل  شي يعملو  علنا وما يخجل منو  يلي استحوا كاتونا صدقاتي من نا حية التوصيل,0
  اقسم بالله البلطجيه ارحم يا عاصم يا خويا 😂<>العيال اللجان دي بِسْم الله ما شاء الله غباء<>عدي الحدود كائنات فضائيه,1
ربي يجيبلك ظربه نشالله تسب ربي خلقك يقدر يبكشك وحده الشيب العيب مدخلك حيرك خرا دزيريه افتخر,0
" : النساء اللبنانيات في الساحات الامامية فعلا، وأقل في الساحات الافتراضية
للاطلاع على المزيد من الاحصائيات ://./68…",0
متوقف الشعب التونسي صمت اثبت حاجته وتمسكه بالاعضاء التناسليه والدعاره خرج واوقف القرار اثبت تمسكه بخالقه ودينه,0
 من شتم.  ومن. اهان. اي. شخص. هو يمثل نفسه فقط. طرابلس. مدينة. العيش المشترك. والاخلاق والروح. الوطنية,0
بنعمرها سوا يلا كلنا سوا دبكة الانتصار,0
 : نانسي السبع وحدة منن ://./2,0
" ديما عبارة عن شخص : ""طويل هبيل مع دماغ مستطيل""��‍♀️",1
طيب نحكي منطق معقول الشيخ نعيم حسن يقول على الملأ نؤيد سياسة وليد جنبلاط؟ معقول يعملوا إجتماع من لون…,0
حسبى الله ونعم الوكيل فيك يا تركى ال الشيخ يا راشى يا كلب الزمالك,1
كلكم كذب وبوز ونفاق شفونا موضيع تنفع شعب خير والله شعب مسكين يحل يتفرج تلفزة عايءلة وخايف غشة وكلام زايد تربحكم كلكم متخلفين جهال تفوه فردا فردا,0
 لزك المشير يا ملزوز يا مهزب يا مضحكة يا متلون هههههه <>خليك غادي أنبح لعند بكرا صار تبي الخارجية هههههه,1
 اه والله حلو ممتاز تعال خاص يا حبيبي يا عسل يا سالب تعال خاص انا مره حار,1
اسال الله العظيم رب العرش العظيم اللهم فرج همي وهمك يا اخي و يا صديقي العزيز٠٠٠٠٠٠٠٠٠٠٠ واني وبدلها صبرك ويجعل من صبرك واحسانك عند الله مالا عين رات,0
 انت يلي عطول الاولى بالوطاوة ://./6,1
ما في اتفه و انجس منك يا عبد بشار المجرم,1
 يا ريتك كنتي بالنبطية كان على بالي تجي شي عصاية على راسك لترتاح العالم من قرفك ��,1
كربلاء وبلاء ينعلك كلب جزايرين نموتوا توانسا حيوان المغاربة خوتنا نت تمثل,1
_  � بفهمك اديش اعصابك فارطه طولي بالك بس يفل هيلا هو بترتاحي,0
منقع صبخ والله مايثمر فيهم مهما نسوي,0
 اين حرية الرأي؟؟؟ كيف بتهيني الناس وتسميهن غنم؟,0
بالرغم طريقته مسمومة الحديث كلامه مقنع وواقعي,0
والله كلامك صحيح ولد عواطف برافو واصل,0
لمن يهلل لوديعة قطر عليه ان يعلم أن الوديعة مربحة لمن يودعها لأن فائدتها عالية وهي ليست هبة كما إعتقد البعض ثم لا أ…,0
 _  يسلم لسانك من مصر يا ديما نحن معك,0
مجتمع جاهل يعشق الجهل التفاهة ساهلة,0
سطحية مستفزة يقول لوكاس السخرية هي أقصى درجات الجدية لكنك اليوم كنت في أقصى درجات التفاهة امل حويجة كانت تتحدث عن فكرة الإنسان والذئب وكيف تألم الطفل من آبائه البشريين وعاد إلى الفضيلة التي تعلمها من الذئاب لهذا عوت تنادي الغابة فقد تجبر الإنسان فوق كل تجبر. عوى الذئب فاستأنست بالذئب إذ عوى وصوت إنسان فكدت أطير. للأسف حينما يكون الطرح من وجهة نظر ضحلة يتبين معدن الثقافة والفكر. ,1
   خلص بلدك من القمامه يا قمامه يا مخلفات المستعمر يا من تتحكم فيكم ايران المتخلفه وبعدها تعال وجب معك اختك ونعطيك رأينا .,1
مضرطة لها نغم… قمم قمم قمم معزة على غنم,1
اولا تونس بلد مثقف بلد المليون قحبة والسقاطة والعاهرة والقذارة والنجاسه عاهرة,1
 يا حيوانة من الذي حرر الارض عنجد انك تافهة ولنا الشرف ان يكون ولاءنا العقائدي للسيد الخميني والخامنئي يا نجسة,1
@User.IDX اللى بيقول انه بيستهتر لان المؤتمر عربى احب اقوله خليها تاكلك واللى بيتابع المؤتمرات الدولية هيعرف انه بيحصل فيها اكتر من كده وبتحصل فضايح 😛😛😛 ,1
@User.IDX سؤال عنصري تافه .! بكم اشتراكم الغرب يا عملاء الغرب وهل احداث 11 سبتمبر جريمه او عمل ارهابي حسبنا الله ونعم الوكيل فيكم ايها الاعلام الخبيث ,1
تضربو مسكينه شعندها قالت رجال خي القحاب يحبو الرجال ماهم معروفين يحبو الموبنه,1
مع الحشرات يلي متلك هيك لازم يتصرفوا,1
@User.IDX يا قطر، يا قناة الجزيرة، يا عزمي بشارة يا زلمات الجزيرة، يا فلسطينيين الجزيرة، يا مصريين الجزيرة يا سوريين الجزيرة يا جزائريين الجزيرة يا عراقيين الجزيرة، يا اخوان مسلمين، موضوع وفِي الكويت وبين كويتيين، لا علاقة لكم به ,1
  منو الشرموطة اختك امالا اللي ادور مع التاجوري في المحاور اني ذكر مش شاذ جنسيا زي طريس مزراطة واتباع الشاذ بادي برا والنبي شوف علاش لزه الجيش طز فيك وفي ايطاليا يا عميل يا خاين يا كلب خلي الطليان يجو يزملوك يا زامل,1
يا رب اجازه يارب اجازه يا رب اجازه يا رب اجازه يا رب اجازه يا رب احازه يا رب اجازه😭🙏,0
@User.IDX ما في ديانه في هالكون قدرت تهذب هالعينات الهشه من الذكور! هالمشكله ما تتعالج بالدين، علاجهم المصحات النفسيه والصعق الكهربائي الحيواني اذ امكن. ,1
 : اللهم اجعل قبره روضة من رياض الجنة، ولا تجعله حفرة من حفر النار واغفر له يا رحمن وارحمه يا رحيم وتجاوز عمّا تعلم ياعليم امي…,0
الغباء و الجهل التعلق باثار ليس لها فائدة ترجي و لا نفع لماذا كل هذه البلبلة علي ما هو زائل لا محالا الا اذا اردتم ان تعبدو فرعون نظرا لتعلقكم بهذه الاثار بففففف اللهم صلي وسام علي سيدنا و حبيبنا محمد ,1
تحيا تونس امازيغية بدون عرب اسلام امييييي,1
مصيرك يا وئام الى مزبلة التاريخ والايام بيننا,1
 : يا قبلة ﺎلأرض يا محراب شِعر ﺎلصالحين ، يا ضحكة ﺎلمسكين يا أم ﺎليتامى يالخجل.,0
 نانسي السبع تعودنا عليك حياديه وموضوعيه وقت وحده  جابت سيرة اكرم شهيب زعلتي وقلتي بلا ذكر اسماء وقت تفت… ://./,0
  من يوم ما بكى عناصر من الجيش وهم بيعرفوا من قبل شو رح يسير بالمتظاهرين بوقتا ولقدام  وهم بتلقوا أوامر وبنفذوها,0
هادو يهود تفو شعب تحيا بلادنا وشعبنا مروحش لتونس ومنحطش رجلي يلاطيف جزاير حرين شوالا هادا روح نعايرهم يهود هادو,1
 انسانة تافهة ولطالما كنت بوق للفتن,1
المذيع أعتقد يأخذ راتبه قطر فالحذر الحذر,0
العبو العبو لعنة كانهم ليسو مجاورين الجزائر والله تجرا وفعلها امامي هكدا لقتلته انتهاك شهر رمضان,1
دميم الكلب ليس له مكان بين العرب اﻻشراف انه حثالة وأمير الشواذ والمخنثين ﻻ مرحبا به في أي مكان أو زمان…,0
يا زلمه ما خرب البلد غير امثالك,1
كمية كبيرة من الشتائم القذرة لك شخصيا 😂😂😂😂😂😂😂😂😂 رائعة 🖒🖒🖒🖒🖒🖒🖒🖒🖒🖒🖒🖒❤❤❤❤❤😍😍😍😍😍😍 Rayya Eskaif تعي شوفي 😂😂😂❤ ,1
 عم تحاول تنقلّكم الصورة كما هي تتكون موضوعية. لشو الهيجان؟ لا بأس إن أخطأ حزبك أو أصاب. هم بشر بالنهاية و ليسوا ألهة.,0
انا شايف ناس كتير مدايقه من ان في اضطهاد للمسلمين في فرنسا ودول تانيه تانيه يعني وبقينا مشهورين بالارهابيين في معظم بلاد الغرب وكمان بقي لبس الحجاب او الزي الاسلامي عامل زي ملابس الهالوين اللي بتخوف الناس. بس بصراحه انا اؤيد الغرب في فكرته تماماً عننا. اولا ندعي ان الاسلام هو الشفاء ونحن الاكثر مرضاً وثانيا في بلادنا مش بنتقدر واللي بيتكلم بتقال عليه ارهابي في بلد واكثر الدول فيها سجون ومعتقالات ساسيه وتخلف ف التعليم والاقتصاد وانعدام اخلاقيات ابسطها حتي مش موجود وملناش خير بعض ازاي عايزينهم يحترومنا وبلادنا وشعبنا واهلنا وناسنا محترومناش ,0
  اتظلمت ف اي الحكم اجنبي وانت معروف مبتكسبش مع اي حكم اجنبي الموسم ده 😂💔 ثم انك الموسم ده متعود ع الخساره عادي جدا وبلارقام مش اي هبد م اللي انت بتقوله ده يابو 5 😂😂<>وبعدين انت بتخسر من بيراميدز من ايام م كان اسمه الاسيوطي,1
توانسة حاشى الناس الطاهرة قريب ابيعو خياتهم هات,0
" بطلة من لبنان 
بطلة من بلدي ✌✌✌✌✌✌",0
بعران الخليج غنم امريكا سبب بلية العرب خلو تونسي جزايري مغربي مصري,1
@User.IDX الله ينتقم من، من كان السبب. ,1
رصد مخنث يعتبر أمه أرخص حذاء ياخثى كلامك كاهواء الرجال,1
قلبي وجعني سمعت آراء النساء مقدرتش نكمل الفيديو مسلمين نقاش جزائري,0
مزال يصدقها حجات عادي تعملهم منصقهاش ظاهرة شنية تلوج,0
 روحي غطي زعران جعجع وجنبلاط  اللي عم يتعدوا ع العالم ويضربوها والسلام على مرأى الجيش بايدهم  يا تافهه… ://./8,1
كول هوا وخلينا نركز مع الطيب وخليك بصيدك عالتلج عبيط واهبل وزيمبواي,1
خازوق فيك ولي بشد عمشدك عم بيحكي عن جعجع شو خص سعد الحريري ولا عملكن عقدة,1
شاء شاء بركات حكومة الاخونج والليبراليين,0
ياشباب هؤلاء اللي يحقدوا ع السعوديه تاج راسهم ماجورين ومرتزقه وسفهاء فلا تردوا عليهم لان حجمهم عندنا اصغر من رجل النمله فهم ناس بياعين كلام وفاضين بس حقين كلام عكسنا تمام قول وفعل شعب الحزم والعزم ,1
 يسعد صباحك يا غالي يا محترم يا متربي يا مرجلة ❤️,0
حسبنا ونعم الوكيل تونس وحكام تونس وشعب تونس,0
يخدك وياخدو بشي صندوق على سوريا,1
 بلا ما تفسري مين عم تشرجي التلفون او من اين كل هذه الموائد الشي واضح وكلنا منعرف من اين لكم هذا,0
نص اللبنانيي من رأيي انتِ يا رمز الغبا ههههههه,1
صباح الانوار انا بس عّم حاول افهم,0
  بس للتصحيح اعتصموا بس ما سكروا طرقات بعرفك موضوعي وبلشت خاف عليك تركب الموجة.فلتسقط كل رموز الفساد وليس الدولة.,0
 تفضلي تنزلي انت يا #ديما الواطية بركي مرتاح,1
والله فهمتش تمسخ روحها لدرجة مجاهرة بالعصيان,0
قوله تعالى يخاطب نساء النبي ه وفا,0
مهرج، كذاب، منافق، راقص فوق الجثث، مرتهن، عبد مملوك، لا ارادة لك ولا كلمة، حتى كل الصفات البشعة صارت تس…,1
ينعلكم ينعل ملتكم رجال مشركين اصبحت تونس العاهرة تفتي الميراث,1
يكشف الفيديو التونسيين الميراث الشرعي وضد الميراث السبسي,0
بصيفتك جاية تحكي زبي امشي نيك مك,1
يارقارة والثعلب الدباغ متاعك قمة التفاهة والانحطاط الاخلاقي والمساطة والميوعة الشعب يسوووفري الفقر البطالة والبرد ووووو تستهبل لعنة الاشكال ياربي نتمنى للشعب هجة للدنمارك المنارك,1
يحق لاي ولد قحبه خارج تونس يسمعنا رايو,1
  �يلي بدو يحكي بالطالع وبالنازل شو مفروض ينتظر؟ وهيدي دمعة عمتي على ديما وعليك...,0
 : إلهي أجرني من أليم غضبك وعظيم سخطك، يا حنان يا منان يا رحيم يا رحمن يا جبار يا قهار يا غفار يا ستار نجني برحمتك من عذاب النا…,0
تحية من قلب فلسطين الى قطر والى اميرها الشيخ تميم وليخسأ قتلة الاطفال في الشام,1
 : يا ولاد الأحابي يا ولاد الأحابي يا بهايم<>امم افريقيا و بتتنظم في مصر و عاملين العرض فرقة اكروبات من النمسا يا شوية بهايم,1
مايا معندهاش علاقة بالموضوع تجرح الاكلام صلب الموضوع تحكي,0
لمين الاهلا وسهلا لبشار الأسد يا عيب الشوم عليك انت عميل صغير وراح بتضل عميل وصغير,1
 لما تطلب تحليل من علي اكسبرس #ديما_الوطية,1
يا كلب منك له يا لعيبة وسخة يا بقر,1
و هو بذاته يلي عمل فتنة بالبلد و هو كمان يلي بيستخدموا نظام الأسد مثل الدومينو و هو ك…,0
قحبة ختك لتخرج ليل وطلع رجليها,1
للاسف انك من هلبلد وزير الطبل,1
مزلتش آخري صبب ااكل الفلوس مفهمتش علش معندهش جواز سفر تونسي,0
الاناء ينضح بما فيه عثمان رجل دوله وانت قاتل محمد ابو ذياب,1
 انا بدي اشكرها صرت ضحكان من كل قلبي شي ٣٠ مرة   :),0
 والله ما كنت عامليتلا فولو ميرسي يمنى ��,0
@User.IDX @User.IDX عندما تتحدثون أخلاقيات العمل هاذا اقرب مقطع ممكن يوصف حالكم <url> ,0
جبران باسيل لا يقل عمالة عن حسن نصرالله,1
عيب عليك استحي يكفيك كشفت الحيا العمى ضربك شو وسخة,1
#ياررب_افرج_همومنا<>يا كريم اللهم يا ذا الرحمة الواسعة يا مطلعاً على السرائر والضمائر والهواجس والخواطرلا يعزب عنك شيء، أسألك فيضة من فيضان فضلك، وقبضة من نور سلطانك وأنساً وفرجاً من بحر كرمك أنت بيدك الأمر كله ومقاليد كلّ شيء، فهب لنا ما تقر به أعيننا، وتغنينا عن سؤال غيرك,0
 هيدي مناسبة لبنانيّة يا غشيمة مش حزبيّة، بعدين شوفي كل لقاءات السيّد فيها العلمين اللبناني والحزبي، معش… ://./0,1
 يا سلالي يا انجس النطف ماتدري ان اهل يافع لعنو سابع جد لجانكم وزاوطوهم من عدن لين وصلوهم الحديده لولا اليهودي فرع عليك ولا كانك بتأكل تبن الان... قد لبجوك بخارج بلادهم كيغ لو تجي لبلادهم والله لا يلعنو سابع جدك الرسي النجس,1
" كل الإحترام لإلك ولكل صحافي عم بغطي الثورة العظيمة
لو ما خايفين من كلمة الاعلام يا نوال ما كانو عملو هي… ://./",0
كنت بدي استعمل جملة و انت الصادق بس معك ما فيني استعملها لانك ما بتعرف شي عن الصدق ف رح قول و انت الكذاب لو…,1
  لا سبحان حسيت من أسلوبك انه فيك جهل ، مع انه نقاش عادي لكن تكرر انه حنا و حنا تكلم عن نفسك يا شطور يا فاهم و تحب تخفي نقصك بأنك تقول للي مايعجبك انت و انت ، يلا دحدر,0
 مبين عليكي انو عندك خبرة كبيرة برافو بس انتي كنتي عم تتفرجي مش عم تسمعي ما يا شطورة ����,0
 :  سدّي بوزِك، بوزِك سديه #ديما_الواطية ://./10,1
 : #الاهلي_الهلال_والنصر_الاتحاد<>تكفون يا جمهور #النصر تكفون يا اوفياء <>طلبتكم طلبه <>الحضور ثم الحضور ثم الحضور لا تحرمون نجومك…,0
قال عن دمشق وليس عن دمشق الاسد وهو القائل ديوث الشام وهدهده وكلامه للقائد الضرورة الذي باع,1
" التحريض على الجيش و قرارات القوى الأمنية مش جرم!!  اذا مش هلق بس يروق الوضع يكون هيدا إخبار واضح لتوقيفِك . 
#ديما_الواطية",1
معناها نحل التلفزة نتفرج التفاهة نستفاد,0
اووووه أمين خراء فدينا هالفازات الماسطة اعع خيت ساي وفيتو عمناول ومعاش عاملين البوز فدينا,1
وده سلاح ذو حدين اضطرو يستخدموه لانو لو فشل بضربهم في المقتل ولو نجح بيضربو الثورة في المقتل<>بالمختصر كدة يا تصيب يا تجلي وكدة كدة نحن ما خسرانين لانو فقدنا الشعب فالموضوع ما فارق<>الاسلوب ال تم استخدامه من قبل الكيزان قبل يوم 6 دليل كافي انو الناس ديل ما ح يخلوها اخوي اخوك,1
شو بدك من علاء الخوجة؟ ما تعبت وانت تصرخ عليه انسى الموضوع ما رح يعطيك مصاري,0
الأسرئليين هما إلي خلو البطاطس المحمرة تقرمش قول بقي أنك مش مصدق يا معادي للسامية يا عنصري يا أرهابي يا نازي يا ابن الكلب,1
متى كان وهاب وطنى، فلا يزيد على انه احد أحذية نصر الشيطان في لبنان فلا تجعل منه وطنى لانه هاجم…,1
بالله تونسي يخليك اترجاك اتوسل اليك,0
جبران باسيل رجل لا يكل ولا يتعب من العمل في سبيل انجاح سياسة لبنان الخارجية,0
  هيدي وقاحة مش جرأة ..تنضب ما بدنا ياها بيناتنا ..لا هي ولا اي مستغل للثورة و متسلق لها,1
لدربها تحياتي ونحبك ملقري منعرفكش جملة,0
@User.IDX الخبر من فين معروف مصدره والناس الان بتطير في العجه هذا الي تبيه الخنزيره لكن الشرهه مو عليهم الشرهه على الي يصدقهم 👌 ,1
انا شوفتك ياعم ف التجمع الخامس يوم 15/11/2018 .. وندهت عليك وعملت نفسك من بنها 😂😂 ,0
@User.IDX @User.IDX اللهم اجعل كل من ادخلهن السجن يستوحش في قبره وخاصة السيسي فرعون هذه الامة ,1
 : يا هايف الخصريـن يا منـور بالبيت<>يا جيد ريم نافل عن مثيلاته<>وعيون حور تحيي بها وتميت<>نظرتك تشفي صويب منك ويعاته<>إرحم رحمك…,0
الإرهاب السعودي إلى مزابل التاريخ وكل مين بشد على مشدها السؤال لماذا هذا الإستهتار ويجب على سوريا…,0
 : حسبنا الله ونعم الوكيل فيك يا حفتر .واللي دعمك واللي ساندك في الحرب على طرابلس و يا امارات و يا سعودية و يا سيسي حسبنا الله و…,1
علاششش علاش هكااا شريكاات تخدم و دخل لفلوس و تستعمل في الضوء ومتخلصش و الستاغ اصلا متخممش حتى تبعثلهم تنبيه و السيد مريض بين حيااة و موت و تنجم تقول عايش بالضو و هوماا يتهدوو عليه؟؟؟؟و موش كان هو الاف كيفوو..... #حسبي_الله_ونعم_الوكيل 😡😡 ,0
إحنا لازم نسيبهم يفرحوا حقهم....<>بس أحب افكرك أنك تالت الدوري الاسباني...<>و قدامك إن شاء الله سنتين في افريقيا هتفضل تلعب في الكنفدرالية اللي هي طبعاً اقوي بطولة افريقية... وطبعاً مبروك الفوز الحلال..مبروك يا بيضة يا جربوعة يا حصالة 🤘😉<>#الزمالك_حسنيه_اغادير,1
ولد عواطف الميبون جيت خرية عواطف,1
 نورتي طرابلس يا عروسة شمال بنحبك كتير,0
  يا كبييير يا نادي الوصل 💙,0
